,Name,Overall Rank,Position,Team,Points,Games Played,Average Points
206,Houston Texans,206,DST,HOU,110.0,16,6.9
207,Lance Kendricks,208,TE,FA,109.9,16,6.9
208,Jeremy Maclin,209,WR,FA,109.5,12,9.1
209,Shaun Draughn,210,RB,FA,108.9,15,7.3
210,Robert Turbin,211,RB,FA,108.3,15,7.2
211,Los Angeles Rams,212,DST,LAR,107.0,16,6.7
212,Washington Football Team,213,DST,WAS,106.0,16,6.6
213,Derrick Henry,214,RB,TEN,105.7,14,7.6
214,Tajae Sharpe,215,WR,KC,105.3,16,6.6
215,Las Vegas Raiders,216,DST,LV,105.0,16,6.6
216,Ryan Griffin,217,TE,NYJ,104.2,16,6.5
217,Chicago Bears,218,DST,CHI,104.0,16,6.5
218,John Brown,219,WR,FA,103.7,15,6.9
219,Dan Carpenter,220,K,FA,103.0,16,6.4
220,Donte Moncrief,221,WR,NE,102.6,9,11.4
221,C.J. Anderson,222,RB,FA,102.5,7,14.6
222,Kenneth Dixon,223,RB,FA,102.4,12,8.5
223,Victor Cruz,224,WR,FA,101.6,14,7.3
224,Breshad Perriman,225,WR,NYJ,101.1,15,6.7
225,Roberto Aguayo,226,K,NE,101.0,16,6.3
226,Allen Hurns,227,WR,MIA,100.7,11,9.2
227,DeAngelo Williams,228,RB,FA,100.1,8,12.5
228,Indianapolis Colts,229,DST,IND,99.0,16,6.2
229,Phillip Dorsett II,230,WR,SEA,98.8,15,6.6
230,Tyler Eifert,231,TE,JAC,98.4,8,12.3
231,Jermaine Kearse,232,WR,FA,98.1,16,6.1
232,Chris Conley,233,WR,JAC,97.0,16,6.1
233,Rob Gronkowski,233,TE,TB,97.0,8,12.1
234,Mike Nugent,233,K,ARI,97.0,13,7.5
235,Malcolm Mitchell,236,WR,FA,96.1,12,8.0
236,Phil Dawson,237,K,FA,96.0,16,6.0
237,Tennessee Titans,238,DST,TEN,95.0,16,5.9
238,Chris Ivory,239,RB,FA,94.5,11,8.6
239,Charcandrick West,240,RB,FA,94.1,15,6.3
240,Travaris Cadet,241,RB,FA,94.0,15,6.3
241,Will Tye,242,TE,FA,93.5,16,5.8
242,,243,,,93.4,15,6.2
243,Corey Coleman,244,WR,NYG,93.3,10,9.3
244,Zach Zenner,245,RB,FA,93.0,11,8.5
245,Andrew Franks,246,K,FA,92.0,16,5.8
246,Jacquizz Rodgers,247,RB,FA,90.8,10,9.1
247,Jesse James,247,TE,FA,90.8,16,5.7
248,Kendall Wright,249,WR,FA,90.1,11,8.2
249,,250,,,90.1,14,6.4
250,Connor Barth,251,K,FA,90.0,16,5.6
251,Cody Parkey,252,K,CLE,89.0,14,6.4
252,Jermaine Gresham,253,TE,FA,88.0,16,5.5
253,Detroit Lions,253,DST,DET,88.0,16,5.5
254,Nelson Agholor,255,WR,LV,87.9,15,5.9
255,Dorial Green-Beckham,256,WR,FA,87.2,14,6.2
256,Vance McDonald,257,TE,FA,87.1,10,8.7
257,Greg Zuerlein,258,K,DAL,87.0,15,5.8
258,Clive Walford,259,TE,FA,86.9,15,5.8
259,Devin Funchess,260,WR,GB,86.1,14,6.2
260,Doug Martin,261,RB,FA,85.5,8,10.7
261,DeAndre Washington,262,RB,MIA,85.2,13,6.6
262,Jacksonville Jaguars,263,DST,JAC,84.0,16,5.3
263,Andrew Hawkins,264,WR,FA,83.4,16,5.2
264,San Francisco 49ers,265,DST,SF,83.0,16,5.2
265,Sammy Watkins,265,WR,KC,83.0,8,10.4
266,Julius Thomas,267,TE,FA,82.1,9,9.1
267,Eddie Royal,268,WR,FA,81.9,9,9.1
268,Albert Wilson,269,WR,MIA,81.9,14,5.9
269,Garrett Celek,270,TE,FA,80.0,14,5.7
270,Brian Hoyer,271,QB,NE,79.2,6,13.2
271,Sammie Coates,272,WR,FA,77.9,13,6.0
272,Quinton Patton,273,WR,FA,77.8,13,6.0
273,New York Jets,274,DST,NYJ,77.0,16,4.8
274,Cody Kessler,275,QB,FA,76.9,9,8.5
275,Paul Perkins,276,RB,IND,76.8,13,5.9
276,Rex Burkhead,277,RB,NE,75.9,14,5.4
277,Trey Burton,278,TE,IND,75.7,14,5.4
278,Dion Sims,279,TE,FA,75.6,13,5.8
279,Thomas Rawls,280,RB,FA,75.5,9,8.4
280,Matt Jones,281,RB,FA,75.3,7,10.8
281,Kyle Juszczyk,282,RB,SF,73.8,16,4.6
282,Blaine Gabbert,283,QB,TB,73.7,6,12.3
283,Jeremy Langford,284,RB,FA,73.2,12,6.1
284,Brandon Coleman,285,WR,FA,72.1,14,5.2
285,Fozzy Whittaker,285,RB,FA,72.1,16,4.5
286,Matt Barkley,287,QB,BUF,71.8,7,10.3
287,Jared Cook,288,TE,FA,71.7,10,7.2
288,Russell Shepard,289,WR,FA,70.0,13,5.4
289,Danny Amendola,290,WR,DET,69.5,12,5.8
290,Richard Rodgers,291,TE,PHI,69.1,15,4.6
291,New Orleans Saints,292,DST,NO,69.0,16,4.3
292,Cleveland Browns,292,DST,CLE,69.0,16,4.3
293,Charles Sims,294,RB,FA,67.9,7,9.7
294,Kamar Aiken,295,WR,FA,67.8,16,4.2
295,Robert Griffin III,296,QB,FA,66.5,5,13.3
296,Justin Hardy,297,WR,FA,65.3,13,5.0
297,Torrey Smith,298,WR,FA,64.7,12,5.4
298,Austin Hooper,299,TE,CLE,64.1,12,5.3
299,Justin Forsett,300,RB,FA,62.6,9,7.0
300,Aldrick Robinson,301,WR,FA,62.4,13,4.8
301,Alfred Blue,302,RB,FA,62.0,14,4.4
302,Kai Forbath,302,K,LAR,62.0,7,8.9
303,C.J. Prosise,304,RB,TB,61.0,6,10.2
304,Jacob Tamme,304,TE,FA,61.0,8,7.6
305,Philly Brown,306,WR,FA,59.2,15,4.0
306,James Starks,307,RB,FA,58.9,9,6.5
307,Bryan Walters,308,WR,FA,57.5,10,5.8
308,,309,,,57.4,13,4.4
309,,310,,,57.0,9,6.3
310,Deonte Thompson,311,WR,FA,56.9,15,3.8
311,Josh Bellamy,311,WR,FA,56.9,13,4.4
312,John Kuhn,313,RB,FA,56.7,13,4.4
313,Paul Richardson Jr.,314,WR,FA,56.3,13,4.3
314,Brice Butler,315,WR,FA,55.9,14,4.0
315,Dion Lewis,316,RB,NYG,54.7,7,7.8
316,Matt Moore,317,QB,KC,54.7,4,13.7
317,Ladarius Green,318,TE,FA,54.4,6,9.1
318,C.J. Uzomah,318,TE,CIN,54.4,8,6.8
319,Robbie Gould,320,K,SF,54.0,10,5.4
320,Jared Goff,321,QB,DET,53.2,7,7.6
321,Justin Hunter,322,WR,FA,52.9,10,5.3
322,Cobi Hamilton,323,WR,FA,52.4,11,4.8
323,Josh McCown,324,QB,FA,52.1,5,10.4
324,Virgil Green,325,TE,LAC,51.7,10,5.2
325,Levine Toilolo,326,TE,NYG,51.4,13,4.0
326,Erik Swoope,327,TE,FA,50.7,12,4.2
327,Rod Streater,328,WR,FA,49.1,14,3.5
328,Dwayne Washington,329,RB,NO,48.7,11,4.4
329,Jordan Taylor,330,WR,FA,46.9,11,4.3
330,Jay Cutler,331,QB,FA,46.8,5,9.4
331,Wendell Smallwood,332,RB,PIT,46.7,12,3.9
332,Aaron Ripkowski,333,RB,FA,46.6,10,4.7
333,Chester Rogers,334,WR,TEN,46.3,14,3.3
334,Josh Brown,335,K,FA,46.0,5,9.2
335,Andre Holmes,336,WR,FA,44.6,16,2.8
336,Jordan Norwood,337,WR,FA,44.2,14,3.2
337,Geronimo Allison,337,WR,DET,44.2,7,6.3
338,Charone Peake,339,WR,FA,43.6,12,3.6
339,Kenyan Drake,340,RB,ARI,43.5,13,3.4
340,Charles Johnson,341,WR,FA,43.2,14,3.1
341,Mychal Rivera,341,TE,FA,43.2,10,4.3
342,Marcedes Lewis,343,TE,GB,42.9,10,4.3
343,Eddie Lacy,344,RB,FA,42.8,5,8.6
344,Darrius Heyward-Bey,345,WR,FA,41.4,7,5.9
345,Ben Koyack,346,TE,FA,41.1,10,4.1
346,Alfred Morris,347,RB,NYG,40.4,14,2.9
347,Eric Decker,347,WR,FA,40.4,3,13.5
348,Luke Willson,349,TE,SEA,39.9,10,4.0
349,Bobby Rainey,350,RB,FA,39.6,11,3.6
350,Kevin White,351,WR,SF,38.6,4,9.7
351,Ricardo Louis,352,WR,FA,38.5,15,2.6
352,Jalin Marshall,353,WR,FA,38.2,10,3.8
353,Shane Vereen,353,RB,FA,38.2,5,7.6
354,Bennie Fowler III,355,WR,NO,37.5,12,3.1
355,Lance Dunbar,356,RB,FA,37.3,12,3.1
356,Demetrius Harris,357,TE,CHI,37.3,13,2.9
357,Kenneth Farrow,358,RB,FA,37.2,11,3.4
358,,359,,,37.0,7,5.3
359,Andre Roberts,360,WR,BUF,36.8,16,2.3
360,Jimmy Garoppolo,361,QB,SF,36.1,6,6.0
361,Peyton Barber,361,RB,WAS,36.1,10,3.6
362,Jeff Janis,363,WR,FA,36.1,13,2.8
363,Harry Douglas,364,WR,FA,36.0,7,5.1
364,Josh Hill,365,TE,DET,35.9,8,4.5
365,Corey Grant,365,RB,FA,35.9,10,3.6
366,Alex Collins,365,RB,SEA,35.9,9,4.0
367,Jaron Brown,368,WR,ARI,35.7,6,6.0
368,Josh Ferguson,369,RB,FA,35.6,14,2.5
369,Darren Fells,370,TE,HOU,35.4,9,3.9
370,DuJuan Harris,371,RB,FA,35.3,8,4.4
371,Benny Cunningham,372,RB,FA,35.2,11,3.2
372,Randy Bullock,373,K,CIN,35.0,5,7.0
373,Josh Huff,374,WR,FA,34.8,10,3.5
374,Xavier Grimble,374,TE,BAL,34.8,8,4.4
375,Seth DeValve,376,TE,ARI,34.7,8,4.3
376,Mike Tolbert,377,RB,FA,34.6,16,2.2
377,Austin Seferian-Jenkins,378,TE,FA,34.4,9,3.8
378,Daniel Brown,378,TE,NYJ,34.4,6,5.7
379,Jerell Adams,380,TE,DET,34.2,9,3.8
380,Kenjon Barner,381,RB,TB,34.1,11,3.1
381,Landry Jones,382,QB,FA,33.9,7,4.8
382,Jonathan Grimes,383,RB,FA,32.9,10,3.3
383,Bryce Petty,384,QB,FA,32.3,6,5.4
384,Vincent Jackson,384,WR,FA,32.3,5,6.5
385,MarQueis Gray,386,TE,FA,31.4,10,3.1
386,Marquess Wilson,387,WR,FA,31.0,3,10.3
387,Braxton Miller,388,WR,FA,30.9,10,3.1
388,Darren Waller,389,TE,LV,30.5,10,3.1
389,Andre Ellington,390,RB,FA,30.1,14,2.2
390,A.J. Derby,391,TE,FA,30.0,6,5.0
391,,392,,,29.5,6,4.9
392,Brent Celek,393,TE,FA,29.5,10,3.0
393,Ed Dickson,394,TE,FA,29.4,13,2.3
394,Ronnie Hillman,395,RB,FA,29.4,8,3.7
395,Kerwynn Williams,396,RB,FA,29.3,5,5.9
396,Roger Lewis,397,WR,FA,28.7,9,3.2
397,Cameron Artis-Payne,398,RB,FA,28.5,3,9.5
398,Paxton Lynch,399,QB,FA,28.4,3,9.5
399,Kapri Bibbs,400,RB,FA,28.4,9,3.2
400,Jacoby Brissett,401,QB,IND,28.3,3,9.4
401,Anthony Fasano,402,TE,FA,28.3,10,2.8
402,Walter Powell,403,WR,FA,28.2,7,4.0
403,Larry Donnell,404,TE,FA,28.2,6,4.7
404,Freddie Martino,404,WR,FA,28.2,7,4.0
405,Nick Foles,406,QB,CHI,28.0,2,14.0
406,Danny Woodhead,407,RB,FA,27.1,2,13.6
407,Jaelen Strong,407,WR,FA,27.1,6,4.5
408,Ameer Abdullah,409,RB,MIN,26.8,2,13.4
409,Orleans Darkwa,410,RB,FA,26.3,6,4.4
410,Chris Harper,410,WR,FA,26.3,8,3.3
411,Stephen Anderson,412,TE,LAC,26.3,9,2.9
412,Cecil Shorts,413,WR,FA,26.2,7,3.7
413,Tyler Higbee,414,TE,LAR,25.5,11,2.3
414,Brandon Tate,415,WR,FA,24.5,15,1.6
415,Jarius Wright,416,WR,FA,23.7,4,5.9
416,Reggie Bush,417,RB,FA,23.7,10,2.4
417,John Phillips,418,TE,FA,23.2,8,2.9
418,Ka'Deem Carey,419,RB,FA,23.1,11,2.1
419,Jeff Heuerman,419,TE,FA,23.1,6,3.9
420,Neal Sterling,421,TE,FA,23.0,6,3.8
421,James Wright,421,WR,FA,23.0,12,1.9
422,Pharoh Cooper,423,WR,CAR,22.6,9,2.5
423,Arrelious Benn,423,WR,FA,22.6,12,1.9
424,Nick O'Leary,425,TE,LV,22.4,12,1.9
425,Paul Turner,426,WR,FA,21.6,3,7.2
426,Crockett Gillmore,427,TE,FA,21.1,5,4.2
427,Brandon Myers,428,TE,FA,20.9,9,2.3
428,Rhett Ellison,429,TE,FA,20.8,9,2.3
429,Brittan Golden,430,WR,FA,20.2,11,1.8
430,Jordan Cameron,431,TE,FA,20.0,3,6.7
431,Denard Robinson,432,RB,FA,19.6,9,2.2
432,,433,,,19.3,4,4.8
433,Tyler Kroft,434,TE,BUF,19.2,9,2.1
434,Dominique Jones,435,TE,FA,19.1,5,3.8
435,Greg Salas,436,WR,FA,18.9,2,9.5
436,C.J. Spiller,437,RB,FA,18.8,6,3.1
437,Andy Janovich,438,RB,CLE,18.7,9,2.1
438,Patrick DiMarco,439,RB,FA,18.2,9,2.0
439,Tom Savage,440,QB,FA,17.6,3,5.9
440,Terron Ward,441,RB,FA,17.2,5,3.4
441,Markus Wheaton,442,WR,FA,17.1,3,5.7
442,David Johnson,443,TE,FA,17.0,11,1.6
443,Keith Mumphery,444,WR,FA,16.9,7,2.4
444,Akeem Hunt,445,RB,FA,16.8,8,2.1
445,Kevin Hogan,446,QB,CIN,16.7,3,5.6
446,Ryan Grant,447,WR,FA,16.6,12,1.4
447,Derek Anderson,448,QB,FA,16.5,4,4.1
448,Antone Smith,449,RB,FA,16.4,3,5.5
449,Demarcus Ayers,450,WR,FA,16.1,2,8.1
450,Alan Cross,451,TE,FA,15.8,11,1.4
451,Tommylee Lewis,452,WR,NO,15.7,12,1.3
452,Matt Cassel,453,QB,FA,15.7,4,3.9
453,Cody Latimer,454,WR,FA,15.6,10,1.6
454,Chris Johnson,455,RB,FA,15.5,4,3.9
455,Mack Brown,456,RB,FA,15.0,2,7.5
456,Maurice Harris,457,WR,FA,14.6,7,2.1
457,Mike Davis,458,RB,CAR,14.5,7,2.1
458,TJ Jones,459,WR,FA,14.3,3,4.8
459,Brandon Bostick,460,TE,FA,14.3,9,1.6
460,Marcel Reece,461,RB,FA,14.2,4,3.6
461,Lucky Whitehead,462,WR,FA,14.0,15,0.9
462,Aaron Burbridge,463,WR,FA,13.8,15,0.9
463,Rashard Higgins,464,WR,CLE,13.7,10,1.4
464,Jeremy Ross,465,WR,FA,13.7,5,2.7
465,Chris Moore,466,WR,BAL,13.5,14,1.0
466,De'Anthony Thomas,467,WR,FA,13.4,10,1.3
467,Darren McFadden,467,RB,FA,13.4,3,4.5
468,Jamaal Charles,469,RB,FA,13.4,3,4.5
469,Josh Perkins,470,TE,PHI,13.2,5,2.6
470,Alex Erickson,471,WR,CIN,13.1,16,0.8
471,Gavin Escobar,472,TE,FA,13.0,6,2.2
472,Jerome Felton,472,RB,FA,13.0,12,1.1
473,Geoff Swaim,474,TE,TEN,12.9,6,2.2
474,Derek Watt,475,RB,PIT,12.7,8,1.6
475,Blake Bell,476,TE,DAL,12.5,8,1.6
476,Jonathan Williams,477,RB,WAS,12.4,8,1.6
477,Keenan Allen,478,WR,LAC,12.3,1,12.3
478,Fitzgerald Toussaint,479,RB,FA,12.1,12,1.0
479,Leonte Carroo,480,WR,FA,11.9,5,2.4
480,Bryce Treggs,481,WR,FA,11.7,6,2.0
481,Wendall Williams,482,WR,FA,11.5,2,5.8
482,Nick Williams,483,WR,FA,10.9,2,5.5
483,,484,,,10.8,6,1.8
484,Nick Boyle,485,TE,BAL,10.4,4,2.6
485,Byron Marshall,486,RB,FA,10.4,2,5.2
