,Name,Overall Rank,Position,Team,Points,Games Played,Average Points
486,Knile Davis,487,RB,FA,10.3,9,1.1
487,Terrell Watson,487,RB,FA,10.3,1,10.3
488,Matt Lengel,489,TE,FA,10.2,2,5.1
489,Phillip Supernaw,490,TE,FA,10.2,7,1.5
490,Shaun Hill,491,QB,FA,10.1,3,3.4
491,Malcolm Brown,492,RB,LAR,9.5,10,1.0
492,Drew Stanton,493,QB,TB,9.4,5,1.9
493,George Atkinson,494,RB,FA,9.4,9,1.0
494,Trevor Davis,494,WR,WAS,9.4,8,1.2
495,,494,,,9.4,1,9.4
496,Adrian Peterson,497,RB,DET,9.0,3,3.0
497,Mike Glennon,497,QB,JAC,9.0,1,9.0
498,Lee Smith,499,TE,BUF,8.9,3,3.0
499,Jace Amaro,499,TE,FA,8.9,1,8.9
500,Scott Tolzien,499,QB,FA,8.9,2,4.5
501,Andre Williams,502,RB,FA,8.7,1,8.7
502,Connor Hamlett,502,TE,FA,8.7,1,8.7
503,Josh Doctson,504,WR,NYJ,8.6,2,4.3
504,Juwan Thompson,504,RB,FA,8.6,5,1.7
505,Ben Braunecker,506,TE,FA,8.1,5,1.6
506,Mike James,506,RB,FA,8.1,3,2.7
507,Trevone Boykin,508,QB,FA,7.9,4,2.0
508,Geno Smith,508,QB,SEA,7.9,2,4.0
509,Javorius Allen,510,RB,FA,7.9,4,2.0
510,Johnny Holton,511,WR,NYG,7.7,11,0.7
511,Malcolm Johnson,512,RB,FA,7.6,5,1.5
512,Taiwan Jones,513,RB,BUF,7.5,10,0.8
513,Justin Perillo,513,TE,FA,7.5,4,1.9
514,EJ Manuel,515,QB,FA,7.4,5,1.5
515,Luke Stocker,516,TE,ATL,7.3,6,1.2
516,Quan Bray,517,WR,FA,7.3,6,1.2
517,Michael Campanaro,518,WR,FA,7.2,3,2.4
518,D.J. Tialavea,519,TE,FA,7.1,1,7.1
519,Ifeanyi Momah,520,TE,FA,7.0,5,1.4
520,Tavarres King,520,WR,FA,7.0,3,2.3
521,Bradley Marquez,522,WR,FA,6.9,9,0.8
522,Dan Vitale,523,RB,NE,6.7,5,1.3
523,Brandon Wilds,524,RB,FA,6.7,3,2.2
524,Dwayne Harris,525,WR,CHI,6.3,16,0.4
525,Daniel Lasco,526,RB,FA,6.3,5,1.3
526,Nick Vannett,527,TE,DEN,6.2,3,2.1
527,Rashad Greene,528,WR,FA,6.2,8,0.8
528,Patrick Murray,529,K,FA,6.0,2,3.0
529,Connor Cook,529,QB,FA,6.0,1,6.0
530,Jordan Todman,531,RB,FA,5.9,13,0.5
531,Troymaine Pope,531,RB,LAC,5.9,4,1.5
532,Brandon Williams,533,TE,FA,5.6,5,1.1
533,Tony Romo,534,QB,FA,5.2,1,5.2
534,Anthony Sherman,535,RB,KC,5.1,8,0.6
535,Clay Harbor,536,TE,FA,4.9,4,1.2
536,James Develin,537,RB,FA,4.8,9,0.5
537,Niles Paul,538,TE,FA,4.7,4,1.2
538,Mike Thomas,538,WR,CIN,4.7,8,0.6
539,Sean McGrath,540,TE,FA,4.5,6,0.8
540,Logan Paulsen,540,TE,FA,4.5,7,0.6
541,Ross Travis,540,TE,NYJ,4.5,4,1.1
542,,543,,,4.2,4,1.1
543,Alex Ellis,544,TE,FA,4.1,4,1.0
544,Lorenzo Taliaferro,545,RB,FA,4.0,1,4.0
545,Brandon Bolden,546,RB,NE,3.9,6,0.7
546,J.D. McKissic,547,RB,WAS,3.8,1,3.8
547,Isaiah Pead,547,RB,FA,3.8,2,1.9
548,,547,,,3.8,3,1.3
549,Brenton Bersin,550,WR,FA,3.7,2,1.9
550,,550,,,3.7,1,3.7
551,D.J. Foster,552,RB,ARI,3.6,3,1.2
552,Shane Wynn,553,WR,FA,3.4,2,1.7
553,DeAndre Smelter,554,WR,FA,3.3,1,3.3
554,Ryan Hewitt,554,RB,FA,3.3,4,0.8
555,,554,,,3.3,2,1.7
556,MyCole Pruitt,554,TE,TEN,3.3,2,1.7
557,,558,,,3.2,3,1.1
558,Jeremy Butler,559,WR,FA,3.1,2,1.6
559,Devin Street,560,WR,FA,3.0,2,1.5
560,Derek Carrier,560,TE,LV,3.0,3,1.0
561,Devin Smith,560,WR,NE,3.0,2,1.5
562,Jalston Fowler,563,RB,FA,2.7,5,0.5
563,Damiere Byrd,564,WR,NE,2.6,1,2.6
564,Jay Prosch,565,RB,FA,2.5,7,0.4
565,Laquon Treadwell,565,WR,ATL,2.5,4,0.6
566,Roosevelt Nix,565,RB,FA,2.5,6,0.4
567,Randall Telfer,568,TE,FA,2.4,5,0.5
568,,568,,,2.4,1,2.4
569,,570,,,2.3,1,2.3
570,Paul Lasike,571,RB,FA,2.1,5,0.4
571,Chris Manhertz,572,TE,CAR,2.0,1,2.0
572,,573,,,1.9,1,1.9
573,James O'Shaughnessy,573,TE,JAC,1.9,10,0.2
574,Jared Abbrederis,575,WR,FA,1.8,2,0.9
575,,575,,,1.8,1,1.8
576,Rashad Ross,575,WR,FA,1.8,2,0.9
577,Matt McGloin,578,QB,FA,1.7,3,0.6
578,Cardale Jones,579,QB,FA,1.7,1,1.7
579,Paul McRoberts,580,WR,FA,1.6,1,1.6
580,Antonio Andrews,581,RB,FA,1.5,8,0.2
581,Cedric Peerman,581,RB,FA,1.5,4,0.4
582,Marc Mariani,581,WR,FA,1.5,16,0.1
583,Zach Line,581,RB,FA,1.5,7,0.2
584,Chase Reynolds,585,RB,FA,1.4,9,0.2
585,Joique Bell,585,RB,FA,1.4,3,0.5
586,David Morgan,585,TE,FA,1.4,2,0.7
587,Rod Smith,585,RB,NYG,1.4,3,0.5
588,Jordan Payton,589,WR,FA,1.3,2,0.7
589,Marcus Murphy,589,RB,FA,1.3,2,0.7
590,Joe Webb III,589,QB,NYG,1.3,9,0.1
591,Stepfan Taylor,592,RB,FA,1.2,3,0.4
592,,592,,,1.2,1,1.2
593,,594,,,1.1,1,1.1
594,Keith Smith,594,RB,ATL,1.1,3,0.4
595,Tyler Ervin,596,RB,GB,1.1,12,0.1
596,Troy Niklas,597,TE,FA,1.0,3,0.3
597,David Fales,598,QB,NYJ,0.9,1,0.9
598,Joe Banyard,599,RB,FA,0.7,1,0.7
599,Stevan Ridley,599,RB,FA,0.7,1,0.7
600,Daryl Richardson,599,RB,FA,0.7,2,0.4
601,Chase Daniel,602,QB,DET,0.6,1,0.6
602,Raheem Mostert,602,RB,SF,0.6,1,0.6
603,,604,,,0.5,2,0.3
604,Matt Schaub,605,QB,ATL,0.4,3,0.1
605,,606,,,0.2,4,0.1
606,Khiry Robinson,606,RB,FA,0.2,1,0.2
607,,608,,,0.0,1,0.0
608,Demarcus Robinson,608,WR,KC,0.0,4,0.0
609,Kasen Williams,608,WR,FA,0.0,1,0.0
610,Isaac Fruechte,608,WR,FA,0.0,1,0.0
611,Eric Weems,608,WR,FA,0.0,16,0.0
612,Temarrick Hemingway,608,TE,WAS,0.0,1,0.0
613,Braedon Bowman,608,TE,FA,0.0,2,0.0
614,Hakeem Valles,608,TE,FA,0.0,5,0.0
615,,608,,,0.0,2,0.0
616,,608,,,0.0,1,0.0
617,Jake Lampman,608,WR,NO,0.0,4,0.0
618,Vince Mayle,608,WR,FA,0.0,2,0.0
619,Mario Alford,608,WR,FA,0.0,3,0.0
620,Dezmin Lewis,608,WR,FA,0.0,1,0.0
621,Michael Burton,608,RB,NO,0.0,1,0.0
622,Kellen Davis,608,TE,FA,0.0,3,0.0
623,Joe Kerridge,608,RB,FA,0.0,2,0.0
624,Daniel Braverman,608,WR,FA,0.0,2,0.0
625,,608,,,0.0,1,0.0
626,Isaiah Burse,608,WR,FA,0.0,8,0.0
627,Geremy Davis,608,WR,FA,0.0,3,0.0
628,Maxx Williams,608,TE,ARI,0.0,1,0.0
629,Kellen Clemens,630,QB,FA,-0.1,1,-0.1
630,Chad Henne,631,QB,KC,-0.2,1,-0.2
631,Brandon Burks,632,RB,FA,-0.4,1,-0.4
632,Mark Sanchez,633,QB,FA,-0.5,2,-0.3
633,Sean Mannion,634,QB,MIN,-1.3,1,-1.3
634,Brett Hundley,635,QB,ARI,-1.5,4,-0.4
635,Ryan Mallett,635,QB,FA,-1.5,4,-0.4
636,Matthew Slater,635,WR,NE,-1.5,7,-0.2
637,Jakeem Grant,638,WR,MIA,-1.9,14,-0.1
638,Keshawn Martin,639,WR,FA,-2.0,1,-2.0
639,Kalif Raymond,639,WR,TEN,-2.0,4,-0.5
640,Devin Hester,639,WR,FA,-2.0,12,-0.2
