,Name,Overall Rank,Position,Team,Points,Games Played,Average Points
214,Anthony Fasano,214,TE,FA,106.2,16,6.6
215,,216,,,106.0,15,7.1
216,,217,,,104.8,16,6.6
217,Michael Floyd,218,WR,FA,102.6,15,6.8
218,Robbie Gould,219,K,SF,102.0,12,8.5
219,,219,,,102.0,16,6.4
220,Alex Smith,221,QB,FA,100.7,9,11.2
221,,222,,,100.5,15,6.7
222,Vernon Davis,223,TE,FA,100.1,14,7.2
223,Mark Ingram II,224,RB,HOU,99.1,16,6.2
224,Dan Carpenter,225,K,FA,99.0,14,7.1
225,,226,,,98.9,13,7.6
226,Bilal Powell,227,RB,FA,98.7,14,7.1
227,,228,,,98.4,15,6.6
228,Nick Folk,229,K,NE,98.0,16,6.1
229,,230,,,96.9,10,9.7
230,,231,,,96.9,16,6.1
231,,232,,,96.6,8,12.1
232,Mike Nugent,233,K,ARI,96.0,13,7.4
233,Kai Forbath,234,K,LAR,95.0,11,8.6
234,Blaine Gabbert,235,QB,TB,94.1,10,9.4
235,,236,,,93.6,16,5.9
236,,237,,,93.0,16,5.8
237,Nick Novak,238,K,FA,92.0,13,7.1
238,,239,,,90.4,14,6.5
239,Nick Foles,240,QB,CHI,86.3,7,12.3
240,Daryl Richardson,241,RB,FA,85.8,16,5.4
241,,242,,,85.6,16,5.4
242,,243,,,85.1,6,14.2
243,,244,,,84.8,10,8.5
244,,245,,,84.3,15,5.6
245,Harry Douglas,246,WR,FA,84.0,15,5.6
246,Doug Baldwin,247,WR,FA,83.6,14,6.0
247,,248,,,83.1,12,6.9
248,Jeff Cumberland,249,TE,FA,82.9,15,5.5
249,,250,,,82.7,12,6.9
250,,251,,,82.6,14,5.9
251,,252,,,80.9,16,5.1
252,,253,,,80.5,13,6.2
253,,254,,,80.1,14,5.7
254,,255,,,79.5,14,5.7
255,Jonathan Stewart,256,RB,FA,78.3,9,8.7
256,Matt Cassel,257,QB,FA,78.2,9,8.7
257,,258,,,77.2,16,4.8
258,,259,,,76.9,11,7.0
259,,259,,,76.9,12,6.4
260,,261,,,76.2,8,9.5
261,,262,,,76.0,6,12.7
262,,263,,,75.5,14,5.4
263,Alshon Jeffery,264,WR,PHI,75.2,9,8.4
264,Shaun Draughn,265,RB,FA,73.1,16,4.6
265,Jacksonville Jaguars,266,DST,JAC,73.0,16,4.6
266,Robert Turbin,267,RB,FA,72.5,16,4.5
267,Rashad Jennings,268,RB,FA,72.3,10,7.2
268,Garrett Graham,268,TE,FA,72.3,15,4.8
269,,270,,,71.7,8,9.0
270,,271,,,71.2,16,4.5
271,,272,,,70.9,16,4.4
272,Shane Vereen,273,RB,FA,70.0,13,5.4
273,Detroit Lions,274,DST,DET,70.0,16,4.4
274,Las Vegas Raiders,274,DST,LV,70.0,16,4.4
275,,276,,,69.8,6,11.6
276,,277,,,69.7,15,4.7
277,,278,,,68.0,10,6.8
278,,279,,,66.9,15,4.5
279,Rueben Randle,280,WR,FA,66.8,16,4.2
280,Jarius Wright,281,WR,FA,66.1,7,9.4
281,Coby Fleener,282,TE,FA,66.1,12,5.5
282,,283,,,66.0,14,4.7
283,,284,,,65.8,11,6.0
284,,285,,,65.1,16,4.1
285,Julian Edelman,286,WR,NE,65.0,9,7.2
286,,286,,,65.0,10,6.5
287,Louis Murphy,288,WR,FA,64.9,16,4.1
288,Travis Benjamin,289,WR,SF,64.4,14,4.6
289,,290,,,64.2,11,5.8
290,Mohamed Sanu,291,WR,DET,63.8,8,8.0
291,,292,,,63.6,12,5.3
292,Delanie Walker,293,TE,FA,63.2,14,4.5
293,Philadelphia Eagles,294,DST,PHI,63.0,16,3.9
294,,295,,,62.4,13,4.8
295,Kansas City Chiefs,296,DST,KC,62.0,16,3.9
296,Logan Paulsen,297,TE,FA,61.8,16,3.9
297,,298,,,61.6,16,3.9
298,,299,,,60.9,15,4.1
299,,300,,,58.5,15,3.9
300,,301,,,56.8,15,3.8
301,,302,,,56.6,7,8.1
302,,303,,,56.5,15,3.8
303,,304,,,55.7,10,5.6
304,,305,,,54.8,8,6.9
305,Eddie Royal,306,WR,FA,54.6,10,5.5
306,,307,,,54.5,5,10.9
307,,308,,,54.4,16,3.4
308,Aldrick Robinson,309,WR,FA,54.1,15,3.6
309,Clay Harbor,310,TE,FA,53.8,14,3.8
310,,310,,,53.8,11,4.9
311,,310,,,53.8,12,4.5
312,Ronnie Hillman,313,RB,FA,52.9,14,3.8
313,,314,,,51.4,12,4.3
314,,315,,,51.4,7,7.3
315,,316,,,51.2,4,12.8
316,Charles Clay,316,TE,FA,51.2,14,3.7
317,Justin Forsett,318,RB,FA,50.3,16,3.1
318,Cedric Peerman,319,RB,FA,49.3,14,3.5
319,,320,,,49.1,13,3.8
320,,321,,,49.0,14,3.5
321,Marvin Jones Jr.,322,WR,DET,48.8,11,4.4
322,Jordan Cameron,323,TE,FA,48.6,14,3.5
323,Devin Hester,324,WR,FA,48.5,14,3.5
324,,325,,,48.2,13,3.7
325,Graham Gano,326,K,NYG,48.0,6,8.0
326,Kellen Davis,327,TE,FA,47.9,15,3.2
327,,328,,,47.2,7,6.7
328,Dwayne Harris,328,WR,CHI,47.2,16,3.0
329,,330,,,46.7,16,2.9
330,,331,,,46.3,14,3.3
331,,332,,,46.2,9,5.1
332,,333,,,46.1,15,3.1
333,,334,,,45.9,14,3.3
334,,335,,,45.5,11,4.1
335,Josh Brown,336,K,FA,45.0,4,11.3
336,,337,,,44.5,16,2.8
337,,338,,,44.2,10,4.4
338,,339,,,43.9,13,3.4
339,,340,,,43.7,15,2.9
340,,341,,,43.6,15,2.9
341,Ed Dickson,342,TE,FA,43.5,13,3.4
342,,343,,,43.3,13,3.3
343,,344,,,43.0,10,4.3
344,,345,,,42.5,16,2.7
345,Brandon Bolden,345,RB,NE,42.5,10,4.3
346,,347,,,42.4,9,4.7
347,John Kuhn,348,RB,FA,42.1,14,3.0
348,,349,,,41.8,14,3.0
349,Lamar Miller,350,RB,WAS,41.5,13,3.2
350,,351,,,40.5,16,2.5
351,,352,,,40.2,16,2.5
352,,353,,,39.6,11,3.6
353,,354,,,39.1,12,3.3
354,,355,,,38.9,15,2.6
355,Brian Quick,356,WR,FA,38.6,14,2.8
356,James Starks,357,RB,FA,38.6,6,6.4
357,Luke Stocker,358,TE,ATL,38.5,16,2.4
358,,359,,,38.2,16,2.4
359,Brandon Tate,360,WR,FA,38.1,16,2.4
360,,361,,,38.0,16,2.4
361,,362,,,37.5,13,2.9
362,,363,,,37.4,6,6.2
363,Chris Ivory,364,RB,FA,37.2,6,6.2
364,,365,,,36.9,16,2.3
365,,366,,,36.7,12,3.1
366,,367,,,36.0,5,7.2
367,,367,,,36.0,12,3.0
368,,369,,,35.5,13,2.7
369,Will Johnson,370,RB,FA,35.4,16,2.2
370,,371,,,35.0,5,7.0
371,,372,,,33.9,9,3.8
372,,373,,,33.6,15,2.2
373,Kirk Cousins,374,QB,MIN,32.8,3,10.9
374,,375,,,32.5,10,3.3
375,DuJuan Harris,376,RB,FA,31.4,4,7.9
376,,377,,,31.2,10,3.1
377,,378,,,31.0,15,2.1
378,,379,,,30.5,10,3.1
379,,380,,,30.2,11,2.8
380,Keshawn Martin,381,WR,FA,29.8,16,1.9
381,,382,,,29.2,15,2.0
382,Niles Paul,383,TE,FA,29.1,16,1.8
383,,384,,,29.1,16,1.8
384,,385,,,28.3,15,1.9
385,LeGarrette Blount,386,RB,FA,28.3,13,2.2
386,Cole Beasley,387,WR,BUF,27.8,10,2.8
387,,388,,,27.7,13,2.1
388,,389,,,27.6,5,5.5
389,,390,,,27.3,11,2.5
390,,391,,,27.1,9,3.0
391,,391,,,27.1,14,1.9
392,Jordan Norwood,393,WR,FA,26.8,2,13.4
393,,394,,,26.5,4,6.6
394,Terrelle Pryor,394,WR,FA,26.5,3,8.8
395,,396,,,26.3,16,1.6
396,Rishard Matthews,397,WR,FA,26.1,8,3.3
397,,398,,,25.3,14,1.8
398,,399,,,24.5,16,1.5
399,,400,,,24.5,14,1.8
400,,401,,,24.3,4,6.1
401,,402,,,24.0,3,8.0
402,,402,,,24.0,16,1.5
403,,404,,,23.8,5,4.8
404,,405,,,22.8,10,2.3
405,,406,,,22.6,15,1.5
406,,407,,,22.4,16,1.4
407,,408,,,22.1,6,3.7
408,Bruce Miller,408,TE,JAC,22.1,14,1.6
409,,410,,,22.0,14,1.6
410,,411,,,21.8,3,7.3
411,,412,,,20.8,13,1.6
412,Gary Barnidge,413,TE,FA,19.8,16,1.2
413,,414,,,19.7,9,2.2
414,John Phillips,415,TE,FA,19.5,16,1.2
415,,415,,,19.5,15,1.3
416,,417,,,19.4,16,1.2
417,,418,,,19.3,16,1.2
418,,419,,,19.2,14,1.4
419,,420,,,19.0,15,1.3
420,,421,,,18.7,15,1.3
421,,422,,,18.6,6,3.1
422,Tyrod Taylor,423,QB,LAC,18.5,6,3.1
423,,424,,,18.4,4,4.6
424,,425,,,18.2,12,1.5
425,,426,,,18.1,16,1.1
426,,427,,,18.0,2,9.0
427,,427,,,18.0,12,1.5
428,,429,,,17.9,10,1.8
429,,430,,,17.7,12,1.5
430,,431,,,17.4,3,5.8
431,Dion Lewis,432,RB,NYG,17.3,9,1.9
432,Lee Smith,432,TE,BUF,17.3,16,1.1
433,,434,,,17.1,15,1.1
434,Lance Dunbar,435,RB,FA,16.8,12,1.4
435,James Hanna,436,TE,FA,16.6,16,1.0
436,,437,,,16.2,16,1.0
437,,438,,,16.0,15,1.1
438,Michael Hoomanawanui,439,TE,FA,15.9,14,1.1
439,,439,,,15.9,16,1.0
440,,441,,,15.5,2,7.8
441,,442,,,15.3,16,1.0
442,,443,,,15.1,16,0.9
443,,444,,,15.0,2,7.5
444,,445,,,14.8,15,1.0
445,Shaun Hill,445,QB,FA,14.8,1,14.8
446,,447,,,14.5,6,2.4
447,,447,,,14.5,12,1.2
448,,449,,,14.4,10,1.4
449,,450,,,14.4,6,2.4
450,,451,,,14.4,11,1.3
451,,452,,,14.2,14,1.0
452,,452,,,14.2,13,1.1
453,,454,,,14.1,16,0.9
454,,455,,,14.0,15,0.9
455,,456,,,13.9,8,1.7
456,Brian Hoyer,457,QB,NE,13.8,2,6.9
457,Rhett Ellison,458,TE,FA,13.5,16,0.8
458,,459,,,13.5,15,0.9
459,,460,,,13.3,1,13.3
460,,461,,,13.2,3,4.4
461,,462,,,13.1,12,1.1
462,,463,,,12.9,7,1.8
463,,464,,,12.7,13,1.0
464,,465,,,12.5,13,1.0
465,,466,,,12.3,14,0.9
466,,466,,,12.3,6,2.1
467,,468,,,12.3,9,1.4
468,,469,,,12.1,16,0.8
469,,470,,,11.9,5,2.4
470,,471,,,11.8,16,0.7
471,,472,,,11.7,3,3.9
472,,473,,,11.6,2,5.8
473,,473,,,11.6,5,2.3
474,,475,,,11.5,16,0.7
475,Virgil Green,476,TE,LAC,11.3,12,0.9
476,,477,,,11.3,6,1.9
477,,478,,,11.3,12,0.9
478,,479,,,11.2,7,1.6
479,,480,,,10.9,8,1.4
480,,481,,,10.9,4,2.7
481,,482,,,10.8,11,1.0
482,,483,,,10.8,3,3.6
483,,484,,,10.6,16,0.7
484,,485,,,10.5,1,10.5
485,,486,,,9.6,14,0.7
486,,487,,,9.6,1,9.6
487,Ladarius Green,487,TE,FA,9.6,3,3.2
488,,489,,,9.5,16,0.6
489,,490,,,9.5,3,3.2
490,,491,,,9.4,2,4.7
491,,492,,,9.2,4,2.3
492,Garrett Celek,493,TE,FA,9.1,11,0.8
493,Matt Moore,494,QB,KC,8.9,2,4.5
494,,494,,,8.9,13,0.7
495,,494,,,8.9,7,1.3
496,Colt McCoy,497,QB,NYG,8.7,3,2.9
497,,498,,,8.4,5,1.7
498,,499,,,8.2,10,0.8
499,,500,,,8.2,4,2.1
500,Arrelious Benn,500,WR,FA,8.2,8,1.0
501,,502,,,8.1,10,0.8
502,Deonte Thompson,502,WR,FA,8.1,6,1.4
503,,502,,,8.1,14,0.6
504,Isaiah Pead,505,RB,FA,8.0,15,0.5
505,,505,,,8.0,14,0.6
506,Travaris Cadet,507,RB,FA,7.9,13,0.6
507,,508,,,7.7,10,0.8
508,,509,,,7.5,3,2.5
509,,510,,,7.1,4,1.8
510,,511,,,7.1,14,0.5
511,,512,,,6.5,16,0.4
512,Jerome Felton,512,RB,FA,6.5,16,0.4
513,Jermaine Kearse,514,WR,FA,6.1,7,0.9
514,,514,,,6.1,11,0.6
515,,516,,,5.8,9,0.6
516,Anthony Sherman,516,RB,KC,5.8,13,0.5
517,,518,,,5.6,2,2.8
518,,519,,,5.2,8,0.7
519,Taiwan Jones,519,RB,BUF,5.2,14,0.4
520,,521,,,5.1,1,5.1
521,,522,,,5.0,15,0.3
522,,523,,,4.8,8,0.6
523,,524,,,4.7,11,0.4
524,Eric Weems,525,WR,FA,4.7,15,0.3
525,,526,,,4.6,3,1.5
526,,527,,,4.3,6,0.7
527,,528,,,4.2,6,0.7
528,,529,,,4.2,8,0.5
529,,530,,,4.1,10,0.4
530,,531,,,3.5,8,0.4
531,,531,,,3.5,11,0.3
532,,531,,,3.5,2,1.8
533,Jim Dray,531,TE,FA,3.5,12,0.3
534,,535,,,3.4,7,0.5
535,,536,,,3.4,5,0.7
536,T.J. Yates,537,QB,FA,3.4,4,0.9
537,Jonathan Grimes,538,RB,FA,3.3,9,0.4
538,,539,,,3.2,12,0.3
539,Cory Harkey,540,TE,FA,3.1,5,0.6
540,Andre Holmes,541,WR,FA,3.1,7,0.4
541,,542,,,2.6,4,0.7
542,,542,,,2.6,2,1.3
543,,544,,,2.6,16,0.2
544,,545,,,2.4,3,0.8
545,Bruce Gradkowski,545,QB,FA,2.4,3,0.8
546,,547,,,2.3,2,1.2
547,Derek Anderson,547,QB,FA,2.3,2,1.2
548,Chase Daniel,547,QB,DET,2.3,16,0.1
549,,550,,,2.2,3,0.7
550,,550,,,2.2,5,0.4
551,,550,,,2.2,1,2.2
552,,553,,,2.1,5,0.4
553,,553,,,2.1,16,0.1
554,,553,,,2.1,14,0.2
555,Matt Asiata,553,RB,FA,2.1,16,0.1
556,Dan Orlovsky,557,QB,FA,2.0,1,2.0
557,,558,,,1.9,13,0.2
558,,558,,,1.9,16,0.1
559,,558,,,1.9,2,1.0
560,,561,,,1.8,3,0.6
561,Dominique Jones,561,TE,FA,1.8,4,0.5
562,Jordan Todman,561,RB,FA,1.8,1,1.8
563,,561,,,1.8,5,0.4
564,,561,,,1.8,6,0.3
565,,561,,,1.8,8,0.2
566,,567,,,1.7,15,0.1
567,,568,,,1.7,9,0.2
568,,568,,,1.7,4,0.4
569,,570,,,1.6,15,0.1
570,,570,,,1.6,1,1.6
571,,570,,,1.6,3,0.5
572,,573,,,1.5,5,0.3
573,,574,,,1.4,1,1.4
574,,575,,,1.3,16,0.1
575,,575,,,1.3,2,0.7
576,,577,,,1.1,4,0.3
577,,578,,,0.9,4,0.2
578,,578,,,0.9,4,0.2
579,,580,,,0.7,3,0.2
580,,580,,,0.7,2,0.4
581,,580,,,0.7,2,0.4
582,,580,,,0.7,2,0.4
583,,584,,,0.6,1,0.6
584,,584,,,0.6,5,0.1
585,,586,,,0.5,3,0.2
586,,586,,,0.5,2,0.3
587,,588,,,0.1,13,0.0
588,Kellen Clemens,588,QB,FA,0.1,2,0.1
589,,590,,,0.0,3,0.0
590,,590,,,0.0,8,0.0
591,,590,,,0.0,3,0.0
592,,590,,,0.0,11,0.0
593,,590,,,0.0,13,0.0
594,,590,,,0.0,1,0.0
595,,590,,,0.0,2,0.0
596,Matthew Slater,590,WR,NE,0.0,16,0.0
597,,590,,,0.0,16,0.0
598,Josh Bellamy,590,WR,FA,0.0,3,0.0
599,Kamar Aiken,590,WR,FA,0.0,1,0.0
600,,590,,,0.0,1,0.0
601,,590,,,0.0,1,0.0
602,,590,,,0.0,2,0.0
603,,590,,,0.0,3,0.0
604,,590,,,0.0,1,0.0
605,,590,,,0.0,3,0.0
606,,590,,,0.0,7,0.0
607,,590,,,0.0,1,0.0
608,Marcus Easley,590,WR,FA,0.0,3,0.0
609,,590,,,0.0,14,0.0
610,,590,,,0.0,2,0.0
611,,590,,,0.0,16,0.0
612,,590,,,0.0,4,0.0
613,,590,,,0.0,2,0.0
614,,590,,,0.0,5,0.0
615,,590,,,0.0,4,0.0
616,,590,,,0.0,1,0.0
617,Jeremy Ross,590,WR,FA,0.0,5,0.0
618,,590,,,0.0,10,0.0
619,,590,,,0.0,1,0.0
620,,590,,,0.0,3,0.0
621,,590,,,0.0,6,0.0
622,,590,,,0.0,1,0.0
623,,590,,,0.0,4,0.0
624,,590,,,0.0,2,0.0
625,,590,,,0.0,2,0.0
626,Clark Harris,590,TE,CIN,0.0,16,0.0
627,,590,,,0.0,4,0.0
628,Greg Salas,590,WR,FA,0.0,1,0.0
629,,590,,,0.0,4,0.0
630,,590,,,0.0,6,0.0
631,,590,,,0.0,3,0.0
632,,590,,,0.0,16,0.0
633,,590,,,0.0,12,0.0
634,,590,,,0.0,2,0.0
635,,590,,,0.0,10,0.0
636,,590,,,0.0,6,0.0
637,Antone Smith,590,RB,FA,0.0,13,0.0
638,,590,,,0.0,6,0.0
639,,590,,,0.0,7,0.0
