points,pass_atts,pass_cmps,pass_yds,pass_tds,pass_ints,pass_2pts,rush_atts,rush_yds,rush_tds,rush_2pts,recs,rec_yds,rec_tds,rec_2pts,fumbles_lost,is_QB,is_RB,is_WR,is_TE,prev_points
88.00,0,0,0,0,0,0,0,0,0,0,38,447,2,0,1,0,0,1,0,69.00
88.00,0,0,0,0,0,0,0,0,0,0,38,447,2,0,1,0,0,1,0,69.00
88.00,0,0,0,0,0,0,0,0,0,0,38,447,2,0,1,0,0,1,0,69.00
84.00,0,0,0,0,0,0,0,0,0,0,26,398,4,0,0,0,0,1,0,63.00
84.00,0,0,0,0,0,0,0,0,0,0,26,398,4,0,0,0,0,1,0,63.00
189.00,0,0,0,0,0,0,0,0,0,0,73,998,4,0,1,0,0,1,0,60.00
378.00,2,2,20,1,0,0,4,13,0,0,129,"1,698",13,1,2,0,0,1,0,375.00
288.00,0,0,0,0,0,0,1,1,0,0,104,"1,593",6,0,1,0,0,1,0,368.00
175.00,0,0,0,0,0,0,0,0,0,0,61,721,8,0,1,0,0,1,0,334.00
223.00,0,0,0,0,0,0,0,0,0,0,76,"1,210",6,0,1,0,0,1,0,322.00
289.00,1,0,0,0,0,0,7,35,0,0,91,"1,305",12,0,1,0,0,1,0,312.00
113.00,0,0,0,0,0,0,0,0,0,0,48,548,2,1,0,0,0,1,0,297.00
148.00,0,0,0,0,0,0,0,0,0,0,63,784,2,0,1,0,0,1,0,275.00
203.00,0,0,0,0,0,0,2,2,0,0,69,"1,041",6,0,2,0,0,1,0,266.00
334.00,0,0,0,0,0,0,0,0,0,0,111,"1,619",11,1,0,0,0,1,0,263.00
160.00,0,0,0,0,0,0,1,8,0,0,66,825,3,0,0,0,0,1,0,262.00
178.00,0,0,0,0,0,0,2,-4,0,0,84,758,5,0,4,0,0,1,0,259.00
220.00,0,0,0,0,0,0,0,0,0,0,71,"1,077",8,0,0,0,0,1,0,253.00
194.00,0,0,0,0,0,0,0,0,0,0,74,962,5,0,0,0,0,1,0,247.00
133.00,0,0,0,0,0,0,7,73,1,0,53,550,3,0,0,0,0,1,0,246.00
267.00,0,0,0,0,0,0,0,0,0,0,85,"1,318",10,0,0,0,0,1,0,236.00
194.00,0,0,0,0,0,0,0,0,0,0,67,872,8,0,0,0,0,1,0,225.00
155.00,0,0,0,0,0,0,1,4,0,0,68,698,4,0,0,0,0,1,0,224.00
147.00,0,0,0,0,0,0,0,0,0,0,51,677,6,0,0,0,0,1,0,220.00
293.00,0,0,0,0,0,0,8,44,0,0,101,"1,404",9,1,0,0,0,1,0,218.00
190.00,0,0,0,0,0,0,2,8,0,0,65,982,6,0,1,0,0,1,0,212.00
236.00,0,0,0,0,0,0,0,0,0,0,68,"1,051",12,0,0,0,0,1,0,206.00
236.00,0,0,0,0,0,0,0,0,0,0,68,"1,051",12,0,0,0,0,1,0,206.00
255.00,0,0,0,0,0,0,2,20,0,0,82,"1,345",7,0,1,0,0,1,0,204.00
250.00,0,0,0,0,0,0,5,30,0,0,99,"1,331",4,0,0,0,0,1,0,202.00
142.00,0,0,0,0,0,0,3,-6,0,0,48,696,5,0,0,0,0,1,0,200.00
284.00,0,0,0,0,0,0,11,37,0,0,91,"1,287",12,1,2,0,0,1,0,199.00
65.00,0,0,0,0,0,0,0,0,0,0,24,267,3,0,0,0,0,1,0,192.00
63.00,0,0,0,0,0,0,3,11,0,0,18,314,3,0,0,0,0,1,0,187.00
168.00,0,0,0,0,0,0,0,0,0,0,73,666,6,0,1,0,0,1,0,183.00
79.00,0,0,0,0,0,0,36,224,2,0,31,242,0,0,0,0,0,1,0,183.00
153.00,1,0,0,0,0,0,0,0,0,0,68,752,3,0,0,0,0,1,0,180.00
153.00,1,0,0,0,0,0,0,0,0,0,68,752,3,0,0,0,0,1,0,180.00
174.00,0,0,0,0,0,0,0,0,0,0,71,938,3,0,0,0,0,1,0,178.00
174.00,0,0,0,0,0,0,0,0,0,0,71,938,3,0,0,0,0,1,0,178.00
213.00,0,0,0,0,0,0,10,94,0,0,92,972,4,0,0,0,0,1,0,169.00
88.00,0,0,0,0,0,0,4,17,0,0,32,444,3,0,0,0,0,1,0,168.00
159.00,0,0,0,0,0,0,1,2,0,0,47,841,6,0,1,0,0,1,0,167.00
159.00,0,0,0,0,0,0,1,2,0,0,47,841,6,0,1,0,0,1,0,167.00
213.00,1,0,0,0,0,0,1,4,0,0,83,"1,062",5,0,0,0,0,1,0,165.00
126.00,0,0,0,0,0,0,3,12,0,0,26,549,8,0,0,0,0,1,0,163.00
170.00,0,0,0,0,0,0,0,0,0,0,77,783,4,0,2,0,0,1,0,158.00
252.00,0,0,0,0,0,0,6,33,0,0,85,"1,133",10,0,0,0,0,1,0,155.00
140.00,0,0,0,0,0,0,0,0,0,0,37,621,8,0,0,0,0,1,0,148.00
124.00,0,0,0,0,0,0,4,19,0,0,53,644,2,0,0,0,0,1,0,144.00
124.00,0,0,0,0,0,0,4,19,0,0,53,644,2,0,0,0,0,1,0,144.00
92.00,1,1,17,0,0,0,2,15,0,0,38,537,1,0,0,0,0,1,0,142.00
92.00,1,1,17,0,0,0,2,15,0,0,38,537,1,0,0,0,0,1,0,142.00
92.00,1,1,17,0,0,0,2,15,0,0,38,537,1,0,0,0,0,1,0,142.00
111.00,0,0,0,0,0,0,0,0,0,0,40,647,2,0,0,0,0,1,0,131.00
111.00,0,0,0,0,0,0,0,0,0,0,40,647,2,0,0,0,0,1,0,131.00
213.00,0,0,0,0,0,0,0,0,0,0,79,"1,065",6,0,1,0,0,1,0,128.00
213.00,0,0,0,0,0,0,0,0,0,0,79,"1,065",6,0,1,0,0,1,0,128.00
96.00,0,0,0,0,0,0,0,0,0,0,37,420,4,0,2,0,0,1,0,127.00
186.00,0,0,0,0,0,0,0,0,0,0,49,767,11,0,0,0,0,1,0,120.00
134.00,0,0,0,0,0,0,2,14,0,0,48,748,3,0,0,0,0,1,0,117.00
173.00,0,0,0,0,0,0,0,0,0,0,59,902,5,0,1,0,0,1,0,113.00
158.00,0,0,0,0,0,0,0,0,0,0,65,699,5,1,1,0,0,1,0,112.00
91.00,0,0,0,0,0,0,0,0,0,0,35,435,3,0,0,0,0,1,0,109.00
186.00,0,0,0,0,0,0,0,0,0,0,85,936,3,0,3,0,0,1,0,109.00
186.00,0,0,0,0,0,0,0,0,0,0,85,936,3,0,3,0,0,1,0,109.00
186.00,0,0,0,0,0,0,0,0,0,0,85,936,3,0,3,0,0,1,0,109.00
114.00,2,2,32,1,0,0,0,0,0,0,53,557,1,0,1,0,0,1,0,106.00
92.00,0,0,0,0,0,0,0,0,0,0,39,474,2,0,0,0,0,1,0,106.00
