,Name,Overall Rank,Position,Team,Points,Games Played,Average Points
477,Derek Watt,478,RB,PIT,13.2,16,0.8
478,Lee Smith,479,TE,BUF,13.1,16,0.8
479,Riley Ridley,480,WR,CHI,12.9,5,2.6
480,TJ Jones,481,WR,FA,12.8,3,4.3
481,Devontae Booker,482,RB,LV,12.6,16,0.8
482,Spencer Ware,483,RB,CHI,12.3,3,4.1
483,Robert Foster,483,WR,WAS,12.3,13,1.0
484,Trent Sherfield,485,WR,ARI,12.0,16,0.8
485,Mike Davis,486,RB,CAR,11.9,11,1.1
486,Luke Falk,487,QB,FA,11.6,3,3.9
487,KhaDarel Hodge,488,WR,CLE,11.6,16,0.7
488,Zach Line,488,RB,FA,11.6,12,1.0
489,Andre Patton,488,WR,MIA,11.6,12,1.0
490,Javorius Allen,491,RB,FA,11.5,11,1.1
491,Ryan Switzer,492,WR,CLE,10.7,9,1.2
492,,493,,,10.6,4,2.7
493,Clive Walford,494,TE,FA,10.1,8,1.3
494,,494,,,10.1,5,2.0
495,Patrick DiMarco,496,RB,FA,9.8,16,0.6
496,Alex Armah,497,RB,CAR,9.7,16,0.6
497,Cedrick Wilson,498,WR,DAL,9.6,6,1.6
498,Khari Blasingame,499,RB,TEN,9.4,6,1.6
499,Troymaine Pope,499,RB,LAC,9.4,14,0.7
500,Marshawn Lynch,499,RB,FA,9.4,2,4.7
501,Cethan Carter,502,TE,CIN,9.3,15,0.6
502,DeAndrew White,503,WR,BAL,9.1,10,0.9
503,Matt Barkley,504,QB,BUF,9.0,3,3.0
504,Travis Benjamin,504,WR,SF,9.0,5,1.8
505,Chad Beebe,504,WR,MIN,9.0,3,3.0
506,Greg Joseph,504,K,MIN,9.0,3,3.0
507,Chris Lacy,504,WR,DAL,9.0,7,1.3
508,Ventell Bryant,509,WR,CAR,8.5,12,0.7
509,Jonathan Hilliman,510,RB,FA,8.2,3,2.7
510,Lance Kendricks,511,TE,FA,8.0,12,0.7
511,Devine Ozigbo,511,RB,JAC,8.0,10,0.8
512,Drew Sample,511,TE,CIN,8.0,9,0.9
513,Deon Yelder,511,TE,KC,8.0,10,0.8
514,Diontae Spencer,515,WR,DEN,7.7,16,0.5
515,Dwayne Washington,516,RB,NO,7.6,16,0.5
516,Jordan Matthews,517,WR,SF,7.3,3,2.4
517,Ross Travis,518,TE,NYJ,7.1,3,2.4
518,Trevon Wesco,519,TE,NYJ,6.9,16,0.4
519,Elijhaa Penny,520,RB,NYG,6.8,16,0.4
520,Geremy Davis,520,WR,FA,6.8,8,0.9
521,Deontay Burnett,520,WR,PHI,6.8,2,3.4
522,Johnny Mundt,523,TE,LAR,6.6,14,0.5
523,Alexander Hollins,524,WR,CLE,6.6,5,1.3
524,Jason Moore,525,WR,LAC,6.3,10,0.6
525,Devin Funchess,526,WR,GB,6.2,1,6.2
526,Michael Crabtree,527,WR,FA,6.2,3,2.1
527,Brett Hundley,528,QB,ARI,6.1,3,2.0
528,Tyrod Taylor,529,QB,LAC,6.0,8,0.8
529,Johnny Holton,529,WR,NYG,6.0,16,0.4
530,Brandon Wilson,529,S,CIN,6.0,12,0.5
531,Taiwan Jones,532,RB,BUF,5.9,11,0.5
532,Donte Moncrief,533,WR,NE,5.8,8,0.7
533,,534,,,5.8,16,0.4
534,Nick Bawden,535,RB,DET,5.7,10,0.6
535,Steven Mitchell Jr.,535,WR,HOU,5.7,4,1.4
536,Andre Roberts,535,WR,BUF,5.7,13,0.4
537,Russell Shepard,538,WR,FA,5.5,3,1.8
538,Will Grier,539,QB,CAR,5.4,2,2.7
539,Ryan Grant,540,WR,FA,5.4,2,2.7
540,Ishmael Hyman,540,WR,CAR,5.4,2,2.7
541,Colt McCoy,542,QB,NYG,5.3,2,2.7
542,Anthony Sherman,543,RB,KC,5.1,16,0.3
543,C.J. Board,544,WR,NYG,5.1,4,1.3
544,Chris Moore,544,WR,BAL,5.1,14,0.4
545,Marqise Lee,546,WR,NE,4.9,6,0.8
546,Stanley Morgan Jr.,547,WR,CIN,4.8,11,0.4
547,Paul Perkins,548,RB,IND,4.8,4,1.2
548,Cam Sims,549,WR,WAS,4.7,8,0.6
549,,549,,,4.7,5,0.9
550,Pharaoh Brown,551,TE,HOU,4.7,9,0.5
551,Tanner Hudson,552,TE,TB,4.6,9,0.5
552,,553,,,4.5,6,0.8
553,Josh Oliver,553,TE,JAC,4.5,4,1.1
554,T.J. Logan,555,RB,TB,4.3,12,0.4
555,C.J. Anderson,555,RB,FA,4.3,2,2.2
556,Mike Glennon,557,QB,JAC,4.2,3,1.4
557,Eric Saubert,558,TE,JAC,4.1,2,2.1
558,Fred Brown,558,WR,FA,4.1,13,0.3
559,Tyler Ervin,558,RB,GB,4.1,10,0.4
560,Josh Bellamy,561,WR,FA,4.0,7,0.6
561,Codey McElroy,561,TE,TB,4.0,1,4.0
562,Darius Jennings,563,WR,FA,3.7,8,0.5
563,Robert Davis,563,WR,LV,3.7,6,0.6
564,Zach Zenner,563,RB,FA,3.7,6,0.6
565,Ashton Dulin,566,WR,IND,3.7,13,0.3
566,Gunner Olszewski,567,WR,NE,3.4,8,0.4
567,Mike Thomas,568,WR,CIN,3.4,16,0.2
568,Isaac Nauta,569,TE,GB,3.3,6,0.6
569,Cody Hollister,569,WR,TEN,3.3,5,0.7
570,Scott Simonson,571,TE,FA,3.1,6,0.5
571,Keith Smith,572,RB,ATL,3.1,16,0.2
572,Jay Ajayi,573,RB,FA,3.0,4,0.8
573,Levine Toilolo,573,TE,NYG,3.0,13,0.2
574,Dalyn Dawkins,575,RB,DET,2.6,2,1.3
575,Rashard Davis,575,WR,TEN,2.6,1,2.6
576,Roosevelt Nix,577,RB,FA,2.4,3,0.8
577,Jeff Smith,578,WR,NYJ,2.2,1,2.2
578,Sean Culkin,578,TE,KC,2.2,4,0.6
579,Antony Auclair,580,TE,TB,2.1,8,0.3
580,Chris Manhertz,580,TE,CAR,2.1,15,0.1
581,John Ursua,580,WR,SEA,2.1,3,0.7
582,De'Anthony Thomas,580,WR,FA,2.1,14,0.2
583,Ben Koyack,584,TE,FA,1.9,12,0.2
584,Austin Carr,584,WR,NO,1.9,7,0.3
585,,586,,,1.8,2,0.9
586,Jordan Thomas,586,TE,IND,1.8,6,0.3
587,Chris Herndon IV,588,TE,NYJ,1.7,2,0.9
588,Dwayne Harris,588,WR,CHI,1.7,3,0.6
589,Jaleel Scott,590,WR,NYJ,1.6,3,0.5
590,Dalton Schultz,590,TE,DAL,1.6,16,0.1
591,Samaje Perine,590,RB,CIN,1.6,7,0.2
592,Tyrone Swoopes,593,TE,WAS,1.5,6,0.3
593,Charles Jones,593,TE,PIT,1.5,4,0.4
594,Jakob Johnson,593,RB,NE,1.5,4,0.4
595,Krishawn Hogan,596,WR,ARI,1.4,8,0.2
596,Zach Gentry,596,TE,PIT,1.4,4,0.4
597,Darrell Daniels,596,TE,ARI,1.4,11,0.1
598,Senorise Perry,596,RB,TEN,1.4,11,0.1
599,Cyril Grayson Jr.,600,WR,TB,1.3,2,0.7
600,Xavier Grimble,600,TE,BAL,1.3,3,0.4
601,Damien Harris,602,RB,NE,1.2,2,0.6
602,Josh Adams,602,RB,NYJ,1.2,2,0.6
603,Dexter Williams,604,RB,GB,1.1,4,0.3
604,Eric Tomlinson,604,TE,BAL,1.1,8,0.1
605,Buddy Howell,606,RB,HOU,1.0,16,0.1
606,Jordan Scarlett,607,RB,MIA,0.9,9,0.1
607,Josh Ferguson,607,RB,FA,0.9,2,0.5
608,John Kelly,607,RB,CLE,0.9,5,0.2
609,Ryan Nall,610,RB,CHI,0.8,8,0.1
610,Josh McCown,610,QB,FA,0.8,3,0.3
611,Tony Brooks-James,612,RB,ATL,0.7,3,0.2
612,Ryan Griffin,613,QB,TB,0.6,2,0.3
613,De'Lance Turner,613,RB,FA,0.6,9,0.1
614,Sean Mannion,615,QB,MIN,0.5,3,0.2
615,Alfred Morris,616,RB,NYG,0.4,1,0.4
616,James Develin,617,RB,FA,0.3,2,0.2
617,Trace McSorley,618,QB,BAL,0.1,1,0.1
618,Trevor Siemian,618,QB,NO,0.1,1,0.1
619,Jester Weah,620,WR,CHI,0.0,1,0.0
620,,620,,,0.0,1,0.0
621,Stephen Anderson,620,TE,LAC,0.0,1,0.0
622,Jaydon Mickens,620,WR,TB,0.0,1,0.0
623,Spencer Schnell,620,WR,FA,0.0,1,0.0
624,Juwann Winfree,620,WR,GB,0.0,3,0.0
625,Bradley Marquez,620,WR,FA,0.0,1,0.0
626,Justin Hunter,620,WR,FA,0.0,1,0.0
627,Brian Quick,620,WR,FA,0.0,1,0.0
628,David Fales,620,QB,NYJ,0.0,2,0.0
629,Jeremy McNichols,620,RB,TEN,0.0,1,0.0
630,Markus Wheaton,620,WR,FA,0.0,1,0.0
631,Lil'Jordan Humphrey,620,WR,NO,0.0,5,0.0
632,Evan Baylis,620,TE,KC,0.0,5,0.0
633,,620,,,0.0,2,0.0
634,Jace Sternberger,620,TE,GB,0.0,6,0.0
635,Gary Jennings Jr.,620,WR,IND,0.0,1,0.0
636,Nsimba Webster,620,WR,LAR,0.0,5,0.0
637,Josh Doctson,620,WR,NYJ,0.0,1,0.0
638,Brandin Bryant,620,RB,BUF,0.0,4,0.0
639,Taywan Taylor,620,WR,CLE,0.0,4,0.0
640,Davion Davis,620,WR,FA,0.0,2,0.0
641,Ryan Santoso,620,K,NYG,0.0,3,0.0
642,Travis Fulgham,620,WR,PHI,0.0,3,0.0
643,Craig Reynolds,620,RB,JAC,0.0,3,0.0
644,Jalen Guyton,620,WR,LAC,0.0,3,0.0
645,Austin Walter,620,RB,SF,0.0,1,0.0
646,Kendall Blanton,620,TE,LAR,0.0,1,0.0
647,Chad Williams,620,WR,KC,0.0,1,0.0
648,Deante Burton,620,WR,DAL,0.0,3,0.0
649,,620,,,0.0,1,0.0
650,Trayveon Williams,620,RB,CIN,0.0,11,0.0
651,Carson Meier,620,TE,FA,0.0,1,0.0
652,Mason Schreck,620,TE,CIN,0.0,3,0.0
653,,620,,,0.0,1,0.0
654,Chandler Cox,620,RB,FA,0.0,13,0.0
655,Jonathan Stewart,620,RB,FA,0.0,1,0.0
656,Alex Collins,620,RB,SEA,0.0,1,0.0
657,Kenneth Dixon,620,RB,FA,0.0,1,0.0
658,Lamar Miller,620,RB,WAS,0.0,1,0.0
659,Jamaal Charles,620,RB,FA,0.0,1,0.0
660,Travaris Cadet,620,RB,FA,0.0,1,0.0
661,Trenton Cannon,620,RB,CAR,0.0,4,0.0
662,,620,,,0.0,1,0.0
663,Joe Williams,620,RB,FA,0.0,1,0.0
664,Christine Michael,620,RB,FA,0.0,1,0.0
665,Mike Gillislee,620,RB,FA,0.0,1,0.0
666,Donnie Ernsberger,620,RB,FA,0.0,1,0.0
667,Jordan Chunn,620,RB,NYG,0.0,1,0.0
668,,620,,,0.0,1,0.0
669,Cameron Artis-Payne,620,RB,FA,0.0,1,0.0
670,DuJuan Harris,620,RB,FA,0.0,1,0.0
671,Ed Dickson,620,TE,FA,0.0,1,0.0
672,Neal Sterling,620,TE,FA,0.0,1,0.0
673,Logan Paulsen,620,TE,FA,0.0,1,0.0
674,Jordan Franks,620,TE,CLE,0.0,1,0.0
675,Matt Lengel,620,TE,FA,0.0,2,0.0
676,David Morgan,620,TE,FA,0.0,1,0.0
677,Jerell Adams,620,TE,DET,0.0,1,0.0
678,,620,,,0.0,1,0.0
679,LeGarrette Blount,620,RB,FA,0.0,1,0.0
680,,620,,,0.0,1,0.0
681,Jerome Cunningham,620,TE,FA,0.0,3,0.0
682,Rob Gronkowski,620,TE,TB,0.0,1,0.0
683,Garrett Celek,620,TE,FA,0.0,6,0.0
684,Kyle Nelson,620,TE,FA,0.0,11,0.0
685,Lavon Coleman,620,RB,FA,0.0,1,0.0
686,Michael Burton,620,RB,NO,0.0,11,0.0
687,Chris Ivory,620,RB,FA,0.0,1,0.0
688,,620,,,0.0,1,0.0
689,Brock Osweiler,620,QB,FA,0.0,1,0.0
690,Cooper Rush,620,QB,DAL,0.0,2,0.0
691,Alex Smith,620,QB,FA,0.0,1,0.0
692,Taylor Heinicke,620,QB,WAS,0.0,1,0.0
693,Joe Webb III,620,QB,NYG,0.0,1,0.0
694,Drew Anderson,620,QB,FA,0.0,1,0.0
695,Joshua Dobbs,620,QB,PIT,0.0,1,0.0
696,Brandon Weeden,620,QB,FA,0.0,1,0.0
697,Matt Cassel,620,QB,FA,0.0,1,0.0
698,,620,,,0.0,1,0.0
699,Matt McCrane,620,K,CLE,0.0,1,0.0
700,Graham Gano,620,K,NYG,0.0,1,0.0
701,Kaare Vedvik,620,K,FA,0.0,1,0.0
702,Caleb Sturgis,620,K,FA,0.0,1,0.0
703,Sebastian Janikowski,620,K,FA,0.0,1,0.0
704,C.J. Beathard,620,QB,SF,0.0,1,0.0
705,Chad Kelly,620,QB,IND,0.0,1,0.0
706,Detrez Newsome,620,RB,FA,0.0,1,0.0
707,D.J. Foster,620,RB,ARI,0.0,6,0.0
708,Jeremy Langford,620,RB,FA,0.0,1,0.0
709,Robert Turbin,620,RB,FA,0.0,2,0.0
710,,620,,,0.0,16,0.0
711,Jeremy Hill,620,RB,FA,0.0,1,0.0
712,,620,,,0.0,1,0.0
713,,620,,,0.0,2,0.0
714,Rod Smith,620,RB,NYG,0.0,7,0.0
715,Sam Bradford,620,QB,FA,0.0,1,0.0
716,Cullen Gillaspia,620,RB,NYG,0.0,16,0.0
717,Stevan Ridley,620,RB,FA,0.0,1,0.0
718,Chad Henne,620,QB,KC,0.0,1,0.0
719,Mark Sanchez,620,QB,FA,0.0,1,0.0
720,Andrew Luck,620,QB,FA,0.0,1,0.0
721,Nate Sudfeld,620,QB,PHI,0.0,1,0.0
722,Alex Ellis,620,TE,FA,0.0,3,0.0
723,Jake Butt,620,TE,DEN,0.0,1,0.0
724,Erik Swoope,620,TE,FA,0.0,1,0.0
725,Matthew Slater,620,WR,NE,0.0,16,0.0
726,Jeremy Ross,620,WR,FA,0.0,1,0.0
727,,620,,,0.0,1,0.0
728,Pierre Garcon,620,WR,FA,0.0,1,0.0
729,Torrey Smith,620,WR,FA,0.0,1,0.0
730,,620,,,0.0,1,0.0
731,Jordy Nelson,620,WR,FA,0.0,1,0.0
732,Andre Holmes,620,WR,FA,0.0,1,0.0
733,Mike Wallace,620,WR,FA,0.0,1,0.0
734,Leonte Carroo,620,WR,FA,0.0,1,0.0
735,Freddie Martino,620,WR,FA,0.0,1,0.0
736,Jeremy Kerley,620,WR,FA,0.0,1,0.0
737,Rashad Greene,620,WR,FA,0.0,1,0.0
738,Corey Coleman,620,WR,NYG,0.0,1,0.0
739,Saeed Blacknall,620,WR,FA,0.0,1,0.0
740,,620,,,0.0,1,0.0
741,,620,,,0.0,1,0.0
742,Charone Peake,620,WR,FA,0.0,1,0.0
743,A.J. Green,620,WR,CIN,0.0,1,0.0
744,Martavis Bryant,620,WR,FA,0.0,1,0.0
745,Doug Baldwin,620,WR,FA,0.0,1,0.0
746,,620,,,0.0,1,0.0
747,J.J. Jones,620,WR,FA,0.0,1,0.0
748,Rod Streater,620,WR,FA,0.0,1,0.0
749,Darvin Kidsy,620,WR,SEA,0.0,4,0.0
750,J'Mon Moore,620,WR,HOU,0.0,1,0.0
751,Eli Rogers,620,WR,FA,0.0,1,0.0
752,Kaelin Clay,620,WR,FA,0.0,1,0.0
753,Josh Malone,620,WR,NYJ,0.0,3,0.0
754,,620,,,0.0,1,0.0
755,Darrius Heyward-Bey,620,WR,FA,0.0,1,0.0
756,Deonte Thompson,620,WR,FA,0.0,1,0.0
757,Derrick Willies,620,WR,CLE,0.0,1,0.0
758,Brandon Marshall,620,WR,FA,0.0,1,0.0
759,,620,,,0.0,1,0.0
760,River Cracraft,620,WR,SF,0.0,2,0.0
761,Gehrig Dieter,620,WR,KC,0.0,3,0.0
762,Richard Rodgers,620,TE,PHI,0.0,2,0.0
763,Kelvin Benjamin,620,WR,FA,0.0,1,0.0
764,Cam Phillips,620,WR,FA,0.0,1,0.0
765,Marcus Kemp,620,WR,KC,0.0,1,0.0
766,Equanimeous St. Brown,620,WR,GB,0.0,1,0.0
767,Beau Brinkley,620,TE,FA,0.0,16,0.0
768,Jason Croom,620,TE,PHI,0.0,1,0.0
769,Alan Cross,620,TE,FA,0.0,1,0.0
770,Kamar Aiken,620,WR,FA,0.0,1,0.0
771,Brian Parker,620,TE,FA,0.0,1,0.0
772,Jordan Reed,620,TE,SF,0.0,1,0.0
773,Brandon Dillon,620,TE,MIN,0.0,1,0.0
774,Jermaine Gresham,620,TE,FA,0.0,1,0.0
775,Garrett Dickerson,620,TE,FA,0.0,5,0.0
776,Dion Sims,620,TE,FA,0.0,1,0.0
777,,620,,,0.0,1,0.0
778,JoJo Natson,620,WR,CLE,0.0,12,0.0
779,Victor Bolden Jr.,620,WR,DET,0.0,1,0.0
780,Terrance Williams,620,WR,FA,0.0,1,0.0
781,Brandon LaFell,620,WR,FA,0.0,1,0.0
782,Daurice Fountain,620,WR,IND,0.0,1,0.0
783,,620,,,0.0,1,0.0
784,Keith Kirkwood,620,WR,CAR,0.0,1,0.0
785,,620,,,0.0,1,0.0
786,Jehu Chesson,620,WR,FA,0.0,1,0.0
787,Janarion Grant,620,WR,FA,0.0,1,0.0
788,Noah Brown,620,WR,DAL,0.0,1,0.0
789,Justin Hardee,620,WR,NO,0.0,16,0.0
790,Brandon Tate,620,WR,FA,0.0,1,0.0
791,Trenton Irwin,620,WR,CIN,0.0,1,0.0
792,Tim Boyle,793,QB,GB,-0.1,3,-0.0
793,Nick Mullens,794,QB,SF,-0.3,2,-0.2
794,Garrett Gilbert,795,QB,DAL,-0.3,6,-0.1
795,Michael Walker,796,WR,FA,-0.5,7,-0.1
796,Jarrett Stidham,797,QB,NE,-0.6,3,-0.2
797,Blake Bortles,798,QB,LAR,-0.8,4,-0.2
798,Darrius Shepherd,799,WR,FA,-0.9,6,-0.2
799,Quincy Enunwa,800,WR,FA,-1.4,1,-1.4
800,Ray-Ray McCloud,801,WR,PIT,-2.0,6,-0.3
801,Greg Dortch,801,WR,ATL,-2.0,2,-1.0
802,Corey Clement,803,RB,PHI,-4.0,4,-1.0
