,Name,Overall Rank,Position,Team,Points,Games Played,Average Points
146,Will Fuller V,147,WR,HOU,134.0,11,12.2
147,Tampa Bay Buccaneers,147,DST,TB,134.0,16,8.4
148,Josh Lambo,147,K,JAC,134.0,16,8.4
149,James Washington,150,WR,PIT,133.5,15,8.9
150,Hunter Renfrow,151,WR,LV,133.5,13,10.3
151,Matt Prater,152,K,DET,133.0,16,8.3
152,Dan Bailey,153,K,FA,132.0,16,8.3
153,Brandon McManus,154,K,DEN,131.0,16,8.2
154,Tennessee Titans,154,DST,TEN,131.0,16,8.2
155,Joey Slye,156,K,CAR,130.0,16,8.1
156,Buffalo Bills,156,DST,BUF,130.0,16,8.1
157,Greg Zuerlein,158,K,DAL,129.0,16,8.1
158,Anthony Miller,159,WR,CHI,127.5,16,8.0
159,Chris Boswell,160,K,PIT,126.0,16,7.9
160,T.Y. Hilton,161,WR,IND,125.1,10,12.5
161,Mohamed Sanu,162,WR,DET,124.1,15,8.3
162,Greg Olsen,163,TE,FA,123.7,14,8.8
163,Alshon Jeffery,164,WR,PHI,122.2,10,12.2
164,DeAndre Washington,165,RB,MIA,121.9,16,7.6
165,Kenny Stills,166,WR,BUF,120.1,13,9.2
166,Mecole Hardman,167,WR,KC,119.5,16,7.5
167,LeSean McCoy,168,RB,TB,118.6,13,9.1
168,Seattle Seahawks,169,DST,SEA,118.0,16,7.4
169,Nyheim Hines,170,RB,IND,117.9,16,7.4
170,Mason Rudolph,171,QB,PIT,117.8,10,11.8
171,Brandin Cooks,172,WR,HOU,117.5,14,8.4
172,Jason Myers,173,K,SEA,117.0,16,7.3
173,Randy Bullock,173,K,CIN,117.0,16,7.3
174,Peyton Barber,175,RB,WAS,116.5,16,7.3
175,Jason Sanders,176,K,MIA,116.1,16,7.3
176,Robbie Gould,177,K,SF,116.0,13,8.9
177,Austin Seibert,177,K,CIN,116.0,16,7.3
178,Corey Davis,179,WR,TEN,115.1,15,7.7
179,Mason Crosby,180,K,GB,115.0,16,7.2
180,Adam Thielen,181,WR,MIN,114.4,10,11.4
181,Indianapolis Colts,182,DST,IND,114.0,16,7.1
182,Kyle Rudolph,183,TE,MIN,113.7,16,7.1
183,JuJu Smith-Schuster,184,WR,PIT,113.2,12,9.4
184,Jack Doyle,185,TE,IND,111.8,16,7.0
185,Jordan Howard,186,RB,PHI,111.4,10,11.1
186,Noah Fant,187,TE,DEN,111.0,16,6.9
187,Darren Fells,188,TE,HOU,110.1,16,6.9
188,Ka'imi Fairbairn,189,K,HOU,110.0,16,6.9
189,Steven Sims,190,WR,WAS,109.5,16,6.8
190,Evan Engram,191,TE,NYG,109.4,8,13.7
191,Jake Elliott,192,K,PHI,109.0,16,6.8
192,Philadelphia Eagles,192,DST,PHI,109.0,16,6.8
193,Case Keenum,194,QB,CLE,108.4,10,10.8
194,Green Bay Packers,195,DST,GB,108.0,16,6.8
195,Dustin Hopkins,195,K,WAS,108.0,16,6.8
196,Stephen Hauschka,197,K,FA,107.0,16,6.7
197,Tyler Eifert,198,TE,JAC,106.6,16,6.7
198,Jaylen Samuels,199,RB,PIT,105.4,14,7.5
199,Brett Maher,200,K,ARI,105.0,13,8.1
200,Jonnu Smith,201,TE,TEN,104.7,16,6.5
201,Matt Breida,202,RB,MIA,103.3,13,8.0
202,Eddy Pineiro,203,K,CHI,103.0,16,6.4
203,Allen Lazard,204,WR,GB,102.8,16,6.4
204,Taysom Hill,205,QB,NO,102.2,16,6.4
205,Auden Tate,206,WR,CIN,101.5,13,7.8
206,Kareem Hunt,207,RB,CLE,101.4,9,11.3
207,Rex Burkhead,208,RB,NE,101.1,13,7.8
208,Demarcus Robinson,209,WR,KC,100.9,16,6.3
209,Phillip Dorsett II,210,WR,SEA,100.8,14,7.2
210,Jimmy Graham,211,TE,CHI,100.7,16,6.3
211,Jacksonville Jaguars,212,DST,JAC,99.0,16,6.2
212,Denver Broncos,212,DST,DEN,99.0,16,6.2
213,Dallas Cowboys,212,DST,DAL,99.0,16,6.2
214,Russell Gage,215,WR,ATL,98.8,16,6.2
215,Ryan Griffin,216,TE,NYJ,98.0,13,7.5
216,Kendrick Bourne,217,WR,SF,97.8,16,6.1
217,Daniel Carlson,218,K,LV,97.0,16,6.1
218,Boston Scott,219,RB,PHI,96.9,11,8.8
219,Alex Erickson,220,WR,CIN,96.2,16,6.0
220,Chicago Bears,221,DST,CHI,96.0,16,6.0
221,Willie Snead IV,222,WR,BAL,95.1,16,5.9
222,John Ross,223,WR,CIN,95.0,8,11.9
223,Frank Gore,224,RB,NYJ,94.9,16,5.9
224,Nelson Agholor,225,WR,LV,94.0,11,8.6
225,Jacob Hollister,226,TE,SEA,93.9,11,8.5
226,Chris Thompson,227,RB,JAC,93.6,11,8.5
227,Younghoe Koo,228,K,ATL,93.0,8,11.6
228,Sam Ficken,228,K,NYJ,93.0,15,6.2
229,Gus Edwards,230,RB,BAL,92.6,16,5.8
230,Teddy Bridgewater,231,QB,CAR,92.5,10,9.3
231,Cameron Brate,232,TE,TB,91.1,16,5.7
232,Carolina Panthers,233,DST,CAR,91.0,16,5.7
233,Chase McLaughlin,233,K,NYJ,91.0,11,8.3
234,Preston Williams,235,WR,MIA,90.8,8,11.4
235,Taylor Gabriel,236,WR,FA,90.3,9,10.0
236,Atlanta Falcons,237,DST,ATL,90.0,16,5.6
237,Houston Texans,237,DST,HOU,90.0,16,5.6
238,Joe Flacco,239,QB,NYJ,89.9,8,11.2
239,Jordan Akins,240,TE,HOU,89.8,16,5.6
240,Gerald Everett,241,TE,LAR,89.8,13,6.9
241,Albert Wilson,242,WR,MIA,89.4,13,6.9
242,Tony Pollard,243,RB,DAL,89.2,15,6.0
243,Marcus Mariota,244,QB,LV,87.1,7,12.4
244,Cleveland Browns,245,DST,CLE,87.0,16,5.4
245,Eric Ebron,246,TE,PIT,86.5,11,7.9
246,Adam Humphries,246,WR,FA,86.5,12,7.2
247,Washington Football Team,248,DST,WAS,86.0,16,5.4
248,Ted Ginn Jr.,249,WR,FA,85.9,16,5.4
249,Blake Jarwin,250,TE,DAL,85.5,16,5.3
250,Demaryius Thomas,251,WR,FA,85.3,11,7.8
251,Kerryon Johnson,252,RB,DET,85.0,8,10.6
252,Marquez Valdes-Scantling,253,WR,GB,84.1,16,5.3
253,O.J. Howard,254,TE,TB,83.9,14,6.0
254,J.D. McKissic,255,RB,WAS,83.8,16,5.2
255,Dwayne Haskins,256,QB,PIT,83.7,9,9.3
256,Allen Hurns,257,WR,MIA,83.6,14,6.0
257,Vance McDonald,258,TE,FA,83.5,14,6.0
258,New York Giants,259,DST,NYG,83.0,16,5.2
259,Chase Edmonds,260,RB,ARI,82.8,13,6.4
260,Jalen Richard,260,RB,LV,82.8,16,5.2
261,Tajae Sharpe,262,WR,KC,81.9,15,5.5
262,T.J. Hockenson,263,TE,DET,80.7,12,6.7
263,Adam Vinatieri,264,K,FA,80.0,12,6.7
264,Dawson Knox,265,TE,BUF,79.7,15,5.3
265,Irv Smith Jr.,266,TE,MIN,79.1,16,4.9
266,Olabisi Johnson,267,WR,MIN,79.0,16,4.9
267,Keelan Cole Sr.,268,WR,JAC,78.7,16,4.9
268,Hayden Hurst,269,TE,ATL,76.9,16,4.8
269,Los Angeles Chargers,270,DST,LAC,76.0,16,4.8
270,Kaden Smith,271,TE,NYG,75.8,9,8.4
271,Geronimo Allison,272,WR,DET,75.4,16,4.7
272,Dare Ogunbowale,273,RB,JAC,75.3,16,4.7
273,Rashaad Penny,274,RB,SEA,75.3,10,7.5
274,Nick Boyle,275,TE,BAL,75.1,16,4.7
275,,276,,,74.7,11,6.8
276,Will Dissly,277,TE,SEA,73.9,6,12.3
277,Aldrick Rosas,278,K,JAC,72.0,16,4.5
278,Damiere Byrd,279,WR,NE,71.9,11,6.5
279,Tre'Quan Smith,280,WR,NO,71.4,11,6.5
280,Drew Lock,281,QB,DEN,71.1,5,14.2
281,Las Vegas Raiders,282,DST,LV,70.0,16,4.4
282,Giovani Bernard,283,RB,CIN,68.4,16,4.3
283,Foster Moreau,283,TE,LV,68.4,13,5.3
284,Alexander Mattison,283,RB,MIN,68.4,13,5.3
285,Patrick Laird,286,RB,MIA,68.2,15,4.6
286,Arizona Cardinals,287,DST,ARI,68.0,16,4.3
287,Darrel Williams,288,RB,KC,67.8,9,7.5
288,Brian Hill,289,RB,ATL,67.2,12,5.6
289,Kelvin Harmon,290,WR,WAS,66.9,16,4.2
290,Dion Lewis,291,RB,NYG,66.3,16,4.1
291,Cody Latimer,292,WR,FA,66.0,15,4.4
292,Detroit Lions,292,DST,DET,66.0,16,4.1
293,Josh Hill,294,TE,DET,65.6,16,4.1
294,Paul Richardson Jr.,295,WR,FA,64.5,10,6.5
295,Michael Badgley,296,K,LAC,64.0,9,7.1
296,DaeSean Hamilton,297,WR,DEN,63.7,16,4.0
297,Isaiah McKenzie,298,WR,BUF,63.3,15,4.2
298,C.J. Uzomah,299,TE,CIN,63.2,16,4.0
299,Jeff Driskel,300,QB,DEN,62.2,4,15.6
300,Jakobi Meyers,301,WR,NE,61.9,15,4.1
301,Josh Reynolds,301,WR,LAR,61.9,16,3.9
302,David Blough,303,QB,DET,61.4,5,12.3
303,Cincinnati Bengals,304,DST,CIN,61.0,16,3.8
304,Ty Johnson,305,RB,NYJ,60.2,16,3.8
305,Seth Roberts,306,WR,GB,60.1,16,3.8
306,Nick Folk,307,K,NE,60.0,7,8.6
307,Greg Ward,308,WR,PHI,59.9,7,8.6
308,David Moore,309,WR,SEA,59.6,15,4.0
309,Devlin Hodges,310,QB,LAR,59.4,8,7.4
310,Eli Manning,311,QB,FA,59.3,4,14.8
311,Malcolm Brown,312,RB,LAR,59.1,14,4.2
312,Ricky Seals-Jones,313,TE,KC,58.9,14,4.2
313,Benny Snell Jr.,314,RB,PIT,57.9,13,4.5
314,Derrius Guice,315,RB,FA,57.4,5,11.5
315,Jarius Wright,316,WR,FA,56.9,16,3.6
316,Marcus Johnson,317,WR,TEN,56.7,9,6.3
317,Jeremy Sprinkle,318,TE,WAS,56.1,16,3.5
318,Pharoh Cooper,319,WR,CAR,55.5,13,4.3
319,Delanie Walker,320,TE,FA,54.5,7,7.8
320,Jordan Wilkins,321,RB,IND,54.0,14,3.9
321,Kai Forbath,322,K,LAR,53.0,5,10.6
322,Keke Coutee,323,WR,HOU,52.8,10,5.3
323,Kalen Ballage,324,RB,LAC,51.8,12,4.3
324,Trey Quinn,325,WR,LV,51.8,12,4.3
325,Ryquell Armstead,326,RB,JAC,51.2,16,3.2
326,Brandon Bolden,327,RB,NE,50.9,15,3.4
327,Miles Boykin,328,WR,BAL,50.8,16,3.2
328,Kyle Juszczyk,329,RB,SF,50.6,12,4.2
329,Mike Boone,330,RB,MIN,50.0,16,3.1
330,Demetrius Harris,331,TE,CHI,49.9,15,3.3
331,Justice Hill,332,RB,BAL,49.5,16,3.1
332,Zay Jones,333,WR,LV,48.9,15,3.3
333,Vyncint Smith,334,WR,NYJ,48.7,14,3.5
334,Isaiah Ford,335,WR,MIA,48.5,9,5.4
335,Wayne Gallman,336,RB,NYG,48.2,10,4.8
336,Matt Bryant,337,K,FA,48.0,8,6.0
337,Jaron Brown,337,WR,ARI,48.0,14,3.4
338,Charles Clay,339,TE,FA,47.7,15,3.2
339,Tavon Austin,340,WR,GB,47.4,14,3.4
340,Jeff Wilson Jr.,341,RB,SF,46.9,11,4.3
341,Bennie Fowler III,342,WR,NO,46.3,8,5.8
342,KeeSean Johnson,343,WR,ARI,46.0,10,4.6
343,Jakeem Grant,344,WR,MIA,45.9,10,4.6
344,Chester Rogers,345,WR,TEN,45.7,12,3.8
345,Malik Turner,346,WR,DAL,45.5,15,3.0
346,Miami Dolphins,347,DST,MIA,44.0,16,2.8
347,Bo Scarbrough,348,RB,SEA,43.2,6,7.2
348,Justin Watson,349,WR,TB,42.9,16,2.7
349,Javon Wims,350,WR,CHI,42.6,16,2.7
350,Matt Moore,351,QB,KC,42.3,6,7.1
351,Mark Walton,352,RB,FA,42.0,7,6.0
352,James O'Shaughnessy,353,TE,JAC,41.3,5,8.3
353,Maxx Williams,354,TE,ARI,41.2,16,2.6
354,Rhett Ellison,355,TE,FA,40.7,10,4.1
355,Scotty Miller,356,WR,TB,40.6,10,4.1
356,Anthony Firkser,357,TE,TEN,40.4,15,2.7
357,Jonathan Williams,358,RB,WAS,40.4,5,8.1
358,Jake Kumerow,359,WR,BUF,39.9,14,2.9
359,Marvin Hall,360,WR,CLE,39.8,9,4.4
360,Nick Foles,361,QB,CHI,39.7,4,9.9
361,N'Keal Harry,362,WR,NE,39.4,7,5.6
362,Ameer Abdullah,363,RB,MIN,39.3,16,2.5
363,Logan Thomas,363,TE,WAS,39.3,16,2.5
364,Justin Hardy,365,WR,FA,38.5,16,2.4
365,Dontrell Hilliard,366,RB,HOU,38.1,14,2.7
366,Parris Campbell,366,WR,IND,38.1,7,5.4
367,,366,,,38.1,9,4.2
368,Damion Ratley,369,WR,HOU,38.0,13,2.9
369,Tim Patrick,370,WR,DEN,37.8,8,4.7
370,C.J. Ham,371,RB,MIN,37.6,16,2.4
371,DeSean Jackson,372,WR,FA,36.9,3,12.3
372,Marcedes Lewis,373,TE,GB,36.6,16,2.3
373,Ito Smith,374,RB,ATL,36.3,7,5.2
374,Ross Dwelley,375,TE,SF,36.1,16,2.3
375,Ty Long,376,K,LAC,36.0,16,2.3
376,Cordarrelle Patterson,377,WR,CHI,35.6,16,2.2
377,Ian Thomas,377,TE,CAR,35.6,16,2.2
378,Andy Isabella,379,WR,ARI,35.4,15,2.4
379,Byron Pringle,380,WR,KC,35.0,16,2.2
380,Duke Williams,381,WR,BUF,34.6,4,8.7
381,Brandon Allen,382,QB,CIN,34.5,3,11.5
382,Dante Pettis,382,WR,NYG,34.5,11,3.1
383,Benjamin Watson,384,TE,FA,34.3,10,3.4
384,Matt Schaub,385,QB,ATL,33.9,7,4.8
385,Nick Vannett,386,TE,DEN,33.6,16,2.1
386,Laquon Treadwell,387,WR,ATL,33.4,14,2.4
387,Bilal Powell,388,RB,FA,33.2,14,2.4
388,Stephen Gostkowski,389,K,TEN,33.0,4,8.3
389,JJ Arcega-Whiteside,390,WR,PHI,32.9,16,2.1
390,Dan Arnold,391,TE,ARI,32.7,6,5.5
391,Derek Carrier,392,TE,LV,32.5,16,2.0
392,Ty Montgomery,393,RB,NO,32.3,16,2.0
393,Matt LaCosse,394,TE,NE,32.1,12,2.7
394,Darwin Thompson,395,RB,KC,32.1,12,2.7
395,Myles Gaskin,396,RB,MIA,31.4,7,4.5
396,Jeff Heuerman,397,TE,FA,31.4,14,2.2
397,Justin Jackson,398,RB,LAC,31.2,7,4.5
398,Qadree Ollison,399,RB,ATL,30.7,8,3.8
399,Jesse James,400,TE,FA,30.2,16,1.9
400,Dontrelle Inman,401,WR,WAS,30.1,7,4.3
401,Mike Nugent,402,K,ARI,30.0,5,6.0
402,Nick O'Leary,403,TE,LV,29.9,10,3.0
403,Jaeden Graham,404,TE,ATL,29.9,16,1.9
404,T.J. Yeldon,405,RB,BUF,29.7,6,5.0
405,Kalif Raymond,406,WR,TEN,29.5,8,3.7
406,Reggie Bonnafon,407,RB,CAR,29.3,16,1.8
407,C.J. Prosise,408,RB,TB,28.8,9,3.2
408,Trevor Davis,409,WR,WAS,28.4,14,2.0
409,Vernon Davis,410,TE,FA,28.3,4,7.1
410,Travis Homer,411,RB,SEA,28.0,16,1.8
411,Cairo Santos,411,K,CHI,28.0,5,5.6
412,Chase Daniel,411,QB,DET,28.0,4,7.0
413,Ryan Succop,414,K,TB,27.0,7,3.9
414,Ryan Finley,415,QB,CIN,26.7,3,8.9
415,Richie James Jr.,416,WR,SF,26.4,16,1.7
416,Seth DeValve,417,TE,ARI,26.0,12,2.2
417,Robert Tonyan,418,TE,GB,26.0,11,2.4
418,DeAndre Carter,419,WR,CHI,25.2,16,1.6
419,Brian Hoyer,420,QB,NE,25.1,5,5.0
420,Andrew Beck,421,TE,DEN,24.5,16,1.5
421,Keelan Doss,422,WR,LV,24.3,8,3.0
422,Hale Hentges,422,TE,MIN,24.3,11,2.2
423,Josh Perkins,424,TE,PHI,23.7,5,4.7
424,Wendell Smallwood,425,RB,PIT,23.5,15,1.6
425,Ryan Izzo,426,TE,NE,23.4,6,3.9
426,Josh Rosen,427,QB,SF,23.0,6,3.8
427,Virgil Green,428,TE,LAC,22.8,15,1.5
428,Mack Hollins,429,WR,MIA,22.5,16,1.4
429,Trey Burton,430,TE,IND,22.4,9,2.5
430,Darrell Henderson,431,RB,LAR,22.4,13,1.7
431,Devin Smith,432,WR,NE,22.3,4,5.6
432,Deon Cain,433,WR,BAL,21.4,13,1.7
433,MyCole Pruitt,434,TE,TEN,21.0,16,1.3
434,Jesper Horsted,435,TE,CHI,20.7,6,3.5
435,Olamide Zaccheaus,436,WR,ATL,20.5,10,2.1
436,Daniel Brown,437,TE,NYJ,20.2,16,1.3
437,Christian Blake,438,WR,ATL,20.1,9,2.2
438,Trey Edmunds,439,RB,PIT,20.0,9,2.2
439,Geoff Swaim,440,TE,TEN,19.5,6,3.3
440,Tommy Sweeney,441,TE,BUF,19.4,6,3.2
441,Tyler Kroft,442,TE,BUF,19.1,12,1.6
442,Brandon Zylstra,443,WR,CAR,18.6,8,2.3
443,Alec Ingold,444,RB,LV,18.1,16,1.1
444,Cody Parkey,445,K,CLE,18.0,4,4.5
445,Robert Griffin III,445,QB,FA,18.0,7,2.6
446,Ben Braunecker,447,TE,FA,17.9,11,1.6
447,AJ McCarron,448,QB,HOU,17.9,3,6.0
448,Cam Newton,449,QB,NE,17.7,2,8.9
449,Mo Alie-Cox,450,TE,IND,17.3,16,1.1
450,Damion Willis,451,WR,JAC,17.2,10,1.7
451,Dan Vitale,452,RB,NE,17.0,15,1.1
452,Darren Sproles,452,RB,FA,17.0,6,2.8
453,Antonio Callaway,454,WR,KC,16.9,5,3.4
454,Adam Shaheen,455,TE,MIA,16.4,8,2.1
455,Wes Hills,456,RB,FA,16.2,1,16.2
456,Antonio Brown,457,WR,TB,16.1,1,16.1
457,Stephen Carlson,458,TE,CLE,16.1,9,1.8
458,J.P. Holtz,458,TE,CHI,16.1,15,1.1
459,Luke Willson,460,TE,SEA,15.9,9,1.8
460,Troy Fumagalli,461,TE,DEN,15.8,11,1.4
461,Deonte Harris,462,WR,NO,15.5,14,1.1
462,Braxton Berrios,462,WR,NYJ,15.5,16,1.0
463,Rashard Higgins,462,WR,CLE,15.5,10,1.6
464,Andy Janovich,465,RB,CLE,15.3,8,1.9
465,D'Ernest Johnson,466,RB,CLE,15.2,16,1.0
466,Kenjon Barner,467,RB,TB,15.1,14,1.1
467,David Njoku,468,TE,CLE,15.1,4,3.8
468,Chris Hogan,469,WR,FA,14.7,7,2.1
469,Blake Bell,470,TE,DAL,14.7,15,1.0
470,Marcell Ateman,471,WR,LV,14.6,11,1.3
471,Kerrith Whyte Jr.,472,RB,DET,14.1,6,2.4
472,Tyler Conklin,473,TE,MIN,13.8,16,0.9
473,Ben Roethlisberger,474,QB,PIT,13.7,2,6.9
474,J.J. Nelson,475,WR,IND,13.6,2,6.8
475,Durham Smythe,476,TE,MIA,13.5,16,0.8
476,Luke Stocker,477,TE,ATL,13.3,15,0.9
