,Name,Overall Rank,Position,Team,Points,Games Played,Average Points
113,Laviska Shenault Jr.,114,WR,JAC,157.1,14,11.2
114,Tyler Bass,115,K,BUF,157.0,16,9.8
115,Keelan Cole Sr.,116,WR,JAC,155.4,16,9.7
116,Daniel Carlson,117,K,LV,155.0,16,9.7
117,Mike Williams,118,WR,LAC,153.7,15,10.3
118,D.J. Chark Jr.,119,WR,JAC,153.6,13,11.8
119,Greg Zuerlein,120,K,DAL,153.0,16,9.6
120,Darnell Mooney,121,WR,CHI,152.1,16,9.5
121,Los Angeles Rams,122,DST,LAR,151.0,16,9.4
122,Rodrigo Blankenship,123,K,IND,150.0,16,9.4
123,Rob Gronkowski,124,TE,TB,149.3,16,9.3
124,Noah Fant,124,TE,DEN,149.3,15,10.0
125,Hayden Hurst,126,TE,ATL,149.1,16,9.3
126,Pittsburgh Steelers,127,DST,PIT,148.0,16,9.3
127,Dalton Schultz,128,TE,DAL,146.5,16,9.2
128,Christian Kirk,129,WR,ARI,146.4,14,10.5
129,Julio Jones,130,WR,ATL,146.1,9,16.2
130,Indianapolis Colts,131,DST,IND,146.0,16,9.1
131,Hunter Henry,132,TE,LAC,145.3,14,10.4
132,Ryan Succop,133,K,TB,145.0,16,9.1
133,Justin Tucker,133,K,BAL,145.0,16,9.1
134,Sam Darnold,135,QB,NYJ,145.0,12,12.1
135,Andy Dalton,136,QB,DAL,144.9,11,13.2
136,Devin Singletary,137,RB,BUF,143.6,16,9.0
137,Jimmy Graham,138,TE,CHI,143.6,16,9.0
138,Jakobi Meyers,139,WR,NE,142.6,14,10.2
139,Jeff Wilson Jr.,140,RB,SF,142.3,12,11.9
140,Eric Ebron,141,TE,PIT,141.8,15,9.5
141,Miami Dolphins,142,DST,MIA,141.0,16,8.8
142,Baltimore Ravens,142,DST,BAL,141.0,16,8.8
143,Evan Engram,144,TE,NYG,141.0,16,8.8
144,Darius Slayton,144,WR,NYG,141.0,16,8.8
145,Tua Tagovailoa,146,QB,MIA,140.4,10,14.0
146,Jonnu Smith,147,TE,TEN,140.2,14,10.0
147,Dak Prescott,148,QB,DAL,139.6,5,27.9
148,Cairo Santos,149,K,CHI,139.0,16,8.7
149,Jason Myers,150,K,SEA,138.0,16,8.6
150,Marquez Valdes-Scantling,151,WR,GB,137.3,15,9.2
151,Zach Pascal,152,WR,IND,136.9,16,8.6
152,Gabriel Davis,152,WR,BUF,136.9,16,8.6
153,Wayne Gallman,154,RB,NYG,136.6,15,9.1
154,Latavius Murray,155,RB,NO,136.2,15,9.1
155,Brandon McManus,156,K,DEN,136.0,15,9.1
156,Wil Lutz,157,K,NO,135.0,16,8.4
157,Harrison Butker,158,K,KC,134.0,16,8.4
158,Greg Ward,159,WR,PHI,133.1,16,8.3
159,Graham Gano,160,K,NYG,133.0,16,8.3
160,Leonard Fournette,161,RB,TB,132.0,13,10.2
161,Ka'imi Fairbairn,161,K,HOU,132.0,16,8.3
162,Hunter Renfrow,163,WR,LV,131.6,16,8.2
163,Darrell Henderson,164,RB,LAR,130.3,15,8.7
164,Kendrick Bourne,165,WR,SF,129.7,15,8.7
165,Joey Slye,166,K,CAR,129.0,16,8.1
166,Tyler Higbee,167,TE,LAR,128.2,15,8.6
167,Nick Mullens,168,QB,SF,128.2,10,12.8
168,Gus Edwards,168,RB,BAL,128.2,16,8.0
169,Mecole Hardman,170,WR,KC,128.1,16,8.0
170,Dustin Hopkins,171,K,WAS,128.0,16,8.0
171,Jared Cook,172,TE,FA,127.4,15,8.5
172,Jamaal Williams,173,RB,GB,127.1,14,9.1
173,Washington Football Team,174,DST,WAS,127.0,16,7.9
174,Jerick McKinnon,175,RB,SF,126.2,15,8.4
175,George Kittle,176,TE,SF,125.1,8,15.6
176,Adrian Peterson,177,RB,DET,124.5,16,7.8
177,Josh Reynolds,178,WR,LAR,124.3,16,7.8
178,New Orleans Saints,179,DST,NO,124.0,16,7.8
179,Nick Folk,180,K,NE,123.0,16,7.7
180,Rashard Higgins,181,WR,CLE,120.9,13,9.3
181,Tony Pollard,182,RB,DAL,120.8,16,7.6
182,Mason Crosby,183,K,GB,120.0,16,7.5
183,Michael Badgley,183,K,LAC,120.0,16,7.5
184,Stephen Gostkowski,185,K,TEN,119.0,15,7.9
185,David Moore,186,WR,SEA,118.8,16,7.4
186,Buffalo Bills,187,DST,BUF,118.0,16,7.4
187,Antonio Brown,188,WR,TB,117.1,8,14.6
188,Matt Prater,189,K,DET,117.0,16,7.3
189,Tampa Bay Buccaneers,189,DST,TB,117.0,16,7.3
190,James White,191,RB,NE,116.6,14,8.3
191,Dallas Goedert,192,TE,PHI,116.4,11,10.6
192,Travis Fulgham,193,WR,PHI,115.9,13,8.9
193,Damiere Byrd,194,WR,NE,114.9,15,7.7
194,Austin Hooper,195,TE,CLE,113.5,13,8.7
195,Jalen Hurts,196,QB,PHI,113.5,15,7.6
196,Nick Foles,197,QB,CHI,112.1,9,12.5
197,A.J. Green,198,WR,CIN,111.3,16,7.0
198,Cody Parkey,199,K,CLE,110.0,15,7.3
199,Malcolm Brown,200,RB,LAR,109.1,16,6.8
200,Anthony Miller,201,WR,CHI,108.7,16,6.8
201,Arizona Cardinals,202,DST,ARI,108.0,16,6.8
202,Rex Burkhead,203,RB,NE,107.6,10,10.8
203,Demarcus Robinson,204,WR,KC,107.6,15,7.2
204,Danny Amendola,205,WR,DET,106.4,14,7.6
205,Robbie Gould,206,K,SF,106.0,15,7.1
206,Kansas City Chiefs,206,DST,KC,106.0,16,6.6
207,New England Patriots,206,DST,NE,106.0,16,6.6
208,Tre'Quan Smith,209,WR,NO,103.1,13,7.9
209,Seattle Seahawks,210,DST,SEA,103.0,16,6.4
210,New York Giants,210,DST,NYG,103.0,16,6.4
211,Scotty Miller,212,WR,TB,102.5,15,6.8
212,Cam Akers,213,RB,LAR,101.8,12,8.5
213,Zack Moss,214,RB,BUF,101.6,13,7.8
214,Philadelphia Eagles,215,DST,PHI,101.0,16,6.3
215,Larry Fitzgerald,216,WR,ARI,100.9,13,7.8
216,Frank Gore,217,RB,NYJ,100.2,15,6.7
217,Randall Cobb,218,WR,HOU,100.1,10,10.0
218,Chris Boswell,219,K,PIT,100.0,13,7.7
219,Randy Bullock,219,K,CIN,100.0,12,8.3
220,Raheem Mostert,221,RB,SF,99.7,8,12.5
221,Joe Mixon,222,RB,CIN,99.6,6,16.6
222,Isaiah McKenzie,223,WR,BUF,99.6,15,6.6
223,James Washington,224,WR,PIT,99.2,16,6.2
224,Breshad Perriman,225,WR,NYJ,99.1,12,8.3
225,Carolina Panthers,226,DST,CAR,99.0,16,6.2
226,Michael Pittman Jr.,227,WR,IND,98.9,13,7.6
227,Irv Smith Jr.,228,TE,MIN,98.5,13,7.6
228,Zane Gonzalez,229,K,FA,98.0,12,8.2
229,Allen Lazard,230,WR,GB,97.8,10,9.8
230,Braxton Berrios,231,WR,NYJ,97.3,16,6.1
231,Chris Conley,232,WR,JAC,97.1,15,6.5
232,Jalen Guyton,233,WR,LAC,97.1,16,6.1
233,Cleveland Browns,234,DST,CLE,97.0,16,6.1
234,John Brown,235,WR,FA,96.8,9,10.8
235,Dan Arnold,236,TE,ARI,96.8,16,6.1
236,Boston Scott,237,RB,PHI,95.6,16,6.0
237,Brian Hill,238,RB,ATL,95.4,16,6.0
238,Willie Snead IV,239,WR,BAL,94.2,13,7.3
239,Green Bay Packers,240,DST,GB,94.0,16,5.9
240,Kalen Ballage,241,RB,LAC,93.9,11,8.5
241,Gerald Everett,242,TE,LAR,92.9,16,5.8
242,Damien Harris,243,RB,NE,91.3,10,9.1
243,Christian McCaffrey,244,RB,CAR,90.3,3,30.1
244,KJ Hamler,245,WR,DEN,90.1,13,6.9
245,Chicago Bears,246,DST,CHI,90.0,16,5.6
246,Dan Bailey,246,K,FA,90.0,16,5.6
247,Sammy Watkins,248,WR,KC,88.4,10,8.8
248,San Francisco 49ers,249,DST,SF,88.0,16,5.5
249,Jakeem Grant,250,WR,MIA,87.3,14,6.2
250,Jalen Reagor,251,WR,PHI,87.2,11,7.9
251,Keke Coutee,252,WR,HOU,87.0,8,10.9
252,Alexander Mattison,253,RB,MIN,86.9,13,6.7
253,Odell Beckham Jr.,254,WR,CLE,86.8,7,12.4
254,Golden Tate,255,WR,FA,86.5,12,7.2
255,Cam Sims,256,WR,WAS,86.2,15,5.8
256,Devontae Booker,257,RB,LV,85.7,16,5.4
257,Carlos Hyde,258,RB,SEA,84.9,10,8.5
258,Duke Johnson Jr.,259,RB,FA,84.4,11,7.7
259,Henry Ruggs III,260,WR,LV,84.1,13,6.5
260,Michael Thomas,261,WR,NO,83.9,7,12.0
261,Jordan Akins,262,TE,HOU,83.7,13,6.4
262,Anthony Firkser,263,TE,TEN,83.7,16,5.2
263,Trey Burton,264,TE,IND,83.3,13,6.4
264,Tyler Eifert,265,TE,JAC,82.9,15,5.5
265,Kyle Juszczyk,266,RB,SF,81.6,16,5.1
266,Joshua Kelley,267,RB,LAC,81.2,13,6.3
267,Deebo Samuel,268,WR,SF,80.7,7,11.5
268,Mo Alie-Cox,269,TE,IND,80.4,14,5.7
269,Alex Smith,270,QB,FA,79.6,8,10.0
270,Tyron Johnson,271,WR,LAC,79.5,11,7.2
271,Drew Sample,272,TE,CIN,78.9,16,4.9
272,Zach Ertz,273,TE,PHI,77.5,11,7.1
273,Darren Fells,274,TE,HOU,76.2,13,5.9
274,Dallas Cowboys,275,DST,DAL,76.0,16,4.8
275,Sony Michel,276,RB,NE,75.3,8,9.4
276,Dwayne Haskins,277,QB,PIT,75.2,7,10.7
277,Jake Elliott,278,K,PHI,75.0,16,4.7
278,Benny Snell Jr.,279,RB,PIT,74.9,15,5.0
279,Preston Williams,280,WR,MIA,74.8,8,9.4
280,Le'Veon Bell,281,RB,KC,74.6,11,6.8
281,N'Keal Harry,282,WR,NE,73.9,13,5.7
282,Chris Herndon IV,283,TE,NYJ,73.7,14,5.3
283,Jordan Reed,284,TE,SF,73.1,10,7.3
284,Los Angeles Chargers,285,DST,LAC,73.0,16,4.6
285,Denver Broncos,285,DST,DEN,73.0,16,4.6
286,Atlanta Falcons,287,DST,ATL,72.0,16,4.5
287,Kerryon Johnson,288,RB,DET,71.8,15,4.8
288,Richard Rodgers,289,TE,PHI,70.5,11,6.4
289,Miles Boykin,290,WR,BAL,69.6,14,5.0
290,Cordarrelle Patterson,291,WR,CHI,69.4,16,4.3
291,Jimmy Garoppolo,291,QB,SF,69.4,6,11.6
292,Salvon Ahmed,293,RB,MIA,69.0,6,11.5
293,Cameron Brate,294,TE,TB,68.2,15,4.6
294,New York Jets,295,DST,NYJ,67.0,16,4.2
295,Quintez Cephus,296,WR,DET,66.9,13,5.2
296,Dawson Knox,297,TE,BUF,66.8,11,6.1
297,Phillip Lindsay,298,RB,DEN,66.0,11,6.0
298,Tennessee Titans,298,DST,TEN,66.0,16,4.1
299,Matt Gay,298,K,LAR,66.0,7,9.4
300,Jacob Hollister,301,TE,SEA,65.9,16,4.1
301,Kenny Golladay,302,WR,DET,65.8,5,13.2
302,Samaje Perine,303,RB,CIN,65.7,16,4.1
303,Mike Glennon,304,QB,JAC,65.5,5,13.1
304,Kyle Rudolph,305,TE,MIN,65.4,12,5.5
305,Justin Jackson,306,RB,LAC,65.3,8,8.2
306,Richie James Jr.,307,WR,SF,64.4,11,5.9
307,Jack Doyle,308,TE,IND,64.1,14,4.6
308,Ty Johnson,309,RB,NYJ,63.3,12,5.3
309,DaeSean Hamilton,310,WR,DEN,62.3,13,4.8
310,Cole Kmet,311,TE,CHI,62.0,15,4.1
311,Harrison Bryant,312,TE,CLE,61.8,12,5.2
312,Jordan Wilkins,313,RB,IND,61.3,14,4.4
313,Will Dissly,314,TE,SEA,61.1,15,4.1
314,Denzel Mims,315,WR,NYJ,60.7,9,6.7
315,Marvin Hall,316,WR,CLE,60.3,12,5.0
316,Minnesota Vikings,317,DST,MIN,60.0,16,3.8
317,Collin Johnson,318,WR,JAC,59.2,12,4.9
318,Durham Smythe,319,TE,MIA,58.8,15,3.9
319,Donovan Peoples-Jones,320,WR,CLE,58.4,12,4.9
320,Jacksonville Jaguars,321,DST,JAC,58.0,16,3.6
321,Adam Humphries,322,WR,FA,57.8,7,8.3
322,Joe Flacco,323,QB,NYJ,57.7,5,11.5
323,Steven Sims,324,WR,WAS,57.3,12,4.8
324,Ito Smith,325,RB,ATL,57.3,14,4.1
325,Dion Lewis,326,RB,NYG,57.2,16,3.6
326,DeeJay Dallas,327,RB,SEA,56.9,10,5.7
327,Julian Edelman,328,WR,NE,56.2,6,9.4
328,Isaiah Ford,329,WR,MIA,55.6,10,5.6
329,Sam Sloman,330,K,TEN,55.0,8,6.9
330,Peyton Barber,330,RB,WAS,55.0,15,3.7
331,Andy Isabella,332,WR,ARI,54.8,12,4.6
332,Darrel Williams,333,RB,KC,54.5,15,3.6
333,James O'Shaughnessy,334,TE,JAC,54.2,15,3.6
334,Sam Ficken,335,K,NYJ,54.0,9,6.0
335,Greg Olsen,336,TE,FA,53.9,11,4.9
336,Brandon Allen,337,QB,CIN,53.6,5,10.7
337,Lynn Bowden Jr.,337,RB,MIA,53.6,10,5.4
338,Olamide Zaccheaus,339,WR,ATL,53.4,10,5.3
339,Devin Duvernay,340,WR,BAL,53.1,15,3.5
340,Mark Ingram II,341,RB,HOU,52.9,11,4.8
341,La'Mical Perine,342,RB,NYJ,52.5,10,5.3
342,David Njoku,343,TE,CLE,52.3,11,4.8
343,C.J. Beathard,343,QB,SF,52.3,6,8.7
344,Cedrick Wilson,345,WR,DAL,51.6,15,3.4
345,Jalen Richard,346,RB,LV,51.1,13,3.9
346,Chad Beebe,347,WR,MIN,50.1,14,3.6
347,Ross Dwelley,348,TE,SF,49.5,16,3.1
348,Deonte Harris,349,WR,NO,47.7,9,5.3
349,Van Jefferson,350,WR,LAR,46.9,15,3.1
350,Chad Hansen,351,WR,HOU,46.6,5,9.3
351,Isaiah Wright,352,WR,WAS,46.3,12,3.9
352,Dontrelle Inman,353,WR,WAS,46.3,8,5.8
353,Kyle Allen,354,QB,WAS,46.1,4,11.5
354,Adam Shaheen,355,TE,MIA,45.0,15,3.0
355,Cincinnati Bengals,355,DST,CIN,45.0,16,2.8
356,DeSean Jackson,357,WR,FA,44.8,5,9.0
357,Tyler Conklin,358,TE,MIN,44.4,14,3.2
358,Mohamed Sanu,359,WR,DET,44.0,9,4.9
359,Jeremy McNichols,360,RB,TEN,43.9,15,2.9
360,Donald Parham Jr.,360,TE,LAC,43.9,12,3.7
361,Las Vegas Raiders,362,DST,LV,43.0,16,2.7
362,Chris Thompson,363,RB,JAC,42.6,7,6.1
363,Marquez Callaway,364,WR,NO,42.3,11,3.9
364,Pharaoh Brown,365,TE,HOU,42.3,12,3.5
365,Matt Breida,366,RB,MIA,42.0,11,3.8
366,Tyler Kroft,367,TE,BUF,41.9,10,4.2
367,Houston Texans,368,DST,HOU,41.0,16,2.6
368,Byron Pringle,368,WR,KC,41.0,11,3.7
369,Tyler Johnson,370,WR,TB,40.9,13,3.2
370,Freddie Swain,371,WR,SEA,40.9,13,3.2
371,Alfred Morris,372,RB,NYG,40.7,9,4.5
372,Ian Thomas,373,TE,CAR,40.5,15,2.7
373,AJ Dillon,374,RB,GB,40.3,11,3.7
374,Marcus Johnson,375,WR,TEN,39.5,9,4.4
375,Aldrick Rosas,376,K,JAC,39.0,6,6.5
376,Jesse James,377,TE,FA,38.9,16,2.4
377,Marcedes Lewis,378,TE,GB,38.7,13,3.0
378,Adam Trautman,379,TE,NO,38.1,12,3.2
379,O.J. Howard,380,TE,TB,37.6,4,9.4
380,Mack Hollins,381,WR,MIA,37.6,16,2.4
381,Nick Boyle,382,TE,BAL,37.3,9,4.1
382,Royce Freeman,383,RB,DEN,37.1,12,3.1
383,Zay Jones,384,WR,LV,36.6,14,2.6
384,Josh Adams,384,RB,NYJ,36.6,8,4.6
385,Rodney Smith,386,RB,CAR,36.5,7,5.2
386,Bryan Edwards,387,WR,LV,36.3,10,3.6
387,Devonta Freeman,388,RB,BUF,36.0,5,7.2
388,Sergio Castillo,388,K,NYJ,36.0,6,6.0
389,Olabisi Johnson,390,WR,MIN,34.9,12,2.9
390,Jake Luton,391,QB,JAC,34.3,3,11.4
391,Jeff Smith,392,WR,NYJ,33.7,10,3.4
392,Darwin Thompson,393,RB,KC,33.2,9,3.7
393,Foster Moreau,394,TE,LV,33.0,11,3.0
394,Travis Homer,395,RB,SEA,32.8,9,3.6
395,KeeSean Johnson,396,WR,ARI,32.3,8,4.0
396,Ray-Ray McCloud,397,WR,PIT,32.2,16,2.0
397,Jeff Driskel,398,QB,DEN,32.0,3,10.7
398,Jason Witten,399,TE,LV,31.9,12,2.7
399,Kenny Stills,400,WR,BUF,31.4,8,3.9
400,JaMycal Hasty,401,RB,SF,31.1,8,3.9
401,Ryan Izzo,402,TE,NE,30.9,10,3.1
402,Jordan Howard,403,RB,PHI,30.7,7,4.4
403,Mike Thomas,404,WR,CIN,30.3,12,2.5
404,Ameer Abdullah,405,RB,MIN,30.0,14,2.1
405,Mike Nugent,405,K,ARI,30.0,4,7.5
406,Cam Batson,407,WR,TEN,30.0,11,2.7
407,Dare Ogunbowale,408,RB,JAC,29.9,13,2.3
408,Noah Brown,409,WR,DAL,29.8,14,2.1
409,Brandon Powell,410,WR,ATL,29.6,15,2.0
410,Nick Vannett,411,TE,DEN,29.5,12,2.5
411,Alec Ingold,412,RB,LV,29.4,13,2.3
412,Jace Sternberger,412,TE,GB,29.4,10,2.9
413,Kaden Smith,414,TE,NYG,29.2,15,2.0
414,Albert Okwuegbunam,415,TE,DEN,29.1,4,7.3
415,Auden Tate,416,WR,CIN,29.0,9,3.2
416,Detroit Lions,416,DST,DET,29.0,16,1.8
417,KhaDarel Hodge,416,WR,CLE,29.0,7,4.1
418,John Hightower,419,WR,PHI,28.8,11,2.6
419,LeSean McCoy,420,RB,TB,28.2,8,3.5
420,Josh Lambo,421,K,JAC,28.0,4,7.0
421,Kalif Raymond,422,WR,TEN,27.4,15,1.8
422,Christian Blake,423,WR,ATL,27.1,15,1.8
423,Austin Seibert,424,K,CIN,27.0,5,5.4
424,Marcus Mariota,425,QB,LV,26.8,1,26.8
425,Tyler Ervin,426,RB,GB,26.1,8,3.3
426,Chris Hogan,427,WR,FA,25.8,5,5.2
427,C.J. Ham,428,RB,MIN,25.5,14,1.8
428,Gunner Olszewski,428,WR,NE,25.5,13,2.0
429,Equanimeous St. Brown,430,WR,GB,25.4,9,2.8
430,Vance McDonald,431,TE,FA,24.9,11,2.3
431,Malcolm Perry,432,WR,MIA,24.7,9,2.7
432,Maxx Williams,433,TE,ARI,24.2,6,4.0
433,Chad Henne,434,QB,KC,23.7,3,7.9
434,Quez Watkins,435,WR,PHI,23.6,6,3.9
435,Alshon Jeffery,436,WR,PHI,23.5,7,3.4
436,Ke'Shawn Vaughn,437,RB,TB,23.3,8,2.9
437,Geoff Swaim,437,TE,TEN,23.3,8,2.9
438,Darrell Daniels,439,TE,ARI,23.2,10,2.3
439,Laquon Treadwell,440,WR,ATL,22.9,4,5.7
440,Anthony McFarland Jr.,441,RB,PIT,22.7,11,2.1
441,Dez Bryant,441,WR,BAL,22.7,4,5.7
442,C.J. Uzomah,441,TE,CIN,22.7,2,11.4
443,Alex Erickson,444,WR,CIN,22.6,16,1.4
444,DeMichael Harris,445,WR,IND,22.5,7,3.2
445,Blake Bell,446,TE,DAL,22.2,13,1.7
446,Troy Fumagalli,447,TE,DEN,22.0,7,3.1
447,Patrick Laird,447,RB,MIA,22.0,14,1.6
448,MyCole Pruitt,449,TE,TEN,21.9,9,2.4
449,Trayveon Williams,450,RB,CIN,21.7,7,3.1
450,C.J. Board,451,WR,NYG,21.4,12,1.8
451,Antonio Williams,452,RB,BUF,21.3,1,21.3
452,Ryan Finley,453,QB,CIN,21.2,5,4.2
453,Alex Collins,454,RB,SEA,21.1,3,7.0
454,D'Ernest Johnson,455,RB,CLE,21.0,15,1.4
455,Corey Clement,455,RB,PHI,21.0,14,1.5
456,Matthew Wright,455,K,DET,21.0,3,7.0
457,Ryan Nall,458,RB,CHI,20.7,13,1.6
458,Jacoby Brissett,459,QB,IND,20.6,11,1.9
459,Gabe Nabers,460,RB,LAC,20.2,14,1.4
460,Chase McLaughlin,461,K,NYJ,20.0,4,5.0
461,Troymaine Pope,462,RB,LAC,19.8,5,4.0
462,Lee Smith,463,TE,BUF,19.5,7,2.8
463,Mason Rudolph,464,QB,PIT,19.3,4,4.8
464,Colt McCoy,465,QB,NYG,19.1,4,4.8
465,Josh Hill,466,TE,DET,18.6,11,1.7
466,Stephen Anderson,466,TE,LAC,18.6,12,1.6
467,Trent Taylor,468,WR,SF,18.6,12,1.6
468,Malik Taylor,469,WR,GB,18.5,13,1.4
469,Jamal Agnew,470,WR,DET,17.9,7,2.6
470,Ryan Griffin,471,TE,NYJ,17.6,13,1.4
471,Keith Smith,472,RB,ATL,17.6,15,1.2
472,Jakob Johnson,473,RB,NE,17.5,12,1.5
473,Tarik Cohen,473,RB,CHI,17.5,3,5.8
