,Name,Overall Rank,Position,Team,Points,Games Played,Average Points
474,DeAndre Washington,475,RB,MIA,17.1,4,4.3
475,Javon Wims,476,WR,CHI,17.0,13,1.3
476,D'Onta Foreman,476,RB,TEN,17.0,5,3.4
477,Patrick Ricard,476,RB,BAL,17.0,13,1.3
478,Reggie Bonnafon,479,RB,CAR,16.7,2,8.4
479,Jaylen Samuels,480,RB,PIT,16.4,12,1.4
480,Justin Watson,481,WR,TB,16.4,10,1.6
481,T.J. Yeldon,482,RB,BUF,16.2,3,5.4
482,Austin Mack,483,WR,NYG,16.1,7,2.3
483,Darrynton Evans,483,RB,TEN,16.1,5,3.2
484,Jarrett Stidham,485,QB,NE,16.0,5,3.2
485,Ty Montgomery,486,RB,NO,15.8,4,4.0
486,Dante Pettis,487,WR,NYG,15.6,7,2.2
487,Garrett Gilbert,488,QB,DAL,15.5,2,7.8
488,Saquon Barkley,489,RB,NYG,15.4,2,7.7
489,Brett Rypien,490,QB,DEN,15.3,3,5.1
490,Blaine Gabbert,490,QB,TB,15.3,4,3.8
491,Mike Boone,492,RB,MIN,14.9,11,1.4
492,Parris Campbell,493,WR,IND,14.7,2,7.4
493,JJ Arcega-Whiteside,494,WR,PHI,14.5,7,2.1
494,Chase Daniel,495,QB,DET,14.2,4,3.6
495,Virgil Green,496,TE,LAC,14.0,6,2.3
496,John Wolford,497,QB,LAR,13.8,1,13.8
497,Lil'Jordan Humphrey,498,WR,NO,13.6,3,4.5
498,Diontae Spencer,499,WR,DEN,13.5,11,1.2
499,Phillip Walker,499,QB,CAR,13.5,4,3.4
500,Devine Ozigbo,501,RB,JAC,13.3,6,2.2
501,Luke Stocker,501,TE,ATL,13.3,14,1.0
502,Justice Hill,503,RB,BAL,13.0,11,1.2
503,Jaydon Mickens,504,WR,TB,12.8,10,1.3
504,Tevin Coleman,505,RB,SF,12.7,7,1.8
505,C.J. Prosise,506,RB,TB,12.7,10,1.3
506,J.J. Taylor,507,RB,NE,12.4,6,2.1
507,Tyrie Cleveland,508,WR,DEN,12.3,9,1.4
508,K.J. Hill,508,WR,LAC,12.3,14,0.9
509,Pharoh Cooper,510,WR,CAR,12.3,15,0.8
510,Tristan Vizcaino,511,K,LAC,12.0,1,12.0
511,Devin Asiasi,512,TE,NE,11.9,8,1.5
512,Taylor Heinicke,513,QB,WAS,11.7,1,11.7
513,Austin Carr,513,WR,NO,11.7,6,2.0
514,Demetrius Harris,515,TE,CHI,11.5,12,1.0
515,Chris Manhertz,516,TE,CAR,11.2,12,0.9
516,Ja'Marcus Bradley,517,WR,CLE,11.0,2,5.5
517,Steven Mitchell Jr.,517,WR,HOU,11.0,4,2.8
518,Theo Riddick,519,RB,LV,10.7,5,2.1
519,Dominique Dafney,520,TE,GB,10.6,3,3.5
520,Deon Yelder,521,TE,KC,10.6,11,1.0
521,Matt Barkley,522,QB,BUF,10.3,4,2.6
522,Damion Ratley,522,WR,HOU,10.3,5,2.1
523,Cethan Carter,522,TE,CIN,10.3,13,0.8
524,Nick Keizer,522,TE,KC,10.3,13,0.8
525,River Cracraft,526,WR,SF,10.1,6,1.7
526,Kai Forbath,527,K,LAR,10.0,2,5.0
527,Trent Sherfield,527,WR,ARI,10.0,12,0.8
528,Levine Toilolo,529,TE,NYG,9.6,15,0.6
529,Reggie Gilliam,529,RB,BUF,9.6,9,1.1
530,Courtland Sutton,529,WR,DEN,9.6,1,9.6
531,Ashton Dulin,532,WR,IND,9.4,12,0.8
532,Artavis Pierce,533,RB,CHI,9.4,4,2.4
533,Johnny Mundt,534,TE,LAR,9.3,11,0.9
534,Trace McSorley,535,QB,BAL,9.3,2,4.7
535,Jake Kumerow,536,WR,BUF,9.2,2,4.6
536,Tyrod Taylor,537,QB,LAC,9.0,2,4.5
537,Joe Reed,538,WR,LAC,8.9,11,0.8
538,Chris Streveler,539,QB,ARI,8.7,4,2.2
539,Marlon Mack,540,RB,IND,8.6,1,8.6
540,Michael Burton,540,RB,NO,8.6,12,0.7
541,Nick Westbrook-Ikhine,542,WR,TEN,8.3,11,0.8
542,Anthony Sherman,542,RB,KC,8.3,8,1.0
543,Jonathan Ward,544,RB,ARI,8.1,10,0.8
544,Trenton Cannon,545,RB,CAR,7.9,12,0.7
545,Riley Ridley,546,WR,CHI,7.9,3,2.6
546,Khari Blasingame,546,RB,TEN,7.9,11,0.7
547,Juwan Johnson,546,WR,NO,7.9,6,1.3
548,Alex Armah,549,RB,CAR,7.7,13,0.6
549,Colin Thompson,549,TE,CAR,7.7,10,0.8
550,Buddy Howell,549,RB,HOU,7.7,10,0.8
551,Darrius Shepherd,552,WR,FA,7.6,8,1.0
552,Jason Croom,553,TE,PHI,7.3,3,2.4
553,Jordan Thomas,553,TE,IND,7.3,5,1.5
554,Tanner Hudson,555,TE,TB,7.1,8,0.9
555,Seth Roberts,555,WR,GB,7.1,7,1.0
556,Ted Ginn Jr.,557,WR,FA,7.0,5,1.4
557,Isaiah Zuber,557,WR,NE,7.0,4,1.8
558,Ben DiNucci,557,QB,DAL,7.0,3,2.3
559,Josh Malone,560,WR,NYJ,6.8,4,1.7
560,Charlie Woerner,561,TE,SF,6.6,11,0.6
561,Brandon Zylstra,562,WR,CAR,6.6,11,0.6
562,Kahale Warring,563,TE,HOU,6.5,6,1.1
563,Terry Godwin,563,WR,JAC,6.5,2,3.3
564,Dontrell Hilliard,565,RB,HOU,6.0,6,1.0
565,Robert Foster,566,WR,WAS,5.7,3,1.9
566,Elijhaa Penny,567,RB,NYG,5.5,13,0.4
567,Lawrence Cager,567,WR,NYJ,5.5,2,2.8
568,Jaeden Graham,567,TE,ATL,5.5,13,0.4
569,Hunter Bryant,570,TE,DET,5.4,4,1.4
570,Daniel Brown,571,TE,NYJ,5.1,13,0.4
571,Tavon Austin,572,WR,GB,5.0,4,1.3
572,Deontay Burnett,573,WR,PHI,4.9,2,2.5
573,Dalton Keene,574,TE,NE,4.6,5,0.9
574,Jonathan Williams,574,RB,WAS,4.6,2,2.3
575,Robert Griffin III,574,QB,FA,4.6,4,1.2
576,Eric Saubert,574,TE,JAC,4.6,7,0.7
577,Daurice Fountain,578,WR,IND,4.3,4,1.1
578,Stephen Carlson,579,TE,CLE,4.1,12,0.3
579,Austin Walter,580,RB,SF,4.0,3,1.3
580,Jonathan Brown,580,K,JAC,4.0,1,4.0
581,Elliott Fry,580,K,ATL,4.0,1,4.0
582,Ben Ellefson,580,TE,JAC,4.0,5,0.8
583,Antonio Callaway,580,WR,KC,4.0,4,1.0
584,John Ross,585,WR,CIN,3.7,3,1.2
585,Andy Janovich,586,RB,CLE,3.7,11,0.3
586,Colby Parkinson,587,TE,SEA,3.6,1,3.6
587,Antonio Gandy-Golden,588,WR,WAS,3.5,6,0.6
588,Rashaad Penny,589,RB,SEA,3.4,3,1.1
589,Penny Hart,590,WR,SEA,3.2,9,0.4
590,Bo Scarbrough,591,RB,SEA,3.1,1,3.1
591,Bennie Fowler III,591,WR,NO,3.1,5,0.6
592,Andre Roberts,591,WR,BUF,3.1,15,0.2
593,Brian Hoyer,594,QB,NE,3.0,1,3.0
594,Jason Huntley,595,RB,PHI,2.9,5,0.6
595,Chandler Cox,595,RB,FA,2.9,6,0.5
596,Tyler Huntley,595,QB,BAL,2.9,2,1.5
597,Donte Moncrief,598,WR,NE,2.9,6,0.5
598,Tommylee Lewis,598,WR,NO,2.9,5,0.6
599,David Blough,600,QB,DET,2.8,1,2.8
600,Scottie Phillips,601,RB,HOU,2.6,4,0.7
601,LeVante Bellamy,601,RB,DEN,2.6,5,0.5
602,Lamar Miller,601,RB,WAS,2.6,1,2.6
603,Jaleel Scott,601,WR,NYJ,2.6,1,2.6
604,Jake Butt,605,TE,DEN,2.5,5,0.5
605,Rico Dowdle,606,RB,DAL,2.4,11,0.2
606,James Proche,607,WR,BAL,2.4,14,0.2
607,Tommy Stevens,607,QB,CAR,2.4,1,2.4
608,Derek Carrier,607,TE,LV,2.4,12,0.2
609,Jameis Winston,607,QB,NO,2.4,3,0.8
610,Keith Kirkwood,611,WR,CAR,2.3,1,2.3
611,Vyncint Smith,611,WR,NYJ,2.3,5,0.5
612,Josiah Deguara,613,TE,GB,2.2,2,1.1
613,Blake Jarwin,613,TE,DAL,2.2,1,2.2
614,Cody Hollister,613,WR,TEN,2.2,1,2.2
615,Luke Willson,613,TE,SEA,2.2,6,0.4
616,Joshua Dobbs,617,QB,PIT,2.1,1,2.1
617,Marcus Kemp,617,WR,KC,2.1,6,0.4
618,Gehrig Dieter,619,WR,KC,2.0,2,1.0
619,Stephen Hauschka,619,K,FA,2.0,1,2.0
620,Temarrick Hemingway,619,TE,WAS,2.0,4,0.5
621,D.J. Foster,622,RB,ARI,1.9,8,0.2
622,Nathan Peterman,622,QB,LV,1.9,1,1.9
623,Case Keenum,624,QB,CLE,1.8,2,0.9
624,Craig Reynolds,625,RB,JAC,1.7,1,1.7
625,Cullen Gillaspia,626,RB,NYG,1.6,7,0.2
626,Jeremy Sprinkle,626,TE,WAS,1.6,12,0.1
627,Brandon Dillon,626,TE,MIN,1.6,1,1.6
628,Dwayne Washington,629,RB,NO,1.5,10,0.2
629,Trevon Wesco,629,TE,NYJ,1.5,10,0.2
630,Trenton Irwin,629,WR,CIN,1.5,1,1.5
631,Logan Woodside,632,QB,TEN,1.3,5,0.3
632,Isaac Nauta,632,TE,GB,1.3,3,0.4
633,Tony Jones Jr.,632,RB,NO,1.3,1,1.3
634,Marcus Baugh,635,TE,WAS,1.2,6,0.2
635,Bruce Miller,635,TE,JAC,1.2,8,0.2
636,Geno Smith,637,QB,SEA,1.1,1,1.1
637,Brandon Wright,638,K,LAR,1.0,1,1.0
638,Taylor Russolino,638,K,DEN,1.0,1,1.0
639,Senorise Perry,640,RB,TEN,0.9,5,0.2
640,Dexter Williams,641,RB,GB,0.8,3,0.3
641,AJ McCarron,641,QB,HOU,0.8,2,0.4
642,Tyler Bray,643,QB,CHI,0.7,1,0.7
643,John Lovett,644,QB,FA,0.6,7,0.1
644,Tony Brooks-James,645,RB,ATL,0.4,1,0.4
645,JoJo Natson,646,WR,CLE,0.3,3,0.1
646,Qadree Ollison,646,RB,ATL,0.3,2,0.2
647,Jake Bargas,648,TE,MIN,0.0,1,0.0
648,Trey Quinn,648,WR,LV,0.0,1,0.0
649,Marken Michel,648,WR,CAR,0.0,1,0.0
650,Seth DeValve,648,TE,ARI,0.0,2,0.0
651,Matt Cole,648,WR,SF,0.0,1,0.0
652,Javon Leake,648,RB,WAS,0.0,1,0.0
653,Juwann Winfree,648,WR,GB,0.0,1,0.0
654,Kevin Rader,648,TE,PIT,0.0,1,0.0
655,Brycen Hopkins,648,TE,LAR,0.0,1,0.0
656,Derrick Willies,648,WR,CLE,0.0,1,0.0
657,Isaiah Coulter,648,WR,HOU,0.0,1,0.0
658,Chris Myarick,648,TE,MIA,0.0,1,0.0
659,Joe Webb III,648,QB,NYG,0.0,1,0.0
660,Caleb Wilson,648,TE,PHI,0.0,2,0.0
661,Jordan Matthews,648,WR,SF,0.0,1,0.0
662,Sewo Olonilua,648,RB,DAL,0.0,2,0.0
663,Stanley Morgan Jr.,648,WR,CIN,0.0,4,0.0
664,Matt Sokol,648,TE,LAC,0.0,1,0.0
665,Chris Rowland,648,WR,ATL,0.0,2,0.0
666,Kenjon Barner,648,RB,TB,0.0,6,0.0
667,Deante Burton,648,WR,DAL,0.0,3,0.0
668,Noah Togiai,648,TE,IND,0.0,3,0.0
669,Tyler Davis,648,TE,JAC,0.0,4,0.0
670,Mason Schreck,648,TE,CIN,0.0,9,0.0
671,Eric Tomlinson,648,TE,BAL,0.0,4,0.0
672,Raymond Calais,648,RB,LAR,0.0,4,0.0
673,Taiwan Jones,648,RB,BUF,0.0,11,0.0
674,Johnny Holton,648,WR,NYG,0.0,1,0.0
675,Tajae Sharpe,648,WR,KC,0.0,4,0.0
676,Beau Brinkley,648,TE,FA,0.0,5,0.0
677,Andrew Beck,648,TE,DEN,0.0,6,0.0
678,Cyril Grayson Jr.,648,WR,TB,0.0,3,0.0
679,Malik Turner,648,WR,DAL,0.0,5,0.0
680,K.J. Osborn,648,WR,MIN,0.0,9,0.0
681,Farrod Green,648,TE,IND,0.0,1,0.0
682,Sean McKeon,648,TE,DAL,0.0,8,0.0
683,Darius Bradwell,648,RB,LAC,0.0,2,0.0
684,J.P. Holtz,648,TE,CHI,0.0,14,0.0
685,Dan Chisena,648,WR,MIN,0.0,12,0.0
686,Kyle Nelson,648,TE,FA,0.0,3,0.0
687,Nathan Cottrell,648,RB,JAC,0.0,8,0.0
688,Clark Harris,648,TE,CIN,0.0,10,0.0
689,Antony Auclair,648,TE,TB,0.0,2,0.0
690,Matthew Slater,648,WR,NE,0.0,11,0.0
691,Adrian Killins Jr.,648,RB,PHI,0.0,1,0.0
692,Garrett Griffin,648,TE,NO,0.0,2,0.0
693,Reggie Begelton,648,WR,GB,0.0,1,0.0
694,Jason Moore,648,WR,LAC,0.0,1,0.0
695,Mike White,648,QB,NYJ,0.0,1,0.0
696,Xavier Jones,648,RB,LAR,0.0,9,0.0
697,Stephen Sullivan,648,TE,CAR,0.0,1,0.0
698,Brandin Bryant,648,RB,BUF,0.0,1,0.0
699,Justin Hardee,648,WR,NO,0.0,10,0.0
700,Chris Moore,648,WR,BAL,0.0,3,0.0
701,Jeff Badet,648,WR,WAS,0.0,2,0.0
702,Easton Stick,648,QB,LAC,0.0,1,0.0
703,Duke Williams,648,WR,BUF,0.0,1,0.0
704,Alex Bachman,648,WR,NYG,0.0,1,0.0
705,Daniel Helm,648,TE,SF,0.0,2,0.0
706,Ricky Seals-Jones,648,TE,KC,0.0,2,0.0
707,Hakeem Butler,648,WR,PHI,0.0,2,0.0
708,Jeremy Cox,648,RB,DEN,0.0,3,0.0
709,Deon Cain,648,WR,BAL,0.0,1,0.0
710,Taywan Taylor,648,WR,CLE,0.0,2,0.0
711,Rashod Berry,648,TE,NE,0.0,3,0.0
712,Evan Baylis,648,TE,KC,0.0,3,0.0
713,Trey Edmunds,648,RB,PIT,0.0,3,0.0
714,Kevin White,648,WR,SF,0.0,2,0.0
715,Keelan Doss,648,WR,LV,0.0,1,0.0
716,Derek Watt,648,RB,PIT,0.0,9,0.0
717,Quinton Bell,648,WR,TB,0.0,5,0.0
718,DeAndre Carter,719,WR,CHI,-0.2,13,-0.0
719,Matt Schaub,720,QB,ATL,-0.4,1,-0.4
720,Nate Sudfeld,721,QB,PHI,-0.5,1,-0.5
721,Dede Westbrook,722,WR,JAC,-0.6,2,-0.3
722,Kendall Hinton,723,WR,DEN,-0.8,1,-0.8
723,Tim Boyle,724,QB,GB,-0.9,8,-0.1
724,Nsimba Webster,725,WR,LAR,-2.0,16,-0.1
725,Dwayne Harris,725,WR,CHI,-2.0,3,-0.7
726,Ty Long,727,K,LAC,-2.8,16,-0.2
