,Name,Overall Rank,Position,Team,Points,Games Played,Average Points
241,,242,,,76.0,11,6.9
242,,242,,,76.0,16,4.8
243,Robert Turbin,244,RB,FA,75.6,16,4.7
244,Jordan Todman,245,RB,FA,75.4,16,4.7
245,,245,,,75.4,16,4.7
246,,247,,,75.4,16,4.7
247,Carlos Hyde,248,RB,SEA,74.1,14,5.3
248,Travaris Cadet,249,RB,FA,72.8,15,4.9
249,,250,,,72.7,8,9.1
250,,251,,,72.4,13,5.6
251,,252,,,72.0,16,4.5
252,Anthony Fasano,253,TE,FA,71.6,15,4.8
253,Zach Mettenberger,254,QB,FA,71.0,7,10.1
254,Lorenzo Taliaferro,255,RB,FA,70.6,13,5.4
255,Philly Brown,256,WR,FA,70.1,13,5.4
256,Brent Celek,257,TE,FA,70.0,16,4.4
257,Travis Benjamin,258,WR,SF,68.5,16,4.3
258,,259,,,68.1,16,4.3
259,Ryan Mathews,260,RB,FA,66.9,6,11.2
260,Stepfan Taylor,261,RB,FA,65.7,14,4.7
261,Jeff Cumberland,261,TE,FA,65.7,16,4.1
262,C.J. Spiller,263,RB,FA,65.5,9,7.3
263,Levine Toilolo,264,TE,NYG,64.8,16,4.1
264,,265,,,64.5,13,5.0
265,,265,,,64.5,14,4.6
266,Khiry Robinson,265,RB,FA,64.5,9,7.2
267,Dion Sims,268,TE,FA,64.4,14,4.6
268,Brandon McManus,269,K,DEN,64.0,15,4.3
269,,270,,,63.9,7,9.1
270,Colt McCoy,271,QB,NYG,63.0,5,12.6
271,Vernon Davis,272,TE,FA,62.9,14,4.5
272,,273,,,62.8,14,4.5
273,Victor Cruz,274,WR,FA,62.7,6,10.5
274,Paul Richardson Jr.,275,WR,FA,62.1,15,4.1
275,Kamar Aiken,276,WR,FA,61.7,15,4.1
276,Josh Hill,277,TE,DET,61.6,16,3.9
277,Brice Butler,278,WR,FA,61.0,15,4.1
278,Clay Harbor,279,TE,FA,60.8,13,4.7
279,Charles Sims,280,RB,FA,60.5,8,7.6
280,Kyle Rudolph,281,TE,MIN,59.1,9,6.6
281,Connor Barth,282,K,FA,59.0,5,11.8
282,EJ Manuel,283,QB,FA,58.7,5,11.7
283,,284,,,57.9,16,3.6
284,Jeremy Ross,285,WR,FA,57.3,16,3.6
285,Jaron Brown,286,WR,ARI,56.9,16,3.6
286,,287,,,56.8,16,3.6
287,De'Anthony Thomas,288,WR,FA,55.9,12,4.7
288,Eric Ebron,289,TE,PIT,55.8,13,4.3
289,,290,,,54.8,11,5.0
290,,291,,,54.6,16,3.4
291,Richard Rodgers,292,TE,PHI,54.5,16,3.4
292,,293,,,54.3,5,10.9
293,,294,,,53.9,12,4.5
294,,295,,,53.6,16,3.4
295,Austin Seferian-Jenkins,296,TE,FA,53.1,9,5.9
296,Danny Amendola,297,WR,DET,53.0,16,3.3
297,Stevan Ridley,298,RB,FA,52.0,6,8.7
298,Juwan Thompson,299,RB,FA,51.7,15,3.5
299,,300,,,51.3,16,3.2
300,,301,,,51.2,13,3.9
301,Robbie Gould,302,K,SF,51.0,12,4.3
302,Marcedes Lewis,303,TE,GB,50.6,8,6.3
303,,304,,,50.4,16,3.2
304,Derek Anderson,304,QB,FA,50.4,6,8.4
305,Lance Dunbar,306,RB,FA,49.6,16,3.1
306,,306,,,49.6,13,3.8
307,,308,,,49.5,14,3.5
308,,309,,,49.4,14,3.5
309,Bruce Miller,310,TE,JAC,47.8,16,3.0
310,,311,,,47.8,14,3.4
311,Rhett Ellison,311,TE,FA,47.8,16,3.0
312,,313,,,47.7,14,3.4
313,Jim Dray,314,TE,FA,47.2,16,3.0
314,Benjamin Watson,315,TE,FA,45.6,16,2.9
315,,316,,,44.8,14,3.2
316,,317,,,44.2,7,6.3
317,Garrett Graham,318,TE,FA,43.7,11,4.0
318,Gavin Escobar,319,TE,FA,43.5,16,2.7
319,,320,,,43.4,10,4.3
320,,321,,,42.9,7,6.1
321,,322,,,42.7,16,2.7
322,Cooper Helfet,323,TE,FA,42.5,10,4.3
323,Brandon Tate,324,WR,FA,42.4,16,2.7
324,Albert Wilson,325,WR,MIA,42.0,12,3.5
325,Jack Doyle,326,TE,IND,41.8,16,2.6
326,Ladarius Green,327,TE,FA,41.6,14,3.0
327,Brandon Myers,328,TE,FA,41.0,14,2.9
328,Bilal Powell,329,RB,FA,40.3,15,2.7
329,Kyle Juszczyk,330,RB,SF,39.2,16,2.5
330,Corey Fuller,331,WR,FA,38.2,16,2.4
331,Rishard Matthews,332,WR,FA,37.8,14,2.7
332,Fozzy Whittaker,333,RB,FA,37.5,10,3.8
333,Marquess Wilson,334,WR,FA,37.0,7,5.3
334,,335,,,36.4,5,7.3
335,Jacob Tamme,336,TE,FA,34.9,15,2.3
336,Brenton Bersin,337,WR,FA,34.1,15,2.3
337,Ted Ginn Jr.,338,WR,FA,34.0,16,2.1
338,,339,,,33.3,14,2.4
339,Bruce Ellington,340,WR,FA,33.0,13,2.5
340,Greg Salas,341,WR,FA,32.7,10,3.3
341,,342,,,32.2,14,2.3
342,Eric Weems,343,WR,FA,32.2,15,2.2
343,,344,,,30.6,6,5.1
344,,345,,,30.2,9,3.4
345,Chad Henne,346,QB,KC,30.1,3,10.0
346,Jonathan Grimes,347,RB,FA,29.9,16,1.9
347,,348,,,29.8,5,6.0
348,DeAngelo Williams,349,RB,FA,29.3,6,4.9
349,Mike Tolbert,350,RB,FA,29.1,8,3.6
350,Gary Barnidge,351,TE,FA,28.6,13,2.2
351,Dennis Pitta,352,TE,FA,28.5,3,9.5
352,,353,,,28.2,9,3.1
353,,354,,,28.1,8,3.5
354,Crockett Gillmore,355,TE,FA,28.1,15,1.9
355,Dontrelle Inman,356,WR,WAS,27.8,6,4.6
356,,357,,,27.7,12,2.3
357,Adam Thielen,358,WR,MIN,27.7,16,1.7
358,Kerwynn Williams,358,RB,FA,27.7,5,5.5
359,,360,,,27.6,16,1.7
360,Ed Dickson,361,TE,FA,27.5,16,1.7
361,,362,,,27.4,6,4.6
362,Ka'Deem Carey,363,RB,FA,26.5,14,1.9
363,,364,,,26.0,14,1.9
364,Ryan Griffin,365,TE,NYJ,25.1,16,1.6
365,Logan Paulsen,366,TE,FA,24.8,16,1.6
366,,367,,,24.7,2,12.4
367,Joe Banyard,368,RB,FA,24.0,15,1.6
368,Anthony Sherman,369,RB,KC,23.9,16,1.5
369,,370,,,23.8,7,3.4
370,Rod Streater,371,WR,FA,23.4,3,7.8
371,Michael Campanaro,372,WR,FA,23.2,4,5.8
372,,373,,,23.1,16,1.4
373,Case Keenum,374,QB,CLE,22.9,2,11.5
374,Matt Cassel,375,QB,FA,22.8,3,7.6
375,,376,,,22.8,14,1.6
376,,377,,,22.6,3,7.5
377,MarQueis Gray,378,TE,FA,22.4,13,1.7
378,,378,,,22.4,3,7.5
379,,380,,,22.0,15,1.5
380,,381,,,21.6,9,2.4
381,,382,,,21.6,10,2.2
382,Cory Harkey,383,TE,FA,21.5,16,1.3
383,,384,,,21.4,7,3.1
384,Patrick DiMarco,385,RB,FA,21.2,16,1.3
385,,385,,,21.2,6,3.5
386,,387,,,20.9,16,1.3
387,John Kuhn,388,RB,FA,20.8,16,1.3
388,,389,,,20.6,6,3.4
389,Rex Burkhead,389,RB,NE,20.6,9,2.3
390,,391,,,20.0,10,2.0
391,,392,,,19.9,5,4.0
392,Ryan Mallett,393,QB,FA,19.8,3,6.6
393,Virgil Green,394,TE,LAC,19.7,13,1.5
394,,394,,,19.7,16,1.2
395,Christine Michael,394,RB,FA,19.7,10,2.0
396,Derek Carrier,394,TE,LV,19.7,11,1.8
397,Brandon Weeden,398,QB,FA,19.5,6,3.3
398,,399,,,19.4,8,2.4
399,,400,,,19.2,11,1.8
400,Kevin Norwood,400,WR,FA,19.2,9,2.1
401,,402,,,18.8,16,1.2
402,Ryan Hewitt,403,RB,FA,18.6,16,1.2
403,,404,,,18.4,11,1.7
404,,405,,,18.4,13,1.4
405,Orleans Darkwa,406,RB,FA,18.1,11,1.7
406,,407,,,18.1,9,2.0
407,Chris Gragg,408,TE,FA,17.8,10,1.8
408,,409,,,17.8,8,2.2
409,Brandon Bolden,410,RB,NE,17.7,16,1.1
410,,410,,,17.7,12,1.5
411,,412,,,17.4,10,1.7
412,Lee Smith,413,TE,BUF,17.2,14,1.2
413,James Wright,414,WR,FA,17.1,11,1.6
414,Brandon Pettigrew,415,TE,FA,17.0,14,1.2
415,,416,,,16.9,4,4.2
416,,417,,,16.8,16,1.1
417,,418,,,16.2,14,1.2
418,,419,,,16.1,10,1.6
419,,420,,,16.0,16,1.0
420,Chris Thompson,421,RB,JAC,15.9,2,8.0
421,,422,,,15.8,4,4.0
422,,422,,,15.8,6,2.6
423,,424,,,15.7,9,1.7
424,,425,,,15.6,15,1.0
425,,426,,,15.5,12,1.3
426,Dwayne Harris,427,WR,CHI,15.3,16,1.0
427,,428,,,15.1,16,0.9
428,,429,,,14.7,16,0.9
429,,429,,,14.7,9,1.6
430,,431,,,14.5,6,2.4
431,Josh Huff,432,WR,FA,14.5,12,1.2
432,,433,,,13.9,2,7.0
433,Keshawn Martin,434,WR,FA,13.8,16,0.9
434,,435,,,13.8,5,2.8
435,Ryan Grant,435,WR,FA,13.8,16,0.9
436,,437,,,13.6,10,1.4
437,,437,,,13.6,3,4.5
438,,439,,,13.5,12,1.1
439,,439,,,13.5,16,0.8
440,,441,,,13.3,12,1.1
441,,442,,,12.9,6,2.2
442,C.J. Fiedorowicz,443,TE,FA,12.8,15,0.9
443,,444,,,12.5,2,6.3
444,Danny Woodhead,445,RB,FA,12.2,3,4.1
445,Jimmy Garoppolo,445,QB,SF,12.2,6,2.0
446,Darren Fells,447,TE,HOU,12.1,10,1.2
447,,448,,,12.0,4,3.0
448,,449,,,11.9,6,2.0
449,Austin Johnson,450,RB,FA,11.7,7,1.7
450,Bryan Walters,451,WR,FA,11.5,13,0.9
451,,452,,,11.4,4,2.9
452,Adrian Peterson,453,RB,DET,11.3,1,11.3
453,Luke Stocker,454,TE,ATL,11.1,13,0.9
454,James White,455,RB,NE,11.1,3,3.7
455,,456,,,11.0,2,5.5
456,,456,,,11.0,3,3.7
457,,456,,,11.0,7,1.6
458,,459,,,10.9,5,2.2
459,James Develin,460,RB,FA,10.8,16,0.7
460,Keith Smith,460,RB,ATL,10.8,8,1.4
461,Russell Shepard,462,WR,FA,10.3,16,0.6
462,Will Johnson,463,RB,FA,10.1,16,0.6
463,,464,,,10.0,7,1.4
464,Cedric Peerman,464,RB,FA,10.0,16,0.6
465,,466,,,9.8,2,4.9
466,,467,,,9.7,16,0.6
467,,468,,,9.6,8,1.2
468,,469,,,9.6,13,0.7
469,,470,,,9.5,12,0.8
470,,471,,,9.1,9,1.0
471,James Hanna,472,TE,FA,8.8,16,0.6
472,,473,,,8.5,16,0.5
473,DuJuan Harris,473,RB,FA,8.5,15,0.6
474,Frankie Hammond,473,WR,FA,8.5,16,0.5
475,Brandon Williams,476,TE,FA,8.4,14,0.6
476,Brandon Bostick,477,TE,FA,8.3,13,0.6
477,,477,,,8.3,16,0.5
478,Chase Daniel,479,QB,DET,7.8,3,2.6
479,,480,,,7.8,14,0.6
480,Quinton Patton,481,WR,FA,7.4,4,1.9
481,Michael Hoomanawanui,482,TE,FA,7.4,16,0.5
482,,483,,,7.3,12,0.6
483,Garrett Celek,484,TE,FA,7.3,3,2.4
484,Logan Thomas,485,TE,WAS,7.2,2,3.6
485,John Phillips,486,TE,FA,7.1,16,0.4
486,,486,,,7.1,14,0.5
487,,486,,,7.1,15,0.5
488,Fitzgerald Toussaint,489,RB,FA,6.9,2,3.5
489,Aaron Dobson,490,WR,FA,6.8,4,1.7
490,Troy Niklas,490,TE,FA,6.8,7,1.0
491,Tyler Eifert,492,TE,JAC,6.7,1,6.7
492,,493,,,6.2,4,1.6
493,Brock Osweiler,494,QB,FA,6.1,5,1.2
494,,495,,,6.0,10,0.6
495,Blaine Gabbert,496,QB,TB,6.0,1,6.0
496,Phillip Supernaw,496,TE,FA,6.0,7,0.9
497,,496,,,6.0,6,1.0
498,Matt McGloin,499,QB,FA,5.5,1,5.5
499,,500,,,5.3,13,0.4
500,,501,,,5.3,4,1.3
501,Demetrius Harris,502,TE,CHI,5.0,8,0.6
502,,503,,,4.7,12,0.4
503,,504,,,4.6,5,0.9
504,,505,,,4.5,5,0.9
505,,506,,,4.4,3,1.5
506,Cody Latimer,507,WR,FA,4.3,8,0.5
507,Darrius Heyward-Bey,507,WR,FA,4.3,16,0.3
508,Mike James,509,RB,FA,4.2,11,0.4
509,,510,,,4.0,1,4.0
510,,510,,,4.0,1,4.0
511,,510,,,4.0,2,2.0
512,Devin Street,513,WR,FA,3.8,16,0.2
513,Jeff Janis,514,WR,FA,3.6,3,1.2
514,,515,,,3.4,6,0.6
515,Jay Prosch,515,RB,FA,3.4,16,0.2
516,Tavarres King,517,WR,FA,3.3,2,1.7
517,Antonio Andrews,518,RB,FA,3.1,4,0.8
518,Vance McDonald,519,TE,FA,3.0,8,0.4
519,Cameron Brate,520,TE,TB,2.7,5,0.5
520,Jerome Felton,521,RB,FA,2.7,16,0.2
521,Joe Webb III,522,QB,NYG,2.6,7,0.4
522,,523,,,2.5,1,2.5
523,,524,,,2.4,3,0.8
524,Greg Scruggs,525,TE,FA,2.3,3,0.8
525,,525,,,2.3,10,0.2
526,,527,,,2.2,6,0.4
527,Ryan Nassib,528,QB,FA,2.1,4,0.5
528,,528,,,2.1,4,0.5
529,,528,,,2.1,13,0.2
530,Shaun Draughn,531,RB,FA,1.9,11,0.2
531,,531,,,1.9,7,0.3
532,,533,,,1.8,1,1.8
533,,533,,,1.8,1,1.8
534,Matt Simms,533,QB,FA,1.8,1,1.8
535,,533,,,1.8,6,0.3
536,,537,,,1.7,8,0.2
537,,538,,,1.6,5,0.3
538,Aldrick Robinson,538,WR,FA,1.6,5,0.3
539,,540,,,1.6,9,0.2
540,,541,,,1.4,3,0.5
541,David Johnson,541,TE,FA,1.4,14,0.1
542,,543,,,1.3,16,0.1
543,,544,,,1.1,16,0.1
544,,544,,,1.1,4,0.3
545,Trey Burton,546,TE,IND,1.0,15,0.1
546,Senorise Perry,547,RB,TEN,0.9,16,0.1
547,,547,,,0.9,3,0.3
548,Matt Moore,549,QB,KC,0.6,3,0.2
549,T.J. Yates,550,QB,FA,0.6,2,0.3
550,Tom Savage,551,QB,FA,0.5,2,0.3
551,Kellen Clemens,552,QB,FA,0.4,2,0.2
552,,553,,,0.2,3,0.1
553,,553,,,0.2,1,0.2
554,Charcandrick West,555,RB,FA,0.0,6,0.0
555,,555,,,0.0,5,0.0
556,George Atkinson,555,RB,FA,0.0,5,0.0
557,Rashad Ross,555,WR,FA,0.0,2,0.0
558,,555,,,0.0,1,0.0
559,,555,,,0.0,1,0.0
560,Chris Matthews,555,WR,FA,0.0,3,0.0
561,,555,,,0.0,3,0.0
562,Asante Cleveland,555,TE,FA,0.0,6,0.0
