,Name,Overall Rank,Position,Team,Points,Games Played,Average Points
480,Ryan Izzo,481,TE,NE,12.7,5,2.5
481,Xavier Grimble,482,TE,BAL,12.6,8,1.6
482,Corey Coleman,482,WR,NYG,12.6,8,1.6
483,De'Anthony Thomas,484,WR,FA,12.5,5,2.5
484,Mark Walton,484,RB,FA,12.5,10,1.3
485,Russell Gage,486,WR,ATL,12.3,9,1.4
486,John Kelly,487,RB,CLE,12.1,4,3.0
487,,487,,,12.1,3,4.0
488,Antony Auclair,489,TE,TB,11.8,9,1.3
489,Josh Perkins,490,TE,PHI,11.7,6,2.0
490,Charcandrick West,491,RB,FA,11.6,2,5.8
491,DeAndre Washington,492,RB,MIA,11.4,8,1.4
492,Kamar Aiken,493,WR,FA,11.3,2,5.7
493,Dwayne Harris,494,WR,CHI,11.2,15,0.8
494,Durham Smythe,495,TE,MIA,11.0,9,1.2
495,Mike Glennon,496,QB,JAC,10.9,2,5.5
496,T.J. Logan,496,RB,TB,10.9,7,1.6
497,Matt Lengel,498,TE,FA,10.7,8,1.3
498,Neal Sterling,499,TE,FA,10.7,4,2.7
499,D'Onta Foreman,499,RB,TEN,10.7,1,10.7
500,Noah Brown,501,WR,DAL,10.4,7,1.5
501,,502,,,10.1,9,1.1
502,Patrick DiMarco,502,RB,FA,10.1,9,1.1
503,Rashad Greene,504,WR,FA,10.0,7,1.4
504,Eric Saubert,505,TE,JAC,9.8,8,1.2
505,Delanie Walker,506,TE,FA,9.2,1,9.2
506,,506,,,9.2,5,1.8
507,Jacob Hollister,506,TE,SEA,9.2,4,2.3
508,Derrick Willies,509,WR,CLE,9.1,1,9.1
509,Detrez Newsome,510,RB,FA,8.8,6,1.5
510,David Morgan,511,TE,FA,8.6,7,1.2
511,Kenjon Barner,512,RB,TB,8.4,9,0.9
512,Brian Parker,513,TE,FA,8.3,8,1.0
513,Roosevelt Nix,514,RB,FA,8.2,12,0.7
514,Jawill Davis,515,WR,FA,8.0,7,1.1
515,Byron Marshall,516,RB,FA,7.9,5,1.6
516,Chad Beebe,517,WR,MIN,7.9,3,2.6
517,Tyler Kroft,518,TE,BUF,7.6,5,1.5
518,Rico Gathers,519,TE,FA,7.5,8,0.9
519,Auden Tate,519,WR,CIN,7.5,6,1.3
520,Rishard Matthews,521,WR,FA,7.4,6,1.2
521,Keith Smith,522,RB,ATL,7.3,10,0.7
522,Teddy Bridgewater,523,QB,CAR,7.2,4,1.8
523,Ben Braunecker,523,TE,FA,7.2,10,0.7
524,Javon Wims,523,WR,CHI,7.2,2,3.6
525,Ryan Hewitt,526,RB,FA,7.1,5,1.4
526,Roc Thomas,526,RB,FA,7.1,5,1.4
527,Ray-Ray McCloud,528,WR,PIT,7.0,8,0.9
528,Marcedes Lewis,529,TE,GB,6.9,6,1.2
529,Mike Boone,530,RB,MIN,6.8,6,1.1
530,John Phillips,530,TE,FA,6.8,2,3.4
531,Samaje Perine,532,RB,CIN,6.7,4,1.7
532,Jalen Tolliver,532,WR,FA,6.7,3,2.2
533,Tyler Ervin,534,RB,GB,6.5,9,0.7
534,Derek Anderson,534,QB,FA,6.5,2,3.3
535,Shaun Wilson,536,RB,FA,6.4,5,1.3
536,Shelton Gibson,537,WR,CAR,5.8,6,1.0
537,,537,,,5.8,9,0.6
538,Jordan Franks,539,TE,CLE,5.7,4,1.4
539,Dwayne Allen,539,TE,FA,5.7,5,1.1
540,DeShone Kizer,541,QB,TEN,5.4,3,1.8
541,,542,,,5.3,10,0.5
542,Justin Hunter,543,WR,FA,5.1,4,1.3
543,C.J. Prosise,544,RB,TB,4.9,2,2.5
544,Brian Quick,545,WR,FA,4.8,2,2.4
545,Nate Sudfeld,546,QB,PHI,4.7,2,2.4
546,Charone Peake,547,WR,FA,4.5,7,0.6
547,Mike Gillislee,548,RB,FA,4.2,4,1.1
548,,549,,,4.1,4,1.0
549,Jeremy Hill,549,RB,FA,4.1,1,4.1
550,De'Lance Turner,549,RB,FA,4.1,2,2.1
551,Malik Turner,552,WR,DAL,4.0,3,1.3
552,,552,,,4.0,11,0.4
553,Benny Cunningham,554,RB,FA,3.9,11,0.4
554,Ameer Abdullah,555,RB,MIN,3.9,9,0.4
555,Terrance Williams,556,WR,FA,3.8,2,1.9
556,KhaDarel Hodge,557,WR,CLE,3.7,6,0.6
557,Nick Williams,557,WR,FA,3.7,4,0.9
558,David Williams,559,RB,FA,3.6,4,0.9
559,Ross Dwelley,560,TE,SF,3.4,4,0.9
560,River Cracraft,561,WR,SF,3.4,8,0.4
561,Sean Culkin,561,TE,KC,3.4,2,1.7
562,Jamaal Charles,561,RB,FA,3.4,2,1.7
563,Brandon Zylstra,564,WR,CAR,3.3,5,0.7
564,Joe Webb III,564,QB,NYG,3.3,5,0.7
565,,564,,,3.3,11,0.3
566,Tyrone Swoopes,564,TE,WAS,3.3,1,3.3
567,Gehrig Dieter,568,WR,KC,3.2,3,1.1
568,Travaris Cadet,568,RB,FA,3.2,1,3.2
569,Hakeem Valles,570,TE,FA,3.1,2,1.6
570,Alan Cross,571,TE,FA,2.9,6,0.5
571,Dion Sims,572,TE,FA,2.9,3,1.0
572,Jeremy Kerley,573,WR,FA,2.7,1,2.7
573,Jeremy Langford,574,RB,FA,2.5,1,2.5
574,,575,,,2.4,3,0.8
575,,575,,,2.4,3,0.8
576,Derek Watt,577,RB,PIT,2.3,8,0.3
577,Sammie Coates,578,WR,FA,2.2,4,0.6
578,Josh Malone,578,WR,NYJ,2.2,4,0.6
579,Victor Bolden Jr.,580,WR,DET,2.0,3,0.7
580,Justin Hardee,580,WR,NO,2.0,12,0.2
581,Cam Phillips,582,WR,FA,1.9,2,1.0
582,,582,,,1.9,4,0.5
583,Darvin Kidsy,584,WR,SEA,1.8,2,0.9
584,Damiere Byrd,584,WR,NE,1.8,7,0.3
585,,584,,,1.8,2,0.9
586,Matt Cassel,587,QB,FA,1.7,2,0.9
587,Jonathan Stewart,587,RB,FA,1.7,3,0.6
588,Richard Rodgers,589,TE,PHI,1.7,3,0.6
589,Marcus Kemp,589,WR,KC,1.7,6,0.3
590,Allen Lazard,589,WR,GB,1.7,1,1.7
591,,592,,,1.6,2,0.8
592,Michael Burton,592,RB,NO,1.6,3,0.5
593,Garrett Gilbert,592,QB,DAL,1.6,1,1.6
594,,595,,,1.6,4,0.4
595,Johnny Mundt,596,TE,LAR,1.5,2,0.8
596,Brandon Wilds,596,RB,FA,1.5,3,0.5
597,Chad Henne,596,QB,KC,1.5,1,1.5
598,Justin Watson,596,WR,TB,1.5,7,0.2
599,,596,,,1.5,1,1.5
600,J'Mon Moore,596,WR,HOU,1.5,7,0.2
601,Jehu Chesson,602,WR,FA,1.3,7,0.2
602,Dan Vitale,603,RB,NE,1.2,2,0.6
603,Darrius Heyward-Bey,603,WR,FA,1.2,9,0.1
604,Matt Schaub,605,QB,ATL,1.1,2,0.6
605,Jonathan Williams,606,RB,WAS,1.1,3,0.4
606,Joshua Dobbs,607,QB,PIT,0.9,5,0.2
607,Christine Michael,607,RB,FA,0.9,1,0.9
608,Robert Griffin III,609,QB,FA,0.8,2,0.4
609,J.D. McKissic,609,RB,WAS,0.8,3,0.3
610,Robert Kelley,611,RB,FA,0.8,2,0.4
611,Jeremy McNichols,612,RB,TEN,0.4,1,0.4
612,Robert Turbin,613,RB,FA,0.3,2,0.2
613,Mark Sanchez,614,QB,FA,0.3,2,0.2
614,AJ McCarron,615,QB,HOU,0.1,2,0.1
615,Jaydon Mickens,616,WR,TB,0.0,6,0.0
616,Kyle Sloter,616,QB,LV,0.0,1,0.0
617,,616,,,0.0,2,0.0
618,Sean Mannion,616,QB,MIN,0.0,3,0.0
619,Freddie Martino,616,WR,FA,0.0,1,0.0
620,Matthew Slater,616,WR,NE,0.0,9,0.0
621,Johnny Holton,616,WR,NYG,0.0,1,0.0
622,Temarrick Hemingway,616,TE,WAS,0.0,2,0.0
623,Jerome Cunningham,616,TE,FA,0.0,1,0.0
624,,616,,,0.0,16,0.0
625,Ben Koyack,616,TE,FA,0.0,1,0.0
626,Boston Scott,616,RB,PHI,0.0,1,0.0
627,Trey Edmunds,616,RB,PIT,0.0,1,0.0
628,Garrett Dickerson,616,TE,FA,0.0,1,0.0
629,Quadree Henderson,616,WR,FA,0.0,5,0.0
630,Mason Schreck,616,TE,CIN,0.0,1,0.0
631,Donnie Ernsberger,616,RB,FA,0.0,1,0.0
632,Lavon Coleman,616,RB,FA,0.0,1,0.0
633,Pharoh Cooper,616,WR,CAR,0.0,7,0.0
634,Matthew Dayes,616,RB,FA,0.0,3,0.0
635,Darrell Daniels,616,TE,ARI,0.0,6,0.0
636,Tanner McEvoy,616,WR,FA,0.0,1,0.0
637,Buddy Howell,616,RB,HOU,0.0,8,0.0
638,Senorise Perry,616,RB,TEN,0.0,12,0.0
639,Dare Ogunbowale,616,RB,JAC,0.0,1,0.0
640,,616,,,0.0,2,0.0
641,,616,,,0.0,2,0.0
642,Trevor Davis,616,WR,WAS,0.0,2,0.0
643,Beau Brinkley,616,TE,FA,0.0,6,0.0
644,Brandon Tate,616,WR,FA,0.0,1,0.0
645,Chris Lacy,616,WR,DAL,0.0,1,0.0
646,Stacy Coley,616,WR,FA,0.0,2,0.0
647,Geremy Davis,616,WR,FA,0.0,6,0.0
648,Janarion Grant,616,WR,FA,0.0,2,0.0
649,,616,,,0.0,2,0.0
650,Daniel Brown,616,TE,NYJ,0.0,2,0.0
651,Mike Wallace,616,WR,FA,0.0,1,0.0
652,Isaiah Ford,616,WR,MIA,0.0,1,0.0
653,Deante Burton,616,WR,DAL,0.0,2,0.0
654,Taiwan Jones,616,RB,BUF,0.0,6,0.0
655,,616,,,0.0,1,0.0
656,Brandon Wilson,616,S,CIN,0.0,11,0.0
657,Brandon Weeden,658,QB,FA,-0.1,1,-0.1
658,Chad Kelly,658,QB,IND,-0.1,1,-0.1
659,De'Angelo Henderson Sr.,658,RB,FA,-0.1,2,-0.1
660,Brian Hoyer,661,QB,NE,-0.5,5,-0.1
661,Jacoby Brissett,662,QB,IND,-0.6,4,-0.2
662,J.J. Jones,663,WR,FA,-0.7,4,-0.2
663,Rod Streater,664,WR,FA,-1.1,1,-1.1
664,Geno Smith,665,QB,SEA,-1.5,4,-0.4
665,JoJo Natson,666,WR,CLE,-2.0,13,-0.2
666,Kaelin Clay,666,WR,FA,-2.0,2,-1.0
667,,666,,,-2.0,1,-2.0
668,Kyle Lauletta,669,QB,CLE,-2.2,1,-2.2
