,Name,Overall Rank,Position,Team,Points,Games Played,Average Points
82,Marcus Mariota,83,QB,LV,176.0,14,12.6
83,Andy Dalton,84,QB,DAL,174.5,11,15.9
84,Dede Westbrook,85,WR,JAC,173.6,16,10.9
85,Blake Bortles,86,QB,LAR,173.3,13,13.3
86,T.J. Yeldon,87,RB,BUF,173.1,14,12.4
87,Lamar Miller,88,RB,WAS,172.6,14,12.3
88,Aaron Jones,89,RB,GB,171.5,12,14.3
89,Ka'imi Fairbairn,90,K,HOU,170.0,16,10.6
90,Austin Ekeler,91,RB,LAC,168.8,14,12.1
91,Sam Darnold,92,QB,NYJ,168.4,13,13.0
92,Ryan Fitzpatrick,93,QB,MIA,165.8,8,20.7
93,Nelson Agholor,94,WR,LV,165.4,16,10.3
94,Zay Jones,95,WR,LV,165.2,16,10.3
95,Austin Hooper,96,TE,CLE,163.0,16,10.2
96,Matt Breida,97,RB,MIA,162.5,14,11.6
97,Nyheim Hines,98,RB,IND,160.9,16,10.1
98,Dion Lewis,99,RB,NYG,160.7,16,10.0
99,Justin Tucker,100,K,BAL,160.0,16,10.0
100,Lamar Jackson,101,QB,BAL,157.8,16,9.9
101,D.J. Moore,102,WR,CAR,157.0,16,9.8
102,Demaryius Thomas,103,WR,FA,156.7,15,10.5
103,Jordy Nelson,104,WR,FA,156.7,15,10.5
104,Jalen Richard,105,RB,LV,156.6,16,9.8
105,Robby Anderson,106,WR,CAR,156.4,14,11.2
106,Allen Robinson II,107,WR,CHI,153.3,13,11.8
107,Dalvin Cook,108,RB,MIN,152.0,11,13.8
108,Taylor Gabriel,109,WR,FA,151.9,16,9.5
109,Kyle Rudolph,110,TE,MIN,151.4,16,9.5
110,DeSean Jackson,111,WR,FA,151.3,12,12.6
111,Wil Lutz,112,K,NO,151.0,16,9.4
112,Jason Myers,112,K,SEA,151.0,16,9.4
113,Peyton Barber,114,RB,WAS,150.3,16,9.4
114,Cole Beasley,115,WR,BUF,150.2,16,9.4
115,A.J. Green,116,WR,CIN,149.4,9,16.6
116,Trey Burton,117,TE,IND,147.1,16,9.2
117,Los Angeles Rams,118,DST,LAR,147.0,16,9.2
118,Harrison Butker,118,K,KC,147.0,16,9.2
119,Mason Crosby,120,K,GB,145.0,16,9.1
120,Houston Texans,121,DST,HOU,144.0,16,9.0
121,John Brown,122,WR,FA,143.9,16,9.0
122,David Njoku,122,TE,CLE,143.9,15,9.6
123,Ryan Tannehill,124,QB,TEN,143.0,11,13.0
124,Mark Ingram II,125,RB,HOU,142.5,12,11.9
125,Doug Baldwin,126,WR,FA,141.8,13,10.9
126,Aldrick Rosas,127,K,JAC,141.0,16,8.8
127,Isaiah Crowell,128,RB,FA,140.7,13,10.8
128,Kerryon Johnson,129,RB,DET,139.4,10,13.9
129,Sony Michel,130,RB,NE,139.1,13,10.7
130,Robbie Gould,131,K,SF,139.0,16,8.7
131,,132,,,138.7,12,11.6
132,Brett Maher,133,K,ARI,138.0,16,8.6
133,Stephen Gostkowski,133,K,TEN,138.0,16,8.6
134,Alex Smith,135,QB,FA,137.9,10,13.8
135,Tyrell Williams,136,WR,DET,137.8,15,9.2
136,Joe Flacco,137,QB,NYJ,137.0,9,15.2
137,Curtis Samuel,138,WR,CAR,136.8,13,10.5
138,Mike Davis,138,RB,CAR,136.8,15,9.1
139,Courtland Sutton,140,WR,DEN,136.3,16,8.5
140,Cooper Kupp,141,WR,LAR,135.1,8,16.9
141,New England Patriots,142,DST,NE,135.0,16,8.4
142,Kenny Stills,143,WR,BUF,134.4,15,9.0
143,Willie Snead IV,143,WR,BAL,134.4,15,9.0
144,Vance McDonald,145,TE,FA,133.0,15,8.9
145,Michael Crabtree,146,WR,FA,132.7,16,8.3
146,Antonio Callaway,147,WR,KC,132.3,16,8.3
147,Duke Johnson Jr.,148,RB,FA,132.0,16,8.3
148,Latavius Murray,149,RB,NO,131.9,16,8.2
149,Rob Gronkowski,150,TE,TB,131.2,13,10.1
150,Donte Moncrief,151,WR,NE,130.8,16,8.2
151,Jimmy Graham,152,TE,CHI,130.6,16,8.2
152,Matt Prater,153,K,DET,129.3,16,8.1
153,Greg Zuerlein,154,K,DAL,128.0,11,11.6
154,Sebastian Janikowski,154,K,FA,128.0,16,8.0
155,Danny Amendola,156,WR,DET,127.4,15,8.5
156,LeSean McCoy,157,RB,TB,127.2,14,9.1
157,Evan Engram,158,TE,NYG,126.3,11,11.5
158,Baltimore Ravens,159,DST,BAL,126.0,16,7.9
159,Adam Vinatieri,159,K,FA,126.0,15,8.4
160,Minnesota Vikings,161,DST,MIN,124.0,16,7.8
161,Nick Mullens,162,QB,SF,123.5,8,15.4
162,Christian Kirk,162,WR,ARI,123.5,12,10.3
163,Kansas City Chiefs,164,DST,KC,123.0,16,7.7
164,Devin Funchess,165,WR,GB,122.9,14,8.8
165,Denver Broncos,166,DST,DEN,122.0,16,7.6
166,Cody Parkey,166,K,CLE,122.0,16,7.6
167,Seattle Seahawks,166,DST,SEA,122.0,16,7.6
168,Jake Elliott,166,K,PHI,122.0,16,7.6
169,Dustin Hopkins,170,K,WAS,121.0,16,7.6
170,O.J. Howard,171,TE,TB,120.5,10,12.1
171,Leonard Fournette,172,RB,TB,120.4,8,15.1
172,Anthony Miller,173,WR,CHI,120.2,15,8.0
173,Washington Football Team,174,DST,WAS,120.0,16,7.5
174,Doug Martin,175,RB,FA,119.9,16,7.5
175,Jordan Reed,176,TE,SF,119.8,13,9.2
176,Rashard Higgins,177,WR,CLE,118.2,13,9.1
177,Wendell Smallwood,178,RB,PIT,117.4,15,7.8
178,Chester Rogers,179,WR,TEN,117.1,16,7.3
179,Ryan Succop,180,K,TB,117.0,16,7.3
180,Theo Riddick,181,RB,LV,116.5,14,8.3
181,Indianapolis Colts,182,DST,IND,116.0,16,7.3
182,Marvin Jones Jr.,183,WR,DET,115.8,9,12.9
183,Sammy Watkins,184,WR,KC,115.1,10,11.5
184,Kendrick Bourne,185,WR,SF,114.7,16,7.2
185,Jamaal Williams,186,RB,GB,114.4,16,7.2
186,Chris Herndon IV,187,TE,NYJ,113.2,14,8.1
187,Josh Rosen,188,QB,SF,113.0,14,8.1
188,Tennessee Titans,189,DST,TEN,113.0,16,7.1
189,Marquez Valdes-Scantling,190,WR,GB,111.0,16,6.9
190,Pittsburgh Steelers,191,DST,PIT,110.0,16,6.9
191,Josh Doctson,192,WR,NYJ,109.2,15,7.3
192,Alex Collins,193,RB,SEA,108.6,10,10.9
193,New Orleans Saints,194,DST,NO,108.0,16,6.8
194,Matt Bryant,194,K,FA,108.0,13,8.3
195,Mark Andrews,196,TE,BAL,107.2,16,6.7
196,Jacksonville Jaguars,197,DST,JAC,107.0,16,6.7
197,Buffalo Bills,197,DST,BUF,107.0,16,6.7
198,Los Angeles Chargers,197,DST,LAC,107.0,16,6.7
199,Seth Roberts,200,WR,GB,106.9,15,7.1
200,Will Fuller V,201,WR,HOU,106.3,7,15.2
201,Chris Hogan,202,WR,FA,106.2,16,6.6
202,Brandon McManus,203,K,DEN,106.0,16,6.6
203,Randy Bullock,203,K,CIN,106.0,16,6.6
204,Stephen Hauschka,203,K,FA,106.0,16,6.6
205,C.J. Uzomah,206,TE,CIN,104.9,16,6.6
206,Miami Dolphins,207,DST,MIA,104.0,16,6.5
207,Dante Pettis,208,WR,NYG,103.5,12,8.6
208,Frank Gore,209,RB,NYJ,102.6,14,7.3
209,Royce Freeman,210,RB,DEN,101.3,14,7.2
210,David Moore,211,WR,SEA,101.0,13,7.8
211,Tre'Quan Smith,212,WR,NO,100.7,13,7.8
212,Josh Reynolds,213,WR,LAR,100.0,12,8.3
213,Arizona Cardinals,213,DST,ARI,100.0,16,6.3
214,Robert Foster,215,WR,WAS,99.1,11,9.0
215,Dan Bailey,216,K,FA,99.0,14,7.1
216,,217,,,98.6,13,7.6
217,Carlos Hyde,218,RB,SEA,98.4,14,7.0
218,Dallas Cowboys,219,DST,DAL,98.0,16,6.1
219,Cleveland Browns,219,DST,CLE,98.0,16,6.1
220,Detroit Lions,219,DST,DET,98.0,16,6.1
221,Jason Sanders,219,K,MIA,98.0,16,6.1
222,Ito Smith,223,RB,ATL,97.7,13,7.5
223,Michael Gallup,224,WR,DAL,97.7,15,6.5
224,Jarius Wright,225,WR,FA,97.6,16,6.1
225,Alfred Blue,226,RB,FA,97.3,16,6.1
226,Philadelphia Eagles,227,DST,PHI,97.0,16,6.1
227,Albert Wilson,228,WR,MIA,96.8,7,13.8
228,Giovani Bernard,229,RB,CIN,95.9,12,8.0
229,Javorius Allen,230,RB,FA,93.6,13,7.2
230,Chris Boswell,231,K,PIT,93.1,15,6.2
231,Cameron Brate,232,TE,TB,92.9,15,6.2
232,Green Bay Packers,233,DST,GB,92.0,16,5.8
233,Chris Thompson,234,RB,JAC,91.6,10,9.2
234,Chris Conley,235,WR,JAC,91.4,16,5.7
235,New York Jets,236,DST,NYJ,91.0,16,5.7
236,Cordarrelle Patterson,237,WR,CHI,90.5,15,6.0
237,Dallas Goedert,238,TE,PHI,90.4,15,6.0
238,Daniel Carlson,239,K,LV,90.0,12,7.5
239,Gus Edwards,240,RB,BAL,89.8,11,8.2
240,Jaylen Samuels,241,RB,PIT,89.5,9,9.9
241,Keelan Cole Sr.,242,WR,JAC,89.1,14,6.4
242,Carolina Panthers,243,DST,CAR,88.0,16,5.5
243,Devontae Booker,244,RB,LV,87.8,16,5.5
244,Taywan Taylor,245,WR,CLE,87.6,13,6.7
245,,246,,,87.4,11,8.0
246,Benjamin Watson,247,TE,FA,87.0,13,6.7
247,Josh Lambo,247,K,JAC,87.0,13,6.7
248,Quincy Enunwa,249,WR,FA,86.9,11,7.9
249,Gerald Everett,250,TE,LAR,86.6,15,5.8
250,LeGarrette Blount,251,RB,FA,86.5,16,5.4
251,Randall Cobb,252,WR,HOU,86.4,9,9.6
252,Elijah McGuire,253,RB,KC,85.9,8,10.7
253,Jeff Driskel,254,QB,DEN,85.1,8,10.6
254,John Ross,255,WR,CIN,84.9,13,6.5
255,Jesse James,256,TE,FA,84.3,16,5.3
256,New York Giants,257,DST,NYG,84.0,16,5.3
257,Chandler Catanzaro,257,K,FA,84.0,13,6.5
258,Jacquizz Rodgers,259,RB,FA,83.0,15,5.5
259,Cincinnati Bengals,259,DST,CIN,83.0,16,5.2
260,Greg Joseph,259,K,MIN,83.0,14,5.9
261,Jamison Crowder,262,WR,NYJ,82.8,9,9.2
262,Graham Gano,263,K,NYG,82.0,12,6.8
263,Phillip Dorsett II,264,WR,SEA,81.9,11,7.5
264,Josh Adams,264,RB,NYJ,81.9,13,6.3
265,Ian Thomas,266,TE,CAR,81.3,10,8.1
266,Corey Clement,267,RB,PHI,81.1,11,7.4
267,Jermaine Kearse,268,WR,FA,80.1,13,6.2
268,Greg Olsen,268,TE,FA,80.1,9,8.9
269,Marshawn Lynch,270,RB,FA,79.0,6,13.2
270,Michael Badgley,270,K,LAC,79.0,10,7.9
271,Spencer Ware,270,RB,CHI,79.0,12,6.6
272,Chris Ivory,273,RB,FA,78.1,13,6.0
273,Atlanta Falcons,274,DST,ATL,77.0,16,4.8
274,Dontrelle Inman,275,WR,WAS,76.4,8,9.6
275,Nick Foles,276,QB,CHI,76.2,5,15.2
276,Vernon Davis,277,TE,FA,75.7,13,5.8
277,Blake Jarwin,277,TE,DAL,75.7,13,5.8
278,,279,,,75.3,16,4.7
279,C.J. Beathard,280,QB,SF,75.0,5,15.0
280,Demarcus Robinson,281,WR,KC,74.8,14,5.3
281,Ryan Grant,282,WR,FA,74.4,14,5.3
282,Ricky Seals-Jones,283,TE,KC,74.3,15,5.0
283,Nick Vannett,284,TE,DEN,73.9,15,4.9
284,Laquon Treadwell,285,WR,ATL,71.2,15,4.8
285,Ty Montgomery,286,RB,NO,71.2,13,5.5
286,Tajae Sharpe,286,WR,KC,71.2,16,4.5
287,Jeff Heuerman,288,TE,FA,71.1,11,6.5
288,Rashaad Penny,289,RB,SEA,70.4,13,5.4
289,Aldrick Robinson,290,WR,FA,70.1,14,5.0
290,Ryan Switzer,291,WR,CLE,69.4,16,4.3
291,Kelvin Benjamin,292,WR,FA,69.0,15,4.6
292,Alfred Morris,293,RB,NYG,68.1,11,6.2
293,Tampa Bay Buccaneers,294,DST,TB,68.0,16,4.3
294,Brock Osweiler,294,QB,FA,68.0,7,9.7
295,C.J. Anderson,296,RB,FA,67.4,9,7.5
296,Kyle Juszczyk,297,RB,SF,67.4,16,4.2
297,Cairo Santos,298,K,CHI,67.0,9,7.4
298,Zach Pascal,299,WR,IND,66.8,14,4.8
299,DaeSean Hamilton,300,WR,DEN,66.3,11,6.0
300,Tyler Higbee,301,TE,LAR,65.2,14,4.7
301,Jonnu Smith,302,TE,TEN,63.8,12,5.3
302,Chase Edmonds,303,RB,ARI,63.1,16,3.9
303,Keke Coutee,304,WR,HOU,62.7,6,10.5
304,Geronimo Allison,305,WR,DET,62.3,5,12.5
305,Breshad Perriman,306,WR,NYJ,62.2,10,6.2
306,Jordan Matthews,307,WR,SF,62.0,11,5.6
307,Jordan Thomas,308,TE,IND,61.8,12,5.2
308,Kapri Bibbs,309,RB,FA,61.8,11,5.6
309,Allen Hurns,310,WR,MIA,61.5,14,4.4
310,Justin Jackson,311,RB,LAC,61.1,9,6.8
311,Darren Sproles,312,RB,FA,61.0,6,10.2
312,DeVante Parker,313,WR,MIA,60.9,11,5.5
313,Jaron Brown,314,WR,ARI,60.6,12,5.1
314,Jack Doyle,315,TE,IND,60.5,6,10.1
315,Jakeem Grant,316,WR,MIA,60.3,10,6.0
316,Bilal Powell,317,RB,FA,60.3,7,8.6
317,Rhett Ellison,318,TE,FA,60.2,13,4.6
318,Tim Patrick,318,WR,DEN,60.2,12,5.0
319,Jordan Wilkins,320,RB,IND,60.1,14,4.3
320,Bruce Ellington,321,WR,FA,59.6,7,8.5
321,Maurice Harris,322,WR,FA,59.4,11,5.4
322,Paul Richardson Jr.,323,WR,FA,59.1,7,8.4
323,Pierre Garcon,324,WR,FA,58.6,8,7.3
324,Zach Zenner,325,RB,FA,57.1,7,8.2
325,Geoff Swaim,326,TE,TEN,56.2,9,6.2
326,Trent Taylor,327,WR,SF,55.5,13,4.3
327,Matt LaCosse,328,TE,NE,55.0,13,4.2
328,Ryan Griffin,329,TE,NYJ,54.5,13,4.2
329,Kenneth Dixon,330,RB,FA,54.4,6,9.1
330,Equanimeous St. Brown,331,WR,GB,54.3,11,4.9
331,Levine Toilolo,332,TE,NYG,53.3,11,4.9
332,Terrelle Pryor,333,WR,FA,53.1,8,6.6
333,San Francisco 49ers,334,DST,SF,53.0,16,3.3
334,Ted Ginn Jr.,335,WR,FA,52.5,5,10.5
335,Isaiah McKenzie,335,WR,BUF,52.5,8,6.6
336,Torrey Smith,337,WR,FA,50.0,8,6.3
337,TJ Jones,337,WR,FA,50.0,12,4.2
338,Jason Croom,339,TE,PHI,49.9,15,3.3
339,Rex Burkhead,340,RB,NE,49.7,8,6.2
340,Josh Johnson,341,QB,SF,49.5,4,12.4
341,Trenton Cannon,342,RB,CAR,48.7,12,4.1
342,Jimmy Garoppolo,343,QB,SF,47.9,3,16.0
343,Anthony Firkser,344,TE,TEN,47.5,9,5.3
344,Demetrius Harris,345,TE,CHI,46.4,15,3.1
345,Chris Moore,346,WR,BAL,46.3,15,3.1
346,Virgil Green,347,TE,LAC,46.0,14,3.3
347,Trent Sherfield,348,WR,ARI,46.0,9,5.1
348,Keith Kirkwood,349,WR,CAR,45.9,7,6.6
349,Martavis Bryant,349,WR,FA,45.9,7,6.6
350,James O'Shaughnessy,351,TE,JAC,45.4,14,3.2
351,Ed Dickson,352,TE,FA,45.2,9,5.0
352,Wayne Gallman,353,RB,NYG,44.5,13,3.4
353,Jeff Wilson Jr.,354,RB,SF,44.4,6,7.4
354,Nick Boyle,355,TE,BAL,44.3,12,3.7
355,James Washington,356,WR,PIT,43.7,12,3.6
356,Luke Stocker,357,TE,ATL,43.5,12,3.6
357,Jay Ajayi,358,RB,FA,43.4,4,10.9
358,James Develin,359,RB,FA,42.9,16,2.7
359,DeAndre Carter,360,WR,CHI,42.3,13,3.3
360,Lance Kendricks,361,TE,FA,42.0,14,3.0
361,Bennie Fowler III,362,WR,NO,41.9,10,4.2
362,Tyrod Taylor,363,QB,LAC,41.4,4,10.4
363,Zane Gonzalez,364,K,FA,41.0,7,5.9
364,Chad Williams,364,WR,KC,41.0,10,4.1
365,Russell Shepard,366,WR,FA,40.8,8,5.1
366,Travis Benjamin,367,WR,SF,40.7,12,3.4
367,Darren Fells,368,TE,HOU,40.7,10,4.1
368,Josh Hill,369,TE,DET,40.5,12,3.4
369,Mike Gesicki,370,TE,MIA,40.2,14,2.9
370,Jordan Akins,371,TE,HOU,39.5,14,2.8
371,Tavon Austin,371,WR,GB,39.5,7,5.6
372,Malcolm Brown,373,RB,LAR,39.4,11,3.6
373,Justin Hardy,374,WR,FA,39.3,16,2.5
374,Las Vegas Raiders,375,DST,LV,39.0,16,2.4
375,Caleb Sturgis,375,K,FA,39.0,6,6.5
376,Tyler Eifert,377,TE,JAC,38.9,4,9.7
377,Raheem Mostert,378,RB,SF,38.6,8,4.8
378,Cody Kessler,378,QB,FA,38.6,5,7.7
379,Marcus Murphy,378,RB,FA,38.6,11,3.5
380,Kalen Ballage,381,RB,LAC,37.7,12,3.1
381,Brandon LaFell,382,WR,FA,37.5,4,9.4
382,Charles Clay,383,TE,FA,37.4,11,3.4
383,Maxx Williams,384,TE,ARI,37.1,11,3.4
384,Michael Roberts,385,TE,FA,37.0,8,4.6
385,,385,,,37.0,10,3.7
386,Alex Erickson,387,WR,CIN,36.9,16,2.3
387,Marcell Ateman,388,WR,LV,36.4,7,5.2
388,Cody Latimer,389,WR,FA,36.0,6,6.0
389,Matt McCrane,389,K,CLE,36.0,5,7.2
390,Will Dissly,391,TE,SEA,35.6,4,8.9
391,Hayden Hurst,392,TE,ATL,35.3,9,3.9
392,Lee Smith,392,TE,BUF,35.3,10,3.5
393,Erik Swoope,394,TE,FA,34.7,7,5.0
394,Josh Bellamy,395,WR,FA,33.7,14,2.4
395,Rod Smith,395,RB,NYG,33.7,14,2.4
396,Taysom Hill,397,QB,NO,33.6,15,2.2
397,Deonte Thompson,398,WR,FA,33.1,13,2.6
398,Dan Arnold,399,TE,ARI,33.0,7,4.7
399,Blaine Gabbert,399,QB,TB,33.0,8,4.1
400,Mo Alie-Cox,401,TE,IND,32.3,9,3.6
401,Jordan Leggett,402,TE,FA,31.4,13,2.4
402,Phil Dawson,403,K,FA,31.0,10,3.1
403,Marvin Hall,404,WR,CLE,30.9,14,2.2
404,Austin Carr,405,WR,NO,30.7,9,3.4
405,Chase Daniel,405,QB,DET,30.7,4,7.7
406,Brandon Marshall,407,WR,FA,30.6,6,5.1
407,Brandon Bolden,408,RB,NE,29.4,9,3.3
408,D.J. Chark Jr.,408,WR,JAC,29.4,11,2.7
409,Andre Holmes,410,WR,FA,29.2,14,2.1
410,,411,,,29.0,3,9.7
411,Michael Floyd,412,WR,FA,28.0,10,2.8
412,Damion Ratley,413,WR,HOU,27.4,6,4.6
413,Colt McCoy,414,QB,NYG,27.2,3,9.1
414,Kyle Allen,415,QB,WAS,26.5,2,13.3
415,Austin Seferian-Jenkins,416,TE,FA,26.0,5,5.2
416,Mike Nugent,416,K,ARI,26.0,3,8.7
417,Garrett Celek,416,TE,FA,26.0,9,2.9
418,Richie James Jr.,416,WR,SF,26.0,12,2.2
419,Andy Janovich,420,RB,CLE,25.7,13,2.0
420,MyCole Pruitt,421,TE,TEN,25.2,7,3.6
421,,422,,,25.0,6,4.2
422,Cameron Meredith,423,WR,FA,24.4,3,8.1
423,Jake Kumerow,424,WR,BUF,24.3,5,4.9
424,Brandon Powell,425,WR,ATL,24.3,6,4.1
425,Deontay Burnett,425,WR,PHI,24.3,5,4.9
426,Logan Paulsen,427,TE,FA,24.1,9,2.7
427,Andre Roberts,428,WR,BUF,23.9,16,1.5
428,Anthony Sherman,429,RB,KC,23.8,11,2.2
429,Dalton Schultz,430,TE,DAL,23.6,8,3.0
430,Scott Simonson,431,TE,FA,23.6,10,2.4
431,Taquan Mizzell,432,RB,NYG,23.4,8,2.9
432,Nick O'Leary,433,TE,LV,22.6,7,3.2
433,Zach Line,434,RB,FA,22.5,13,1.7
434,Trey Quinn,434,WR,LV,22.5,3,7.5
435,Darius Jennings,436,WR,FA,22.1,14,1.6
436,Marcus Johnson,437,WR,TEN,22.0,4,5.5
437,Luke Willson,438,TE,SEA,21.7,11,2.0
438,Eli Rogers,439,WR,FA,21.5,3,7.2
439,Josh McCown,440,QB,FA,20.7,4,5.2
440,Ronald Jones II,440,RB,TB,20.7,8,2.6
441,C.J. Ham,442,RB,MIN,20.3,13,1.6
442,Logan Thomas,442,TE,WAS,20.3,9,2.3
443,Vyncint Smith,444,WR,NYJ,20.1,4,5.0
444,Derek Carrier,445,TE,LV,19.7,10,2.0
445,Corey Grant,445,RB,FA,19.7,5,3.9
446,Niles Paul,447,TE,FA,19.5,6,3.3
447,Leonte Carroo,448,WR,FA,18.8,5,3.8
448,Seth DeValve,449,TE,ARI,18.4,7,2.6
449,Brice Butler,450,WR,FA,18.0,6,3.0
450,Adam Shaheen,451,TE,MIA,17.8,5,3.6
451,Robert Tonyan,452,TE,GB,17.7,7,2.5
452,Dontrell Hilliard,453,RB,HOU,17.5,10,1.8
453,Cameron Artis-Payne,454,RB,FA,17.4,4,4.4
454,Matt Barkley,455,QB,BUF,17.1,1,17.1
455,Jake Butt,456,TE,DEN,16.5,3,5.5
456,Jermaine Gresham,457,TE,FA,16.4,9,1.8
457,Cam Batson,458,WR,TEN,16.3,9,1.8
458,Darrel Williams,459,RB,KC,16.1,4,4.0
459,Kai Forbath,460,K,LAR,16.0,3,5.3
460,Darren Waller,461,TE,LV,15.6,4,3.9
461,Brian Hill,462,RB,ATL,15.6,5,3.1
462,Elijhaa Penny,463,RB,NYG,15.5,11,1.4
463,Dwayne Washington,464,RB,NO,15.4,8,1.9
464,Eric Tomlinson,465,TE,BAL,15.2,13,1.2
465,Jeremy Sprinkle,466,TE,WAS,15.1,8,1.9
466,Alex Armah,467,RB,CAR,15.0,10,1.5
467,Stevan Ridley,468,RB,FA,14.8,9,1.6
468,Blake Bell,469,TE,DAL,14.7,8,1.8
469,Devonta Freeman,470,RB,BUF,14.1,2,7.1
470,Tommylee Lewis,471,WR,NO,14.0,7,2.0
471,Taylor Heinicke,472,QB,WAS,13.9,5,2.8
472,A.J. Derby,473,TE,FA,13.8,3,4.6
473,J.J. Nelson,474,WR,IND,13.4,9,1.5
474,Kevin White,475,WR,SF,13.2,3,4.4
475,Chris Manhertz,475,TE,CAR,13.2,7,1.9
476,Sam Ficken,477,K,NYJ,13.0,2,6.5
477,Keith Ford,477,RB,FA,13.0,2,6.5
478,Nathan Peterman,479,QB,LV,12.8,4,3.2
479,Sam Bradford,480,QB,FA,12.7,3,4.2
